File_num,Region,Region1,grdc_no,river,station,area,lat_org,long_org,lat_pp,long_pp,dist_km,ElevMean,SlopeMean,RiverSlopeMean,WaterArea,ForestArea,ForestAreaRatio,WaterAreaRatio,AridityIndex,MeanPrecip,MeanTemp,MeanPET,MnMaxPrecip,MnMaxTemp,MnMaxPET,MnMinPrecip,MnMinTemp,MnMinPET,MediPrecip,MediTemp,MediPET,met_An_precip,met_An_maxT,met_An_minT,met_An_meanT,met_An_snow,met_An_sun,met_An_solra,sol12_Helvic Acrisols,sol12_Helvic Acrisols_Ratio,sol12_Dystric Rhegosols,sol12_Dystric Rhegosols_Ratio,sol12_Haplic Andosols,sol12_Haplic Andosols_Ratio,sol12_Fluvic Gleysols,sol12_Fluvic Gleysols_Ratio,sol12_Gleysols,sol12_Gleysols_Ratio,sol12_Humic Cambisols,sol12_Humic Cambisols_Ratio,sol12_Lithosols,sol12_Lithosols_Ratio,sol12_Rhodic Acrisols,sol12_Rhodic Acrisols_Ratio,sol12_Ochric Cambisols,sol12_Ochric Cambisols_Ratio,sol12_Humo-Ferric(Gleyic) Podzols,sol12_Humo-Ferric(Gleyic) Podzols_Ratio,sol12_Gleyic Andosols,sol12_Gleyic Andosols_Ratio,sol12_Humo-Ferric Podzols,sol12_Humo-Ferric Podzols_Ratio,sol12_Vitric Andosols,sol12_Vitric Andosols_Ratio,sol12_(Andic) Rhegosols,sol12_(Andic) Rhegosols_Ratio,sol12_(Entic) Andosols,sol12_(Entic) Andosols_Ratio,sol12_Histosols,sol12_Histosols_Ratio,sol12_Fluvisols,sol12_Fluvisols_Ratio,sol22_Rhegosols,sol22_Rhegosols_Ratio,sol22_Acrisols and Luvisols,sol22_Acrisols and Luvisols_Ratio,sol22_Andosols,sol22_Andosols_Ratio,sol22_Ochric Gleysols,sol22_Ochric Gleysols_Ratio,sol22_Lithosols,sol22_Lithosols_Ratio,sol22_Fluvisols,sol22_Fluvisols_Ratio,sol22_Podozols,sol22_Podozols_Ratio,sol22_Cambisols,sol22_Cambisols_Ratio,sol22_Fluvic gleysols,sol22_Fluvic gleysols_Ratio,sol22_Dystric Histosols,sol22_Dystric Histosols_Ratio,geo1_P,geo1_P_Ratio,geo1_An,geo1_An_Ratio,geo1_M,geo1_M_Ratio,geo1_Gn,geo1_Gn_Ratio,geo1_Gr,geo1_Gr_Ratio,geo1_tr,geo1_tr_Ratio,geo1_lm,geo1_lm_Ratio,geo1_al,geo1_al_Ratio,geo1_Bs,geo1_Bs_Ratio,geo1_wf,geo1_wf_Ratio,geo1_Sch,geo1_Sch_Ratio,geo1_Tn,geo1_Tn_Ratio,geo1_Gd,geo1_Gd_Ratio,geo1_Lp,geo1_Lp_Ratio,geo1_Tp,geo1_Tp_Ratio,geo1_Sp,geo1_Sp_Ratio,geo1_Pls,geo1_Pls_Ratio,geo1_ds,geo1_ds_Ratio,geo3_Henseigan,geo3_Henseigan_ratio,geo3_Taisekigan,geo3_Taisekigan_ratio,geo3_Kaseigan,geo3_Kaseigan_ratio,landP_Lowland,landP_Lowland_Ratio,landP_Volcanic,landP_Volcanic_Ratio,landP_Mountain,landP_Mountain_Ratio,landP_Plateau,landP_Plateau_Ratio,landP_Hills,landP_Hills_Ratio,landP_Water,landP_Water_Ratio,landS_Volcanic_GentleSlope,landS_Volcanic_GentleSlope_Ratio,landS_Lowland,landS_Lowland_Ratio,landS_Volcanic_SteepSlope,landS_Volcanic_SteepSlope_Ratio,landS_AlluvialFanAndValleyPlains,landS_AlluvialFanAndValleyPlains_Ratio,landS_GravelPlateauAndRockPlateau,landS_GravelPlateauAndRockPlateau_Ratio,landS_DeltasAndTidalFlatsAndWetValleyPlains,landS_DeltasAndTidalFlatsAndWetValleyPlains_Ratio,landS_LavaPlateau,landS_LavaPlateau_Ratio,landS_VolcanicLaharTerrain,landS_VolcanicLaharTerrain_Ratio,landS_MountainSteepSlope,landS_MountainSteepSlope_Ratio,landS_SteepAlluvialFan,landS_SteepAlluvialFan_Ratio,landS_HillsSteepAndGentle,landS_HillsSteepAndGentle_Ratio,landS_Peatland,landS_Peatland_Ratio,landS_VolcanicAshSandPlateau,landS_VolcanicAshSandPlateau_Ratio,landS_MountainGentleSlope,landS_MountainGentleSlope_Ratio,landS_DuneBeachSandbars,landS_DuneBeachSandbars_Ratio,landS_Water,landS_Water_Ratio,landS_LimestonePlateau,landS_LimestonePlateau_Ratio,land_RiceField,land_RiceField_Ratio,land_OtherFarmland,land_OtherFarmland_Ratio,land_Forest,land_Forest_Ratio,land_Wasteland,land_Wasteland_Ratio,land_Urban,land_Urban_Ratio,land_Road,land_Road_Ratio,land_Railroad,land_Railroad_Ratio,land_Other,land_Other_Ratio,land_RiverLakes,land_RiverLakes_Ratio,land_Beach,land_Beach_Ratio,land_Ocean,land_Ocean_Ratio,land_GolfCourse,land_GolfCourse_Ratio
11,Hokkaido,Hokkaido,2587106,YUBARI-GAWA,KIYOHORO-BASHI,1116,43.09,141.69,43.0896,141.6896,0.1,377.5722068,8.103404252,37.7572207,3.114,856.1495051,0.767159055,0.002790323,0.40688065,3.708152348,5.801573392,1.508775456,30.91672214,11.63918756,2.554852595,0.00917045,0.317502372,0.416543702,0.631323464,6.620708293,1.106478957,13329.27088,101.7322404,2.575331772,51.28883685,103.5175644,15127.12724,117.5089774,0,0,0,0,74,0.066308244,6.608,0.005921147,121.686,0.109037634,792.733,0.710334229,41.441,0.037133513,0,0,20.013,0.017932796,0,0,0,0,14.126,0.012657706,0,0,47.623,0.042672939,0,0,8.97,0.008037634,0,0,47.623,0.042672939,0,0,74,0.066308244,121.686,0.109037634,41.441,0.037133513,0,0,14.126,0.012657706,812.745,0.728266129,6.608,0.005921147,8.97,0.008037634,70.989,0.063610215,0,0,286.168,0.256422939,0,0,0,0,34.773,0.031158602,0.136,0.000121864,125.349,0.112319892,0,0,0,0,0,0,308.622,0.276543011,0,0,0,0,233.378,0.209120072,67.785,0.060739247,0,0,0,0,0,0,1059.416,0.949297491,67.785,0.060739247,102.605,0.091939964,0,0,836.225,0.749305556,180.1,0.161379928,8.271,0.00741129,0,0,0,0,32.361,0.028997312,0,0,88.574,0.079367384,147.739,0.132382616,11.445,0.010255376,0,0,0,0,818.475,0.733400538,0,0,8.271,0.00741129,2.586,0.002317204,0,0,17.749,0.015904122,0,0,0,0,0,0,111.89981,0.100268647,100.263591,0.089841927,921.784047,0.825971368,47.805049,0.042836065,15.234464,0.013650953,3.972145,0.00355927,11.980319,0.010735053,17.423645,0.015612585,0,0,0,0,8.980926,0.008047425,0,0
12,Hokkaido,Hokkaido,2587200,SHIRIBETSU-GAWA,NAKOMA,1402.2,42.81,140.46,42.8104,140.4604,0.1,436.9259832,7.417676356,43.6925983,0.045,1038.967453,0.740955251,3.21E-05,0.42055692,3.712588323,5.900609921,1.561354696,26.73759694,11.282325,2.502144769,0.016600549,0.898570589,0.450776929,0.933596518,6.432644949,1.140468455,13428.63296,96.56795798,6.932370322,53.14116875,212.867367,14441.2042,116.9822718,0,0,0,0,461.954,0.329449437,0,0,201.809,0.143923121,554.563,0.395494937,12.505,0.008918129,0,0,96.786,0.06902439,0,0,0,0,0,0,0,0,47.596,0.033943803,0,0,0,0,0,0,47.596,0.033943803,0,0,461.954,0.329449437,201.809,0.143923121,12.505,0.008918129,0,0,0,0,651.349,0.464519327,0,0,0,0,0,0,547.489,0.390450007,0,0,0,0,0,0,0,0,0,0,145.387,0.103684924,0,0,138.75,0.098951647,0,0,543.587,0.387667237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.724,0.590303808,547.489,0.390450007,136.664,0.097463985,878.857,0.626770076,152.645,0.108861075,207.049,0.147660106,0,0,0,0,223.717,0.15954714,18.525,0.013211382,655.14,0.467222935,136.664,0.097463985,188.524,0.134448723,0,0,0,0,0,0,115.2,0.082156611,0,0,0,0,0,0,0,0,37.445,0.026704464,0,0,0,0,0,0,34.392996,0.024527882,192.470219,0.137263029,1072.762543,0.765056727,155.408163,0.110831667,12.80983,0.009135523,1.144119,0.000815946,18.079364,0.01289357,13.727516,0.009789984,0,0,0,0,8.436538,0.006016644,0,0
13,Hokkaido,Hokkaido,2587210,MU KAWA,MUKAWA,1228,42.57,141.94,42.5688,141.9354,0.4,400.7110425,8.635875923,10.0177761,0.19,1094.623055,0.891386853,0.000154723,0.42947239,3.507068544,5.266192972,1.506189105,31.87090158,11.0910884,2.541126531,0.007231088,-0.303542467,0.424569097,0.484987494,5.958562052,1.125680581,12164.35244,101.3517339,-8.009907997,46.81953291,73.79193206,15212.89809,117.7501769,0,0,0,0,39.634,0.032275244,0,0,101.666,0.082789902,823.282,0.670425081,3.576,0.002912052,0,0,15.435,0.012569218,0,0,0,0,0,0,0,0,246.215,0.200500814,0,0,1.517,0.001235342,0,0,246.215,0.200500814,0,0,39.634,0.032275244,101.666,0.082789902,3.576,0.002912052,0,0,0,0,838.717,0.6829943,0,0,1.517,0.001235342,420.676,0.342570033,0,0,250.798,0.204232899,2.608,0.002123779,0,0,26.884,0.021892508,0,0,55.676,0.045338762,0,0,0,0,0,0,291.428,0.237319218,5.945,0.004841205,0,0,32.238,0.026252443,145.07,0.118135179,0,0,0,0,2.608,0.002123779,1077.701,0.877606678,151.016,0.122977199,116.181,0.094609935,0,0,1061.937,0.864769544,53.134,0.04326873,0.073,5.94E-05,0,0,0,0,6.35,0.00517101,0,0,116.169,0.094600163,46.784,0.03809772,0.012,9.77E-06,0,0,0,0,999.453,0.813886808,0,0,0.073,5.94E-05,0,0,0,0,62.484,0.050882736,0,0,0,0,0,0,33.378342,0.02718106,49.511273,0.040318626,1216.463555,0.990605501,35.206431,0.028669732,4.980692,0.004055938,0.887411,0.000722647,8.876562,0.007228471,17.581458,0.014317148,0,0,0,0,3.257389,0.002652597,0,0
14,Hokkaido,Hokkaido,2587220,SARU GAWA,BIRATORI,1253,42.58,142.15,42.5812,142.1438,0.5,609.9967408,12.69093767,12.1999348,2.963,1156.386521,0.922894271,0.002364725,0.40483589,3.689001368,4.379248159,1.493440169,34.33815546,10.10817199,2.550151411,0.00385095,-1.095110852,0.38846029,0.412929219,4.997549383,1.097536243,13146.81608,89.30979021,-15.87342657,37.57622378,94.31048951,14730.06014,118.1727273,0,0,0,0,16.459,0.013135674,0,0,67.193,0.053625698,906.756,0.723667997,129.964,0.103722267,0,0,9.594,0.007656824,0,0,0,0,6.702,0.005348763,0,0,124.414,0.099292897,0,0,0,0,0,0,124.414,0.099292897,0,0,16.459,0.013135674,67.193,0.053625698,129.964,0.103722267,0,0,6.702,0.005348763,916.35,0.73132482,0,0,0,0,522.307,0.416845172,0,0,164.18,0.131029529,7.101,0.005667199,11.091,0.008851556,3.739,0.002984038,0,0,67.469,0.05384597,0,0,0,0,0,0,143,0.114126097,182.624,0.145749401,0,0,0,0,159.571,0.127351157,0,0,0,0,7.101,0.005667199,900.695,0.718830806,353.286,0.281952115,78.063,0.062300878,0,0,1144.533,0.913434158,28.505,0.022749401,9.982,0.00796648,0,0,0,0,0,0,0,0,78.063,0.062300878,28.505,0.022749401,0,0,0,0,0,0,1104.221,0.881261772,0,0,9.982,0.00796648,0,0,0,0,40.312,0.032172386,0,0,0,0,0,0,16.467322,0.013142316,40.958106,0.032688034,1259.105576,1.004872766,40.737522,0.032511989,4.205715,0.003356516,0.501205,0.000400004,4.069127,0.003247508,16.949286,0.013526964,0,0,0,0,0.028474,2.27E-05,0,0
15,Hokkaido,Hokkaido,2587230,ABASHIRI GAWA,HONGO,1120.4,43.895,144.1367,43.8937,144.1438,0.6,290.9615799,5.720827918,4.84935967,1.054,879.4742888,0.784964556,0.000940735,0.60970275,2.49070737,4.692964843,1.518591134,24.16095982,11.63692684,2.773906755,1.22E-05,-1.765575248,0.339032914,0.273913129,5.837943231,1.069952742,8505.43652,102.1073668,-12.79545455,45.14184953,76.27115987,17373.90752,121.7202194,0,0,0,0,168.977,0.150818458,0,0,189.386,0.169034273,727.839,0.649624241,0,0,0,0,12.27,0.010951446,0,0,0,0,2.765,0.002467869,0,0,0,0,0,0,19.98,0.017832917,0,0,0,0,0,0,168.977,0.150818458,189.386,0.169034273,0,0,0,0,2.765,0.002467869,740.108,0.660574795,0,0,19.98,0.017832917,66.768,0.059593002,87.571,0.078160478,0,0,0,0,0,0,0,0,231.821,0.20690914,106.366,0.094935737,0,0,57.008,0.050881828,0,0,572.491,0.510970189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034.454,0.923289896,87.571,0.078160478,123.016,0.109796501,434.552,0.387854338,422.551,0.377142985,127.767,0.114036951,14.139,0.0126196,0,0,66.749,0.059576044,53.157,0.047444663,367.804,0.328279186,103.926,0.092757944,49.537,0.044213674,9.736,0.008689754,0,0,0,0,404.702,0.361212067,0,0,14.139,0.0126196,9.353,0.008347911,25.073,0.022378615,17.849,0.015930918,0,0,0,0,0,0,7.374454,0.006581983,198.862344,0.177492274,952.746152,0.850362506,27.209292,0.024285337,11.297251,0.01008323,2.452914,0.00218932,10.329971,0.009219896,5.689267,0.005077889,0,0,0,0,0,0,0,0
16,Hokkaido,Hokkaido,2587240,TOKORO GAWA,KITAMI,1394.2,43.8,143.92,43.7979,143.9104,0.8,485.1716375,7.686856411,6.06464547,1.287,1064.735994,0.763689567,0.00092311,0.61141993,2.453820424,4.027442852,1.500314704,22.56947705,10.89385999,2.672576412,0.002505199,-2.293522925,0.370495947,0.396835923,5.121696172,1.077286837,8217.318041,93.27030378,-17.34841909,38.25294482,67.73031618,17560.43149,124.2368258,0,0,0,0,0,0,0,0,250.88,0.179945488,1060.485,0.760640511,0.913,0.000654856,0,0,50.266,0.036053651,0,0,0,0,44.285,0.031763735,0,0,0,0,0,0,0.445,0.000319179,0,0,0,0,0,0,0,0,250.88,0.179945488,0.913,0.000654856,0,0,44.285,0.031763735,1110.751,0.796694162,0,0,0.445,0.000319179,98.585,0.070710802,39.016,0.027984507,9.087,0.006517716,0,0,0,0,7.451,0.005344283,85.748,0.061503371,182.003,0.130542964,0,0,333.873,0.239472816,0,0,634.748,0.455277579,0,0,16.762,0.012022665,0,0,0,0,0,0,0,0,0,0,1351.495,0.969369531,55.779,0.04000789,189.109,0.135639793,110.756,0.079440539,846,0.606799598,187.65,0.134593315,73.759,0.052904174,0,0,0,0,99.667,0.071486874,110.756,0.079440539,188.801,0.135418878,87.983,0.063106441,0,0,0,0,0,0,691.785,0.496187778,0,0,73.759,0.052904174,0,0,0,0,154.215,0.11061182,0.308,0.000220915,0,0,0,0,13.6637,0.009800387,251.513633,0.180399966,1179.199244,0.845789158,24.662714,0.017689509,33.075531,0.023723663,3.486032,0.002500382,17.082009,0.012252194,11.293111,0.008100065,0,0,0,0,2.095993,0.001503366,0,0
17,Hokkaido,Hokkaido,2587250,YUBETSU GAWA,KAISEI,1334.8,44.1,143.55,44.1021,143.5437,0.6,596.6460643,11.28274017,9.94410107,0,1132.289887,0.848284302,0,0.58657068,2.564417293,3.808376716,1.504211986,21.54539196,10.65866818,2.671108622,0.005518299,-2.597972471,0.377674061,0.579311098,4.705963634,1.070312943,8665.066161,85.2329428,-17.80771881,34.76843556,74.60923501,16802.84907,124.1164714,0,0,0,0,0,0,0,0,131.786,0.098730896,998.733,0.748226701,4.515,0.003382529,0,0,72.825,0.054558735,0,0,0,0,60.813,0.045559634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.786,0.098730896,4.515,0.003382529,0,0,60.813,0.045559634,1071.558,0.802785436,0,0,0,0,373.752,0.280005993,138.101,0.103461942,46.508,0.034842673,0,0,0,0,20.374,0.01526371,0,0,60.674,0.045455499,0,0,0,0,0,0,366.244,0.274381181,0,0,263.02,0.197048247,0,0,0,0,0,0,0,0,0,0,867.552,0.649949056,401.12,0.30050944,120.952,0.090614324,156.124,0.116964339,896.738,0.671814504,94.218,0.070585856,0,0,0.641,0.000480222,1.525,0.001142493,37.666,0.02821846,154.599,0.115821846,120.952,0.090614324,56.552,0.042367396,0,0,0,0,0,0,816.644,0.611810009,0,0,0,0,0,0,0,0,80.093,0.060003746,0,0,0.641,0.000480222,0,0,0.027851,2.09E-05,94.465918,0.07077159,1212.8442,0.908633653,38.680152,0.028978238,10.517448,0.007879419,4.515901,0.003383204,6.869817,0.005146701,8.327631,0.006238861,0,0,0,0,0.714703,0.000535438,0,0
18,Hokkaido,Hokkaido,2587400,TOKACHI GAWA,MOIWA,8277,42.8,143.52,42.8021,143.5188,0.3,432.4551306,7.337068583,14.415171,15.722,5146.598978,0.621795213,0.00189948,0.45016998,3.124354835,4.597600764,1.406490758,30.64005056,10.78919927,2.503913281,0.004584179,-1.103243586,0.329767632,0.32594063,5.595099137,0.998998144,10997.29372,95.84758199,-11.53685381,42.30939411,72.6717065,17679.68638,123.5296276,0,0,0,0,3978.973,0.480726471,0,0,789.181,0.095346261,2330.112,0.281516491,823.631,0.099508397,0,0,55.191,0.006667996,0,0,0,0,69.718,0.0084231,0,0,119.577,0.014446901,0,0,57.197,0.006910354,0,0,119.577,0.014446901,0,0,3978.973,0.480726471,789.181,0.095346261,823.631,0.099508397,0,0,69.718,0.0084231,2385.291,0.288183037,0,0,57.197,0.006910354,1110.369,0.134151142,571.374,0.069031533,3.455,0.000417422,60.261,0.007280536,206.805,0.024985502,2194.727,0.26515972,0,0,871.106,0.105244171,0,0,453.883,0.054836656,0,0,2638.986,0.318833635,147.514,0.017822158,0,0,0,0,0,0,0,0,0,0,60.261,0.007280536,7272.526,0.878642745,925.693,0.111839193,965.108,0.116601184,1841.631,0.222499819,2127.809,0.257074906,2755.385,0.332896581,540.572,0.065310137,27.973,0.003379606,86.756,0.010481575,272.787,0.032957231,1754.875,0.212018243,870.219,0.105137006,2482.599,0.299939471,71.773,0.008671379,0,0,0,0,1825.78,0.220584753,0,0,540.572,0.065310137,11.535,0.001393621,0,0,302.029,0.036490153,11.581,0.001399178,27.973,0.003379606,0,0,3.607176,0.000435807,2525.64167,0.305139745,5298.163631,0.640106757,298.477848,0.036061115,119.992227,0.014497067,16.070022,0.001941527,108.269407,0.013080755,156.903351,0.018956548,0.264479,3.20E-05,0,0,11.055583,0.001335699,0,0
19,Hokkaido,Hokkaido,2587401,TOKACHI GAWA,OBIHIRO,2529.3,42.93,143.21,42.9354,143.2063,0.7,509.6846574,7.982258304,7.28120939,6.466,1650.257108,0.652456058,0.002556439,0.39650429,3.42803024,4.560704038,1.359228703,31.03251972,10.69126058,2.435448986,0.006185966,-1.214272479,0.322433788,0.527619094,5.429784639,0.916194564,12227.47816,90.57816456,-8.2,41.85094937,81.23322785,16682.25253,121.8443038,0,0,0,0,1373.386,0.542990551,0,0,195.63,0.077345511,869.742,0.343866682,256.171,0.101281382,0,0,15.572,0.006156644,0,0,0,0,19.922,0.007876488,0,0,119.518,0.04725339,0,0,0,0,0,0,119.518,0.04725339,0,0,1373.386,0.542990551,195.63,0.077345511,256.171,0.101281382,0,0,19.922,0.007876488,885.315,0.350023722,0,0,0,0,592.004,0.234058435,225.213,0.089041632,0,0,6.584,0.002603092,181.984,0.071950342,1046.642,0.413806982,0,0,261.953,0.10356739,0,0,400.039,0.158161942,0,0,99.971,0.039525165,40.726,0.016101688,0,0,0,0,0,0,0,0,0,0,6.584,0.002603092,2400.609,0.949119915,447.923,0.177093662,237.913,0.094062784,920.686,0.364008224,540.779,0.213805796,1129.941,0.4467406,21.495,0.008498399,4.302,0.001700866,57.552,0.022754122,71.316,0.028195944,863.134,0.341254102,227.758,0.090047839,1058.624,0.418544261,6.66,0.00263314,0,0,0,0,391.384,0.154740047,0,0,21.495,0.008498399,0,0,0,0,149.395,0.059065749,3.495,0.001381805,4.302,0.001700866,0,0,0.08499,3.36E-05,978.000884,0.386668598,1714.807318,0.677977036,150.859358,0.059644707,62.895172,0.024866632,6.596544,0.002608051,47.906539,0.018940631,54.39423,0.021505646,0.264479,0.000104566,0,0,5.708112,0.002256795,0,0
20,Hokkaido,Hokkaido,2587402,TOKACHI GAWA,KYOEI-BASHI,803.8,43.06,142.93,43.0604,142.9271,0.2,804.4983361,11.46663189,40.2249168,2.551,785.1513977,0.97679945,0.003173675,0.35307309,3.732116439,3.34561194,1.317709885,30.33825932,9.585989237,2.374568759,0.005881854,-2.634746784,0.348263275,0.816317534,4.170272066,0.867373758,13639.90505,70.22323232,-22.57878788,25.18585859,82.73939394,14749.43636,119.320202,0,0,0,0,59.384,0.073879074,0,0,14.765,0.018368997,568.892,0.707753172,85.779,0.106716845,0,0,6.167,0.007672307,0,0,0,0,19.922,0.024784772,0,0,100.323,0.124810898,0,0,0,0,0,0,100.323,0.124810898,0,0,59.384,0.073879074,14.765,0.018368997,85.779,0.106716845,0,0,19.922,0.024784772,575.059,0.715425479,0,0,0,0,290.388,0.361268972,157.721,0.196219209,0,0,0,0,0.298,0.000370739,74.878,0.093155014,0,0,9.747,0.012126151,0,0,322.2,0.400845982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.213,0.867396118,158.019,0.196589948,32.819,0.040829808,639.299,0.795345857,95.647,0.118993531,77.737,0.096711869,9.729,0.012103757,0,0,26.405,0.032850211,7.398,0.009203782,612.894,0.762495646,32.819,0.040829808,70.339,0.087508087,0,0,0,0,0,0,9.605,0.01194949,0,0,9.729,0.012103757,0,0,0,0,86.042,0.107044041,0,0,0,0,0,0,0.009421,1.17E-05,71.344516,0.08875904,788.608662,0.9811006,83.810501,0.104267854,1.741433,0.0021665,0.18838,0.000234362,1.327571,0.001651619,10.604695,0.013193201,0,0,0,0,0,0,0,0
21,Hokkaido,Hokkaido,2587403,TOSHIBETSU GAWA,TOSHIBETSU,2715.2,42.93,143.45,42.9271,143.4437,0.6,387.8230046,6.560360216,6.46371674,1.402,2077.141843,0.765005098,0.000516352,0.54402907,2.655153405,4.666932968,1.444480649,27.64039886,11.09095465,2.590818153,0.000216384,-1.210368033,0.332839691,0.171133564,5.737479818,1.073856921,9034.297584,100.3919232,-16.76398544,41.48990401,60.91790798,18021.62264,123.5878848,0,0,0,0,1317.791,0.485338465,0,0,231.268,0.085175309,979.071,0.360588907,150.332,0.055366824,0,0,22.224,0.008185032,0,0,0,0,10.83,0.003988656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.791,0.485338465,231.268,0.085175309,150.332,0.055366824,0,0,10.83,0.003988656,1001.295,0.368773939,0,0,0,0,181.965,0.067017163,231.239,0.085164629,3.455,0.001272466,0,0,0,0,249.969,0.092062831,0,0,115.593,0.042572555,0,0,53.844,0.019830583,0,0,1877.603,0.691515542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.43,0.914271509,231.239,0.085164629,299.768,0.110403654,463.108,0.170561285,1133.644,0.417517678,517.035,0.190422437,297.756,0.10966264,2.357,0.000868076,16.155,0.005949838,26.25,0.009667796,446.953,0.164611447,296.977,0.109375737,490.785,0.180754641,0.661,0.000243444,0,0,0,0,1016.606,0.374412935,0,0,297.756,0.10966264,0,0,0,0,117.039,0.043105112,2.13,0.000784473,2.357,0.000868076,0,0,0.263755,9.71E-05,540.479798,0.199057085,2202.951202,0.811340307,62.742685,0.023107942,17.811405,0.006559887,5.975897,0.002200905,20.074703,0.007393453,19.817904,0.007298874,0,0,0,0,0,0,0,0
22,South Central,Kinki,2588250,KUMANO-GAWA,OGA,2251,33.75,135.94,33.7479,135.9396,0.2,651.4266275,16.89175055,32.5713314,11.816,2137.596748,0.949620945,0.005249223,0.3077548,7.657495098,13.35371479,2.356630898,72.2807064,17.73903979,3.687666081,0,9.084861875,0.506530769,0.166331484,14.05711189,2.079400646,28199.49228,169.6966394,70.07175295,115.2343324,0,16999.90645,130.8960036,0,0,14.89,0.006614838,17.845,0.007927588,0,0,12.104,0.005377166,1633.868,0.72584096,179.458,0.079723678,0,0,317.283,0.140952021,0,0,0,0,69.807,0.03101155,0,0,0,0,0,0,0,0,0,0,14.89,0.006614838,0,0,17.845,0.007927588,0,0,179.458,0.079723678,12.104,0.005377166,69.807,0.03101155,1951.151,0.866792981,0,0,0,0,118.452,0.052621946,0,0,1428.04,0.634402488,0,0,299.906,0.133232341,0,0,0,0,0,0,0,0,0,0,0,0,182.334,0.081001333,0,0,33.688,0.014965793,182.834,0.081223456,0,0,0,0,0,0,0,0,1911.66,0.849249223,333.594,0.148198134,53.947,0.023965793,0,0,2158.606,0.958954243,32.701,0.014527321,0,0,0,0,0,0,0,0,0,0,53.947,0.023965793,32.701,0.014527321,0,0,0,0,0,0,2142.768,0.951918259,0,0,0,0,0,0,0,0,15.839,0.007036428,0,0,0,0,0,0,14.618589,0.006494264,8.131525,0.003612406,2274.710977,1.01053353,24.09118,0.010702434,6.604516,0.002934036,0.448016,0.00019903,2.849018,0.001265668,55.610048,0.024704597,0,0,0,0,0,0,0,0
23,South Central,S_Chubu,2588480,FUJI KAWA,KITAMATSUNO,3539.8,35.1917,138.5858,35.1938,138.5896,0.4,992.9328435,14.59617491,24.8233211,1.813,2713.228979,0.766492169,0.000512176,0.44872002,4.486168987,10.51448624,2.013033853,44.52177647,15.21796271,3.207474949,0.000884432,5.863921599,0.445515653,0.07696591,11.20472,1.670923237,16420.45842,151.861389,49.19834238,96.27636468,19.90911689,20246.95484,143.8465276,120.79,0.034123397,0,0,375.181,0.105989321,130.278,0.036803774,146.503,0.041387367,1541.728,0.435540991,40.764,0.011515905,0,0,615.189,0.173792022,155.236,0.043854455,0,0,124.887,0.035280807,75.258,0.021260523,0,0,164.28,0.046409402,0,0,0,0,0,0,120.79,0.034123397,614.719,0.173659246,43.802,0.012374145,40.764,0.011515905,102.701,0.029013221,280.116,0.079133284,2156.916,0.609332731,130.278,0.036803774,0,0,131.95,0.037276117,57.923,0.016363354,293.538,0.082925024,0,0,131.184,0.037059721,270.298,0.076359681,0,0,299.298,0.084552235,622.309,0.175803435,398.342,0.112532346,0,0,1150.084,0.324900842,0,0,0,0,138.383,0.039093452,0,0,10.585,0.002990282,0,0,0,0,2692.477,0.760629697,811.416,0.22922651,303.25,0.085668682,501.551,0.141689078,2227.917,0.629390644,297.385,0.084011809,171.699,0.048505283,0,0,252.992,0.071470705,68.055,0.019225662,248.559,0.070218374,302.134,0.08535341,229.329,0.064785864,1.116,0.000315272,0,0,0,0,2187.076,0.617852986,0,0,171.699,0.048505283,0,0,0,0,40.841,0.011537657,0,0,0,0,0,0,156.910983,0.044327641,349.912461,0.098850913,2794.410706,0.789426156,83.457769,0.023576973,175.01503,0.049442067,12.466166,0.003521715,29.961851,0.008464278,80.26302,0.022674451,0,0,0,0,26.095654,0.00737207,0,0
