File_num,Region,Region1,grdc_no,river,station,area,lat_org,long_org,lat_pp,long_pp,dist_km,ElevMean,SlopeMean,RiverSlopeMean,WaterArea,ForestArea,ForestAreaRatio,WaterAreaRatio,AridityIndex,MeanPrecip,MeanTemp,MeanPET,MnMaxPrecip,MnMaxTemp,MnMaxPET,MnMinPrecip,MnMinTemp,MnMinPET,MediPrecip,MediTemp,MediPET,met_An_precip,met_An_maxT,met_An_minT,met_An_meanT,met_An_snow,met_An_sun,met_An_solra,sol12_Helvic Acrisols,sol12_Helvic Acrisols_Ratio,sol12_Dystric Rhegosols,sol12_Dystric Rhegosols_Ratio,sol12_Haplic Andosols,sol12_Haplic Andosols_Ratio,sol12_Fluvic Gleysols,sol12_Fluvic Gleysols_Ratio,sol12_Gleysols,sol12_Gleysols_Ratio,sol12_Humic Cambisols,sol12_Humic Cambisols_Ratio,sol12_Lithosols,sol12_Lithosols_Ratio,sol12_Rhodic Acrisols,sol12_Rhodic Acrisols_Ratio,sol12_Ochric Cambisols,sol12_Ochric Cambisols_Ratio,sol12_Humo-Ferric(Gleyic) Podzols,sol12_Humo-Ferric(Gleyic) Podzols_Ratio,sol12_Gleyic Andosols,sol12_Gleyic Andosols_Ratio,sol12_Humo-Ferric Podzols,sol12_Humo-Ferric Podzols_Ratio,sol12_Vitric Andosols,sol12_Vitric Andosols_Ratio,sol12_(Andic) Rhegosols,sol12_(Andic) Rhegosols_Ratio,sol12_(Entic) Andosols,sol12_(Entic) Andosols_Ratio,sol12_Histosols,sol12_Histosols_Ratio,sol12_Fluvisols,sol12_Fluvisols_Ratio,sol22_Rhegosols,sol22_Rhegosols_Ratio,sol22_Acrisols and Luvisols,sol22_Acrisols and Luvisols_Ratio,sol22_Andosols,sol22_Andosols_Ratio,sol22_Ochric Gleysols,sol22_Ochric Gleysols_Ratio,sol22_Lithosols,sol22_Lithosols_Ratio,sol22_Fluvisols,sol22_Fluvisols_Ratio,sol22_Podozols,sol22_Podozols_Ratio,sol22_Cambisols,sol22_Cambisols_Ratio,sol22_Fluvic gleysols,sol22_Fluvic gleysols_Ratio,sol22_Dystric Histosols,sol22_Dystric Histosols_Ratio,geo1_P,geo1_P_Ratio,geo1_An,geo1_An_Ratio,geo1_M,geo1_M_Ratio,geo1_Gn,geo1_Gn_Ratio,geo1_Gr,geo1_Gr_Ratio,geo1_tr,geo1_tr_Ratio,geo1_lm,geo1_lm_Ratio,geo1_al,geo1_al_Ratio,geo1_Bs,geo1_Bs_Ratio,geo1_wf,geo1_wf_Ratio,geo1_Sch,geo1_Sch_Ratio,geo1_Tn,geo1_Tn_Ratio,geo1_Gd,geo1_Gd_Ratio,geo1_Lp,geo1_Lp_Ratio,geo1_Tp,geo1_Tp_Ratio,geo1_Sp,geo1_Sp_Ratio,geo1_Pls,geo1_Pls_Ratio,geo1_ds,geo1_ds_Ratio,geo3_Henseigan,geo3_Henseigan_ratio,geo3_Taisekigan,geo3_Taisekigan_ratio,geo3_Kaseigan,geo3_Kaseigan_ratio,landP_Lowland,landP_Lowland_Ratio,landP_Volcanic,landP_Volcanic_Ratio,landP_Mountain,landP_Mountain_Ratio,landP_Plateau,landP_Plateau_Ratio,landP_Hills,landP_Hills_Ratio,landP_Water,landP_Water_Ratio,landS_Volcanic_GentleSlope,landS_Volcanic_GentleSlope_Ratio,landS_Lowland,landS_Lowland_Ratio,landS_Volcanic_SteepSlope,landS_Volcanic_SteepSlope_Ratio,landS_AlluvialFanAndValleyPlains,landS_AlluvialFanAndValleyPlains_Ratio,landS_GravelPlateauAndRockPlateau,landS_GravelPlateauAndRockPlateau_Ratio,landS_DeltasAndTidalFlatsAndWetValleyPlains,landS_DeltasAndTidalFlatsAndWetValleyPlains_Ratio,landS_LavaPlateau,landS_LavaPlateau_Ratio,landS_VolcanicLaharTerrain,landS_VolcanicLaharTerrain_Ratio,landS_MountainSteepSlope,landS_MountainSteepSlope_Ratio,landS_SteepAlluvialFan,landS_SteepAlluvialFan_Ratio,landS_HillsSteepAndGentle,landS_HillsSteepAndGentle_Ratio,landS_Peatland,landS_Peatland_Ratio,landS_VolcanicAshSandPlateau,landS_VolcanicAshSandPlateau_Ratio,landS_MountainGentleSlope,landS_MountainGentleSlope_Ratio,landS_DuneBeachSandbars,landS_DuneBeachSandbars_Ratio,landS_Water,landS_Water_Ratio,landS_LimestonePlateau,landS_LimestonePlateau_Ratio,land_RiceField,land_RiceField_Ratio,land_OtherFarmland,land_OtherFarmland_Ratio,land_Forest,land_Forest_Ratio,land_Wasteland,land_Wasteland_Ratio,land_Urban,land_Urban_Ratio,land_Road,land_Road_Ratio,land_Railroad,land_Railroad_Ratio,land_Other,land_Other_Ratio,land_RiverLakes,land_RiverLakes_Ratio,land_Beach,land_Beach_Ratio,land_Ocean,land_Ocean_Ratio,land_GolfCourse,land_GolfCourse_Ratio
24,South Central,S_Chubu,2588481,FUJI KAWA,SHIMIZUBATA,2179.1,35.5281,138.4539,35.5271,138.4521,0.2,1004.487605,12.28631228,50.2243803,0.744,1564.171714,0.717806303,0.000341425,0.54119923,3.689240532,10.11649807,1.996614124,36.35022132,14.92113667,3.192156853,0.000171585,5.351247943,0.435731104,0.051003684,10.73980083,1.645732591,13244.35265,151.7627737,47.09945255,95.67290146,20.83987226,20873.0187,146.122719,117.776,0.054048001,0,0,340.943,0.156460465,130.278,0.059785232,140.943,0.064679455,775.446,0.355856087,18.028,0.00827314,0,0,354.984,0.162903951,69.085,0.031703456,0,0,72.637,0.033333486,0,0,0,0,164.28,0.075388922,0,0,0,0,0,0,117.776,0.054048001,505.223,0.231849387,43.802,0.020100959,18.028,0.00827314,97.141,0.044578496,141.714,0.065033271,1130.429,0.51875958,130.278,0.059785232,0,0,10.694,0.004907531,57.923,0.026581157,233.039,0.106942775,0,0,122.92,0.056408609,270.298,0.124041118,0,0,270.184,0.123988803,486.286,0.223159102,357.916,0.164249461,0,0,378.408,0.173653343,0,0,0,0,0,0,0,0,10.585,0.00485751,0,0,0,0,1531.123,0.702640081,667.13,0.306149328,248.212,0.113905741,375.066,0.172119682,1170.797,0.537284659,266.734,0.12240558,130.446,0.059862328,0,0,147.936,0.067888578,68.055,0.031230783,227.129,0.104230646,247.249,0.113463815,198.679,0.091174797,0.964,0.000442384,0,0,0,0,1145.403,0.525631224,0,0,130.446,0.059862328,0,0,0,0,25.394,0.011653435,0,0,0,0,0,0,128.310387,0.058882285,289.197083,0.132714003,1602.00201,0.735166817,46.515251,0.021346084,155.28592,0.071261493,10.932336,0.005016904,24.948758,0.011449111,46.125516,0.021167232,0,0,0,0,15.527068,0.00712545,0,0
25,South Central,S_Chubu,2588482,FUJI KAWA,FUNAYAMA-BASHI,481.5,35.6958,138.4558,35.6979,138.4563,0.2,1202.282843,13.35385348,60.1141421,0,409.9656018,0.851434272,0,0.49811243,4.030556951,9.286940362,2.007670521,38.59003933,14.15117342,3.165397241,1.06E-05,4.40528425,0.469463486,0.015977358,9.952775643,1.657146928,13544.56673,137.4936015,33.73126143,83.76599634,24.14808044,20283.70567,146.2998172,0,0,0,0,195.762,0.406566978,4.307,0.008944964,0,0,179.886,0.373595016,8.439,0.01752648,0,0,57.028,0.118438214,27.512,0.05713811,0,0,29.809,0.061908619,0,0,0,0,22.516,0.046762201,0,0,0,0,0,0,0,0,218.278,0.45332918,0,0,8.439,0.01752648,0,0,57.314,0.119032191,236.913,0.492031153,4.307,0.008944964,0,0,10.694,0.022209761,16.858,0.035011423,28.561,0.059316719,0,0,98,0.203530633,147.974,0.307318795,0,0,32.636,0.067779855,17.459,0.036259605,48.929,0.101617861,0,0,114.342,0.237470405,0,0,0,0,0,0,0,0,10.585,0.021983385,0,0,0,0,393.722,0.817698858,132.317,0.274801661,19.908,0.041345794,141.695,0.294278297,253.374,0.526218069,76.571,0.159025961,34.492,0.071634476,0,0,78.753,0.163557632,0,0,62.942,0.130720665,19.908,0.041345794,76.571,0.159025961,0,0,0,0,0,0,249.453,0.518074766,0,0,34.492,0.071634476,0,0,0,0,3.921,0.008143302,0,0,0,0,0,0,50.879371,0.105668476,45.359843,0.094205281,429.110934,0.891196125,20.254821,0.042066087,22.551405,0.046835732,3.019669,0.006271379,3.573097,0.007420762,10.737482,0.022300066,0,0,0,0,2.862074,0.005944079,0,0
26,South Central,S_Chubu,2588483,FUEFUKI-GAWA,TORINKYO,916.3,35.5714,138.5239,35.5771,138.5146,1.1,938.7616753,12.24928489,8.53419705,0.444,644.9894823,0.703906452,0.000484557,0.56354086,3.552086554,10.78679842,2.001745897,36.52531331,15.61921737,3.251928048,1.45E-05,6.058715276,0.420912348,0.029288841,11.42830835,1.651954821,12714.52165,157.4505155,52.52783505,100.1938144,19.78762887,21259.38969,146.6226804,87.638,0.095643348,0,0,28.611,0.03122449,100.654,0.109848303,59.527,0.064964531,369.598,0.403359162,3.997,0.004362108,0,0,197.418,0.215451271,23.485,0.025630252,0,0,27.273,0.029764269,0,0,0,0,49.559,0.054085998,0,0,0,0,0,0,87.638,0.095643348,78.17,0.085310488,35.61,0.038862818,3.997,0.004362108,23.917,0.026101713,50.758,0.055394521,567.016,0.618810433,100.654,0.109848303,0,0,0,0,2.058,0.002245989,140.409,0.153234748,0,0,22.969,0.025067118,31.332,0.034194041,0,0,125.681,0.13716141,413.571,0.451348903,181.693,0.198289861,0,0,37.961,0.041428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.077,0.564309724,438.598,0.47866201,123.138,0.134386118,47.173,0.051482047,605.395,0.660695187,134.371,0.146645204,43.536,0.047512823,0,0,7.363,0.008035578,68.055,0.074271527,39.81,0.043446469,123.138,0.134386118,66.316,0.072373677,0,0,0,0,0,0,585.933,0.639455419,0,0,43.536,0.047512823,0,0,0,0,19.462,0.021239769,0,0,0,0,0,0,30.938571,0.033764674,155.921994,0.170164787,702.292483,0.766443832,14.033703,0.01531562,91.728768,0.10010779,5.005367,0.005462585,9.443654,0.010306291,20.90864,0.022818553,0,0,0,0,8.528513,0.009307555,0,0
27,South Central,Kanto,2588500,ARA KAWA,OASHI-BASHI,1019,36.0808,139.4417,36.0854,139.4396,0.5,678.1624291,14.4051162,13.5632486,1.693,799.0291311,0.784130649,0.001661433,0.53320174,3.995097284,11.74552635,2.13019283,43.16381904,16.54251219,3.494196115,0.00018075,7.058378488,0.465615914,0.041507578,12.21153501,1.775371824,14133.38792,163.0924062,56.41720037,105.5645014,16.97255261,18957.28179,134.8581885,106.841,0.104848871,32.338,0.031735034,36.539,0.035857704,15.181,0.014897939,26.613,0.026116781,593.718,0.582647694,0,0,0,0,118.64,0.11642787,28.664,0.028129539,0,0,50.43,0.049489696,0,0,0,0,41.695,0.040917566,1.179,0.001157017,0,0,32.338,0.031735034,106.841,0.104848871,78.234,0.07677527,26.613,0.026116781,0,0,0,0,79.094,0.077619235,712.358,0.699075564,15.181,0.014897939,1.179,0.001157017,484.244,0.475214917,0,0,156.119,0.153208047,0,0,10.837,0.010634936,0,0,70.28,0.068969578,74.404,0.073016683,0.103,0.000101079,0,0,111.575,0.109494603,144.744,0.142045142,0,0,0,0,0,0,0,0,2.554,0.002506379,0,0,111.575,0.109494603,932.345,0.914960746,10.94,0.010736016,100.238,0.098368989,0,0,820.504,0.805205103,106.89,0.104896958,27.226,0.026718351,0,0,0,0,3.38,0.003316977,0,0,87.038,0.085415113,103.51,0.10157998,13.221,0.012974485,0,0,0,0,802.354,0.787393523,0,0,27.226,0.026718351,0,0,0,0,18.15,0.01781158,0,0,0,0,0,0,42.028383,0.041244733,79.784608,0.078296966,896.702208,0.87998254,17.918434,0.017584332,63.746899,0.062558291,4.360018,0.004278722,18.145928,0.017807584,36.909406,0.036221203,0,0,0,0,14.990103,0.014710602,0,0
28,South Central,Kanto,2588501,ARA KAWA,YORII,905,36.1094,139.2008,36.1104,139.1979,0.3,770.9635545,15.25773308,25.6987852,1.693,785.4053165,0.867851178,0.001870718,0.52396453,4.059549229,11.31719265,2.127059804,43.94015036,16.11634026,3.488053123,0.000207786,6.6371242,0.468187462,0.039808812,11.80707071,1.773355562,14382.77919,157.1592357,50.09235669,99.58598726,18.9118896,18786.21762,135.3545648,67.526,0.074614365,32.297,0.035687293,27.922,0.030853039,1.32,0.001458564,0,0,591.613,0.653716022,0,0,0,0,117.829,0.13019779,28.664,0.031672928,0,0,50.43,0.055723757,0,0,0,0,0.025,2.76E-05,0,0,0,0,32.297,0.035687293,67.526,0.074614365,27.947,0.030880663,0,0,0,0,0,0,79.094,0.087396685,709.442,0.783913812,1.32,0.001458564,0,0,484.244,0.535076243,0,0,156.119,0.172507182,0,0,10.837,0.011974586,0,0,0.033,3.65E-05,14.903,0.016467403,0.103,0.000113812,0,0,105.634,0.116722652,143.975,0.159088398,0,0,0,0,0,0,0,0,2.554,0.002822099,0,0,105.634,0.116722652,801.829,0.885998895,10.94,0.012088398,21.814,0.024103867,0,0,820.504,0.906634254,61.823,0.068312707,14.262,0.015759116,0,0,0,0,3.38,0.003734807,0,0,21.814,0.024103867,58.443,0.064577901,0,0,0,0,0,0,802.354,0.886579006,0,0,14.262,0.015759116,0,0,0,0,18.15,0.020055249,0,0,0,0,0,0,6.791331,0.007504233,45.942699,0.050765413,872.102327,0.96364898,16.180611,0.017879128,30.436658,0.033631666,1.218549,0.001346463,9.490299,0.010486518,19.151543,0.021161926,0,0,0,0,9.569382,0.010573903,0,0
29,South Central,Kanto,2588550,TONE-GAWA,KURIHASHI,8588,36.14,139.7,36.1437,139.7021,0.5,613.127064,10.50753082,12.2625413,16.191,5326.556523,0.620232478,0.001885305,0.4916708,3.999311153,11.19419776,1.966344521,33.04697314,15.93482608,3.150011318,0.001407978,6.45999577,0.477524468,0.56493909,11.715016,1.627756735,14613.42473,159.7140597,58.39568264,104.9478978,43.25203436,19002.86709,134.5669078,66.784,0.007776432,3.147,0.000366442,2090.542,0.243425943,627.589,0.073077434,572.413,0.066652655,2236.072,0.260371681,47.668,0.005550536,0,0,1199.201,0.139636819,514.181,0.059872031,27.467,0.0031983,284.294,0.033103633,550.444,0.064094551,208.949,0.024330345,383.134,0.044612715,37.069,0.004316372,0,0,212.097,0.024696903,66.784,0.007776432,3051.587,0.355331509,291.057,0.033891127,47.668,0.005550536,281.356,0.032761528,798.473,0.092975431,3435.272,0.400008384,627.589,0.073077434,37.069,0.004316372,1721.188,0.200417792,1722.596,0.200581742,67.279,0.007834071,0,0,616.268,0.071759199,102.187,0.011898812,1183.489,0.137807289,1011.585,0.117790522,0,0,1067.289,0.124276782,219.651,0.025576502,862.003,0.100372962,0,0,282.418,0.032885189,0,0,19.166,0.002231719,17.937,0.002088612,0,0,219.651,0.025576502,6032.956,0.702486726,2640.448,0.307457848,1295.452,0.150844434,2624.125,0.305557173,3285.336,0.382549604,1395.111,0.162448882,292.702,0.034082673,38.869,0.004525966,619.855,0.072176875,615.541,0.071674546,2004.27,0.233380298,1125.198,0.131019795,767.032,0.089314392,170.254,0.019824639,11.337,0.001320098,0,0,3217.765,0.374681532,0,0,292.702,0.034082673,0,0,1.2,0.00013973,67.575,0.007868537,0,0,38.869,0.004525966,0,0,957.578101,0.111501875,978.217328,0.113905138,5543.528044,0.645496978,214.006291,0.024919223,893.785501,0.104073766,61.240487,0.007130937,203.708143,0.023720091,259.111418,0.030171334,0,0,0,0,155.329334,0.018086788,0,0
30,South Central,Kanto,2588552,TONE-GAWA,KAWAMATA,6018,36.19,139.51,36.1938,139.5104,0.4,734.1082519,10.71738419,18.3527063,14.16,3917.033475,0.650886254,0.002352941,0.48912409,3.937849463,10.65824678,1.926097031,31.87537415,15.40436538,3.074275913,0.001453214,5.879255369,0.484872945,0.636012503,11.15936466,1.601248099,14352.86518,152.9361461,51.34109279,97.97365018,55.46928548,18870.83511,135.6791141,25.9,0.004303755,3.147,0.000522931,1702.84,0.282957793,341.098,0.056679628,232.719,0.038670489,1410.004,0.234297773,47.668,0.007920904,0,0,592.435,0.098443835,459.551,0.076362745,11.475,0.00190678,272.768,0.045325357,550.297,0.091441841,208.949,0.034720671,263.413,0.043770854,5.867,0.000974909,0,0,212.097,0.035243769,25.9,0.004303755,2528.025,0.420077268,66.961,0.011126786,47.668,0.007920904,165.758,0.027543702,732.317,0.12168777,2002.44,0.332741775,341.098,0.056679628,5.867,0.000974909,465.033,0.077273679,1587.645,0.263816052,67.279,0.011179628,0,0,404.724,0.067252243,102.187,0.016980226,758.477,0.126034729,363.167,0.060346793,0,0,1030.546,0.171243935,219.651,0.036499003,862.003,0.143237454,0,0,275.139,0.045719342,0,0,19.166,0.003184779,0,0,0,0,219.651,0.036499003,3648.691,0.606296278,2286.674,0.379972416,484.076,0.080438019,2532.662,0.42084779,1925.242,0.319913925,991.836,0.164811565,219.882,0.036537388,27.411,0.004554835,612.933,0.10184995,500.055,0.08309322,1919.729,0.31899784,421.92,0.070109671,479.243,0.079634929,62.156,0.010328348,11.337,0.001883848,0,0,1892.293,0.31443885,0,0,219.882,0.036537388,0,0,1.2,0.000199402,32.954,0.005475906,0,0,27.411,0.004554835,0,0,433.004559,0.071951572,807.471067,0.134175983,4139.845061,0.687910445,157.157201,0.026114523,549.694215,0.091341677,34.802532,0.005783073,132.539612,0.022023864,146.148553,0.024285236,0,0,0,0,90.418044,0.0150246,0,0
31,South Central,Kanto,2588553,TONE-GAWA,FUTTO,5986,36.24,139.39,36.2396,139.3854,0.4,757.0694694,10.72054757,18.9267367,14.16,3916.28887,0.654241375,0.00236552,0.48493699,3.957340557,10.52774904,1.919060799,31.88715268,15.27731365,3.064499623,0.001499334,5.740533829,0.484936536,0.644383336,11.02075619,1.595206168,14427.50542,151.3536972,49.76347855,96.41712569,57.13036221,18820.27391,135.7738274,23.624,0.003946542,3.147,0.000525727,1702.84,0.284470431,287.423,0.04801587,147.798,0.024690611,1410.004,0.235550284,47.668,0.007963248,0,0,592.435,0.098970097,459.551,0.076770966,11.475,0.001916973,272.768,0.045567658,550.297,0.091930672,208.949,0.034906281,219.626,0.036689943,3.799,0.000634648,0,0,212.097,0.035432175,23.624,0.003946542,2484.238,0.415008019,19.621,0.003277815,47.668,0.007963248,128.177,0.021412797,732.317,0.122338289,2002.44,0.334520548,287.423,0.04801587,3.799,0.000634648,465.033,0.077686769,1587.645,0.265226362,67.279,0.011239392,0,0,404.724,0.067611761,102.187,0.017070999,667.292,0.111475443,267.563,0.044698129,0,0,1030.546,0.172159372,219.651,0.03669412,862.003,0.144003174,0,0,275.139,0.045963749,0,0,19.166,0.003201804,0,0,0,0,219.651,0.03669412,3461.902,0.578333111,2286.674,0.382003675,339.006,0.056633144,2532.662,0.423097561,1925.242,0.321624123,950.328,0.158758436,219.882,0.03673271,19.073,0.003186268,612.933,0.10239442,460.096,0.076862011,1919.729,0.320703141,322.243,0.053832776,477.695,0.079802038,16.763,0.002800368,11.337,0.001893919,0,0,1892.293,0.316119779,0,0,219.882,0.03673271,0,0,1.2,0.000200468,32.954,0.005505179,0,0,19.073,0.003186268,0,0,338.844982,0.056606245,792.361906,0.132369179,4138.338802,0.691336252,156.647891,0.026169043,482.629799,0.080626428,32.109751,0.005364141,120.432616,0.020119047,130.881549,0.021864609,0,0,0,0,88.972873,0.014863494,0,0
32,North Central,Kanto,2588554,TONE-GAWA,YATTAJIMA,5150,36.26,139.2,36.2604,139.2021,0.2,838.6332005,11.20478277,41.93166,14.114,3829.619884,0.743615511,0.002740583,0.47059028,4.035331815,10.03420554,1.898987944,31.97904092,14.7888161,3.03250571,0.001640815,5.224662595,0.488482064,0.692948783,10.52481789,1.579899975,14740.31488,145.6411031,44.09369097,90.80770684,63.72988289,18571.94635,135.8787306,19.79,0.003842718,3.147,0.000611068,1375.67,0.267120388,196.09,0.038075728,71.405,0.013865049,1360.342,0.264144078,47.668,0.009255922,0,0,562.324,0.109189126,459.551,0.089233204,0,0,247.51,0.048060194,537.732,0.104413981,207.085,0.04021068,150.683,0.029258835,0,0,0,0,210.233,0.040821942,19.79,0.003842718,2064.085,0.400793204,5.663,0.001099612,47.668,0.009255922,65.741,0.012765243,707.058,0.137292816,1922.665,0.37333301,196.09,0.038075728,0,0,457.679,0.088869709,1575.307,0.305884854,67.279,0.013063883,0,0,404.724,0.078587184,102.187,0.019842136,300.43,0.058335922,178.264,0.034614369,0,0,849.729,0.164995922,184.268,0.035780194,853.253,0.165680194,0,0,270.383,0.052501553,0,0,19.166,0.003721553,0,0,0,0,184.268,0.035780194,2808.821,0.545402136,2269.58,0.440695146,190.563,0.037002524,2372.031,0.460588544,1904.428,0.369791845,608.935,0.118239806,185.331,0.035986602,11.88,0.002306796,503.36,0.097739806,339.169,0.065858058,1868.671,0.362848738,189.087,0.036715922,257.228,0.049947184,1.476,0.000286602,11.337,0.002201359,0,0,1871.479,0.363393981,0,0,185.331,0.035986602,0,0,1.2,0.00023301,32.953,0.006398641,0,0,11.88,0.002306796,0,0,209.121265,0.040606071,558.693581,0.10848419,4031.030868,0.78272444,152.400206,0.029592273,307.37584,0.059684629,26.178808,0.005083264,88.757582,0.017234482,100.819097,0.019576524,0,0,0,0,77.430187,0.015034988,0,0
33,North Central,Kanto,2588555,TONE-GAWA,IWAMOTO,1691.9,36.6,139.05,36.5979,139.0479,0.3,1104.852432,13.8933129,36.8284144,9.732,1453.295081,0.858972209,0.005752113,0.42470373,4.180862473,8.41732333,1.775627875,31.1189141,13.00103055,2.866083869,0.001149081,3.619858849,0.449610682,0.809496307,8.940266494,1.424127873,15800.94151,122.4162844,24.76949541,69.51662844,122.1748853,17376.90138,134.9736239,0,0,3.147,0.001860039,381.465,0.225465453,0,0,0,0,499.071,0.294976653,38.841,0.022957031,0,0,137.844,0.0814729,343.978,0.203308706,0,0,86.666,0.051224068,102.816,0.060769549,82.733,0.048899462,4.11,0.002429222,0,0,0,0,85.88,0.050759501,0,0,488.392,0.288664815,0,0,38.841,0.022957031,0,0,430.643,0.254532183,636.915,0.376449554,0,0,0,0,21.963,0.012981264,575.147,0.339941486,14.263,0.008430167,0,0,400.344,0.236623914,99.924,0.059060228,0,0,4.277,0.002527927,0,0,73.166,0.043244873,0,0,253.796,0.150006502,0,0,230.353,0.136150482,0,0,19.166,0.011328093,0,0,0,0,0,0,467.388,0.276250369,1225.01,0.724043974,5.092,0.003009634,514.318,0.303988415,1031.892,0.609901294,141.966,0.083909214,0,0,0,0,25.992,0.01536261,0,0,488.325,0.288625214,4.239,0.002505467,130.629,0.077208464,0.853,0.000504167,11.337,0.006700751,0,0,1026.646,0.606800638,0,0,0,0,0,0,0,0,5.246,0.003100656,0,0,0,0,0,0,30.731155,0.018163695,102.845499,0.060786984,1553.541803,0.918223183,63.780286,0.037697432,23.608139,0.013953626,4.833684,0.002856956,23.362127,0.01380822,26.241413,0.015510026,0,0,0,0,5.688249,0.003362048,0,0
34,North Central,Kanto,2588558,OMOI-GAWA,OTOME,760,36.26,139.75,36.2604,139.7479,0.2,311.2359498,8.512391036,15.5617975,0,440.7262584,0.579902972,0,0.42931758,4.654682809,12.13831146,1.998337157,41.78039803,16.97811002,3.304883927,2.31E-06,7.380124681,0.429346894,0.11462091,12.72061467,1.643531535,16537.51094,175.4190372,73.41794311,120.2308534,13.08533917,18831.0558,129.845733,18.201,0.023948684,0,0,233.035,0.306625,67.512,0.088831579,33.542,0.044134211,241.461,0.317711842,0,0,0,0,236.799,0.311577632,0,0,14.426,0.018981579,0,0,0,0,0,0,17.188,0.022615789,0.945,0.001243421,0,0,0,0,18.201,0.023948684,264.649,0.348222368,6.277,0.008259211,0,0,27.265,0.035875,0,0,478.26,0.629289474,67.512,0.088831579,0.945,0.001243421,357.519,0.470419737,16.428,0.021615789,0,0,0,0,78.397,0.103153947,0,0,257.199,0.338419737,150.174,0.197597368,0,0,0,0,0,0,0,0,0,0,5.916,0.007784211,0,0,0,0,0,0,0,0,0,0,764.893,1.006438158,100.741,0.132553947,150.69,0.198276316,0,0,408.845,0.537953947,237.868,0.312984211,68.215,0.089756579,0,0,0,0,24,0.031578947,0,0,147.586,0.194192105,213.868,0.281405263,3.104,0.004084211,0,0,0,0,404.386,0.532086842,0,0,68.215,0.089756579,0,0,0,0,4.459,0.005867105,0,0,0,0,0,0,179.271176,0.235883126,85.74157,0.112817855,503.999187,0.663156825,5.680027,0.00747372,111.78873,0.147090434,13.571451,0.017857172,26.40636,0.034745211,21.494242,0.028281897,0,0,0,0,25.147749,0.033089143,0,0
35,North Central,Kanto,2588559,WATARASE-GAWA,FUJIOKA,1209.5,36.25,139.66,36.2396,139.6396,2.2,496.4283468,11.39521447,2.25649249,2.031,843.7193743,0.697576994,0.001679206,0.49610852,4.129684491,11.69389662,2.048771653,36.81075971,16.48794639,3.342468967,4.18E-06,6.937014149,0.444524561,0.110403799,12.18210216,1.711408977,15153.38426,164.6960249,67.43102104,112.6944661,21.05455963,19565.32346,134.7318784,0,0,0,0,119.803,0.099051674,85.287,0.070514262,119.878,0.099113683,506.751,0.41897561,0,0,0,0,288.982,0.238926829,54.631,0.045168251,0,0,11.526,0.009529558,0.147,0.000121538,0,0,38.321,0.03168334,9.499,0.007853659,0,0,0,0,0,0,158.271,0.130856552,51.711,0.042754031,0,0,68.166,0.056358826,66.156,0.054696982,795.734,0.657903266,85.287,0.070514262,9.499,0.007853659,717.809,0.593475816,113.25,0.093633733,0,0,0,0,133.147,0.110084332,0,0,60.358,0.049903266,172.799,0.142868127,0,0,36.743,0.030378669,0,0,0,0,0,0,1.362,0.001126085,0,0,0,0,10.398,0.008596941,0,0,0,0,998.108,0.825223646,247.759,0.20484415,267.76,0.221380736,91.464,0.075621331,804.595,0.665229434,77.445,0.064030591,4.605,0.003807358,0,0,6.922,0.005723026,44.636,0.036904506,84.541,0.069897478,255.028,0.210854072,32.809,0.027126085,12.732,0.010526664,0,0,0,0,775.516,0.641187267,0,0,4.605,0.003807358,0,0,0,0,29.079,0.024042166,0,0,0,0,0,0,136.339643,0.112723971,46.281493,0.03826498,902.0657,0.745817032,45.059385,0.037254556,150.374543,0.124327857,4.937652,0.004082391,28.152383,0.02327605,34.540955,0.028558045,0,0,0,0,20.142579,0.016653641,0,0
36,North Central,Kanto,2588560,KARASU GAWA,IWAHANA,1220.8,36.29,139.08,36.2896,139.0771,0.3,539.9919009,9.288723001,17.99973,1.56,831.5126084,0.681121075,0.001277851,0.54936989,3.661891368,11.35283578,2.011732866,33.90308521,16.26291727,3.264936785,0.00057262,6.52178923,0.468014555,0.076797611,11.84105172,1.662003714,13457.1874,169.9517885,63.10730949,111.9043546,15.32270607,19965.7465,137.1640747,0,0,0,0,215.186,0.176266383,66.642,0.054588794,37.925,0.031065695,472.171,0.386771789,0,0,0,0,216.593,0.177418906,0,0,0,0,5.009,0.004103047,132.719,0.108714777,0,0,117.451,0.096208224,0,0,0,0,0,0,0,0,465.355,0.381188565,3.928,0.003217562,0,0,33.997,0.027848132,5.009,0.004103047,688.764,0.564190695,66.642,0.054588794,0,0,159.051,0.13028424,276.91,0.226826671,16.303,0.013354358,0,0,4.38,0.003587811,0,0,110.598,0.090594692,41.84,0.034272608,0,0,133.585,0.109424148,106.895,0.087561435,416.164,0.340894495,0,0,0,0,0,0,0,0,0,0,0,0,106.895,0.087561435,877.541,0.718824541,281.289,0.230413663,104.921,0.085944463,573.655,0.469900885,300.035,0.245769168,109.965,0.09007618,177.883,0.14571019,0,0,85.37,0.069929554,68.742,0.056308978,488.285,0.39997133,104.921,0.085944463,40.022,0.032783421,0,0,0,0,0,0,284.348,0.232919397,0,0,177.883,0.14571019,0,0,1.2,0.000982962,15.687,0.012849771,0,0,0,0,0,0,64.370597,0.052728209,170.620536,0.139761252,921.609337,0.754922458,13.331287,0.010920124,100.720074,0.082503337,9.989727,0.008182935,22.483897,0.018417347,22.986167,0.018828774,0,0,0,0,37.953444,0.031088994,0,0
