File_num,grdc_no,river,station,area,lat_org,long_org,lat_pp,long_pp,dist_km,ElevMean,ElevMax,ElevMin,SlopeMean,AridityIndex,met_An_precip,met_Daily_precip,met_An_meanT,met_An_maxT,met_An_minT,DailyMeanPET,AnnualMeanPET,met_Jan_precip,met_Feb_precip,met_Mar_precip,met_Apr_precip,met_May_precip,met_Jun_precip,met_Jul_precip,met_Aug_precip,met_Sep_precip,met_Oct_precip,met_Nov_precip,met_Dec_precip,met_Jan_meanT,met_Feb_meanT,met_Mar_meanT,met_Apr_meanT,met_May_meanT,met_Jun_meanT,met_Jul_meanT,met_Aug_meanT,met_Sep_meanT,met_Oct_meanT,met_Nov_meanT,met_Dec_meanT,met_Jan_snow,met_Feb_snow,met_Mar_snow,met_Dec_snow,met_An_snow,met_Jan_sun,met_Feb_sun,met_Mar_sun,met_Apr_sun,met_May_sun,met_Jun_sun,met_Jul_sun,met_Aug_sun,met_Sep_sun,met_Oct_sun,met_Nov_sun,met_Dec_sun,met_An_sun,met_Jan_solra,met_Feb_solra,met_Mar_solra,met_Apr_solra,met_May_solra,met_Jun_solra,met_Jul_solra,met_Aug_solra,met_Sep_solra,met_Oct_solra,met_Nov_solra,met_Dec_solra,met_An_solra,sol12_Helvic Acrisols_Ratio,sol12_Dystric Rhegosols_Ratio,sol12_Haplic Andosols_Ratio,sol12_Fluvic Gleysols_Ratio,sol12_Gleysols_Ratio,sol12_Humic Cambisols_Ratio,sol12_Lithosols_Ratio,sol12_Rhodic Acrisols_Ratio,sol12_Ochric Cambisols_Ratio,sol12_Humo-Ferric(Gleyic) Podzols_Ratio,sol12_Gleyic Andosols_Ratio,sol12_Humo-Ferric Podzols_Ratio,sol12_Vitric Andosols_Ratio,sol12_(Andic) Rhegosols_Ratio,sol12_(Entic) Andosols_Ratio,sol12_Histosols_Ratio,sol12_Fluvisols_Ratio,sol22_Rhegosols_Ratio,sol22_Acrisols and Luvisols_Ratio,sol22_Andosols_Ratio,sol22_Ochric Gleysols_Ratio,sol22_Lithosols_Ratio,sol22_Fluvisols_Ratio,sol22_Podozols_Ratio,sol22_Cambisols_Ratio,sol22_Fluvic gleysols_Ratio,sol22_Dystric Histosols_Ratio,geo1_P_Ratio,geo1_An_Ratio,geo1_M_Ratio,geo1_Gn_Ratio,geo1_Gr_Ratio,geo1_tr_Ratio,geo1_lm_Ratio,geo1_al_Ratio,geo1_Bs_Ratio,geo1_wf_Ratio,geo1_Sch_Ratio,geo1_Tn_Ratio,geo1_Gd_Ratio,geo1_Lp_Ratio,geo1_Tp_Ratio,geo1_Sp_Ratio,geo1_Pls_Ratio,geo1_ds_Ratio,geo3_Henseigan_ratio,geo3_Taisekigan_ratio,geo3_Kaseigan_ratio,landP_Lowland_Ratio,landP_Volcanic_Ratio,landP_Mountain_Ratio,landP_Plateau_Ratio,landP_Hills_Ratio,landP_Water_Ratio,landS_Volcanic_GentleSlope_Ratio,landS_Lowland_Ratio,landS_Volcanic_SteepSlope_Ratio,landS_AlluvialFanAndValleyPlains_Ratio,landS_GravelPlateauAndRockPlateau_Ratio,landS_DeltasAndTidalFlatsAndWetValleyPlains_Ratio,landS_LavaPlateau_Ratio,landS_VolcanicLaharTerrain_Ratio,landS_MountainSteepSlope_Ratio,landS_SteepAlluvialFan_Ratio,landS_HillsSteepAndGentle_Ratio,landS_Peatland_Ratio,landS_VolcanicAshSandPlateau_Ratio,landS_MountainGentleSlope_Ratio,landS_DuneBeachSandbars_Ratio,landS_Water_Ratio,landS_LimestonePlateau_Ratio,land_RiceField_Ratio,land_OtherFarmland_Ratio,land_Forest_Ratio,land_Wasteland_Ratio,land_Urban_Ratio,land_Road_Ratio,land_Railroad_Ratio,land_Other_Ratio,land_RiverLakes_Ratio,land_Beach_Ratio,land_Ocean_Ratio,land_GolfCourse_Ratio
33,2588555,TONE-GAWA,IWAMOTO,1691.9,36.6,139.05,36.5979,139.0479,0.3,1104.852432,2334,317,13.8933129,0.410168074,1580.094151,4.329025071,69.51662844,122.4162844,24.76949541,1.775627875,648.1041743,125.1641628,109.7074541,102.9818234,90.02396789,110.9245413,144.8154243,193.831422,196.0833142,198.2659404,121.1071101,84.11588303,103.0731078,-48.26433486,-44.32052752,-12.25802752,49.54415138,104.2844037,146.4145642,185.3256881,195.5739679,153.5441514,90.54587156,32.22247706,-19.03555046,89.49426606,121.1783257,101.9134174,57.00229358,122.1748853,126.3510894,130.7466743,161.0349197,171.6633601,182.7758601,133.8423165,141.1860665,166.0409977,109.9174312,132.6909404,134.9126147,146.527867,1737.690138,8.207224771,10.96026376,14.24415138,17.17419725,18.96381881,17.30911697,17.23836009,17.41141055,12.67241972,11.01880734,8.817087156,7.91037844,13.49736239,0,0.186003901,22.5465453,0,0,29.49766535,2.295703056,0,8.147290029,20.33087062,0,5.122406762,6.076954903,4.889946214,0.242922159,0,0,5.075950115,0,28.86648147,0,2.295703056,0,25.45321828,37.64495538,0,0,1.298126367,33.99414859,0.843016727,0,23.66239139,5.906022815,0,0.252792718,0,4.324487263,0,15.00065016,0,13.61504817,0,1.132809268,0,0,0,27.62503694,72.40439742,0.300963414,30.39884154,60.99012944,8.390921449,0,0,1.536261008,0,28.86252143,0.250546723,7.720846386,0.050416691,0.670075064,0,60.68006383,0,0,0,0,0.310065607,0,0,0,1.816369466,6.078698446,91.82231828,3.769743247,1.395362551,0.285695608,1.380821975,1.551002601,0,0,0.336204799,0
34,2588558,OMOI-GAWA,OTOME,760,36.26,139.75,36.2604,139.7479,0.2,311.2359498,1346,15,8.512391036,0.441053714,1653.751094,4.530824915,120.2308534,175.4190372,73.41794311,1.998337157,729.3930624,39.10284464,46.84365427,92.75940919,129.1642232,152.3818381,185.3887309,225.9641138,256.2201313,245.9152079,159.5195842,81.12625821,39.36509847,7.648796499,14.68052516,49.32056893,106.2888403,154.1695842,189.4201313,224.9628009,237.7778993,200.5284464,142.0667396,83.70787746,31.67286652,11.47811816,13.00547046,8.274617068,5.826039387,13.08533917,195.5557987,180.4074398,187.4761488,180.7608315,171.5274617,113.1570022,114.8466083,138.3148796,111.1550328,140.2886214,162.3894967,187.2262582,1883.10558,9.77571116,12.24584245,14.58161926,16.60547046,17.30350109,15.02877462,14.72964989,15.12538293,11.85634573,10.63796499,9.229212254,8.630415755,12.9845733,2.394868421,0,30.6625,8.883157895,4.413421053,31.77118421,0,0,31.15776316,0,1.898157895,0,0,0,2.261578947,0.124342105,0,0,2.394868421,34.82223684,0.825921053,0,3.5875,0,62.92894737,8.883157895,0.124342105,47.04197368,2.161578947,0,0,10.31539474,0,33.84197368,19.75973684,0,0,0,0,0,0.778421053,0,0,0,0,0,100.6438158,13.25539474,19.82763158,0,53.79539474,31.29842105,8.975657895,0,0,3.157894737,0,19.41921053,28.14052632,0.408421053,0,0,53.20868421,0,8.975657895,0,0,0.586710526,0,0,0,23.58831263,11.28178553,66.3156825,0.747371974,14.70904342,1.785717237,3.474521053,2.828189737,0,0,3.308914342,0
35,2588559,WATARASE-GAWA,FUJIOKA,1209.5,36.25,139.66,36.2396,139.6396,2.2,496.4283468,1813,14,11.39521447,0.493488214,1515.338426,4.151612126,112.6944661,164.6960249,67.43102104,2.048771653,747.8016533,35.21247077,43.19236165,80.93367108,108.8275916,132.6868277,173.5076383,213.6889322,245.5234606,231.2830865,143.6599376,69.07802027,37.74442712,2.477786438,7.256430242,41.28137178,97.84957132,144.2579891,180.2634451,217.0530008,230.1971941,192.4855807,132.8908807,78.1005456,27.72408418,18.64925955,20.36554949,11.25565082,10.5035074,21.05455963,192.7018706,181.4314887,193.5926734,189.760873,182.7325019,122.8290725,126.6462198,150.4258769,114.5588465,147.3549493,166.2896337,188.2083398,1956.532346,9.829773967,12.44481684,15.05003897,17.28480125,18.09220577,15.79680436,15.59431021,15.92010912,12.24349182,11.08113796,9.50639127,8.785970382,13.47318784,0,0,9.905167425,7.051426209,9.911368334,41.89756098,0,0,23.89268293,4.516825134,0,0.952955767,0.012153783,0,3.168334022,0.785365854,0,0,0,13.08565523,4.275403059,0,5.635882596,5.469698222,65.79032658,7.051426209,0.785365854,59.34758165,9.363373295,0,0,11.00843324,0,4.990326581,14.28681273,0,3.037866887,0,0,0,0.112608516,0,0,0.859694088,0,0,82.52236461,20.48441505,22.13807358,7.562133113,66.52294337,6.403059115,0.380735841,0,0.572302604,3.690450599,6.98974783,21.08540719,2.712608516,1.052666391,0,0,64.11872675,0,0.380735841,0,0,2.404216618,0,0,0,11.27239711,3.826497974,74.58170318,3.72545556,12.4327857,0.408239107,2.327605043,2.855804465,0,0,1.665364117,0
36,2588560,KARASU GAWA,IWAHANA,1220.8,36.29,139.08,36.2896,139.0771,0.3,539.9919009,1487,68,9.288723001,0.545643361,1345.71874,3.686900658,111.9043546,169.9517885,63.10730949,2.011732866,734.2824959,29.96267496,33.65349922,64.18810264,83.95847589,109.2151633,158.737014,204.9424572,228.6816485,231.164619,128.9619751,46.42037325,25.83273717,-2.293157076,4.916018663,40.38724728,99.23172628,147.6562986,184.0225505,220.7107309,232.7682737,191.6881804,130.0832037,70.80559876,22.17807154,12.76438569,15.22395023,6.606531882,4.878693624,15.32270607,189.4186625,179.231493,190.8356921,189.6730949,189.3929238,133.7017107,141.0072317,162.8000778,116.7479782,144.722084,167.7883359,191.2553655,1996.57465,9.805054432,12.43024883,14.99564541,17.36026439,18.48755832,16.42659409,16.39082426,16.55777605,12.43522551,11.06757387,9.636702955,8.947900467,13.71640747,0,0,17.62663827,5.458879423,3.106569463,38.6771789,0,0,17.74189056,0,0,0.410304718,10.87147772,0,9.620822412,0,0,0,0,38.11885649,0.321756225,0,2.784813237,0.410304718,56.41906946,5.458879423,0,13.02842398,22.6826671,1.33543578,0,0.358781127,0,9.059469201,3.427260813,0,10.94241481,8.756143512,34.08944954,0,0,0,0,0,0,8.756143512,71.88245413,23.04136632,8.594446265,46.99008847,24.57691678,9.007617955,14.571019,0,6.992955439,5.630897772,39.99713303,8.594446265,3.278342071,0,0,0,23.29193971,0,14.571019,0,0.098296199,1.284977064,0,0,0,5.272820855,13.97612516,75.49224582,1.092012369,8.250333716,0.818293496,1.841734682,1.882877375,0,0,3.10889941,0
37,2588561,AGATSUMA GAWA,MURAKAMI,1239,36.5478,138.925,36.5521,138.9229,0.5,1055.683913,2452,292,10.09929799,0.426205989,1575.710547,4.317015197,78.3109375,130.33125,31.68828125,1.839937733,671.5772727,55.69335938,64.33445313,91.12148438,95.90226563,132.2715625,184.0788281,229.1532031,233.7602344,238.5452344,126.6360938,70.77625,53.43757813,-40.6578125,-35.37265625,0.21171875,63.76484375,115.4757813,154.0023438,192.2289063,202.3578125,161.0148438,98.19609375,39.65078125,-11.58359375,54.17421875,69.9578125,41.525,28.0078125,70.7953125,143.2366406,143.8380469,170.6544531,182.6852344,183.4821094,131.0192188,134.8023438,146.9635156,105.9180469,131.3347656,139.4619531,148.2214844,1761.617813,8.708046875,11.44773438,14.62539063,17.65671875,18.93289063,17.071875,16.835,16.50921875,12.445625,10.96554688,8.980625,7.977578125,13.51828125,0,0,54.81291364,0,0,6.340274415,0.712429379,0,11.2551251,8.663357546,0,9.781598063,7.845359161,0.837449556,0.64850686,0,0,0.837449556,0,63.30677966,0,0.712429379,0,18.44503632,17.59548023,0,0,0,55.09814366,0,0,0,0,0,0,0,28.95028249,0,14.61945117,0,2.297094431,0,0,0,0,0,43.56965295,57.3952381,1.541404358,79.07933818,15.39378531,4.950524617,0,0,19.25439871,0,59.82493947,1.491121872,4.950524617,0.050282486,0,0,15.39378531,0,0,0,0,0,0,0,0,1.707101211,10.06400008,87.10903277,5.145417433,1.48868184,0.140334786,1.260638015,1.058253107,0,0,1.392928733,0
38,2588600,MABECHI-GAWA,KEN-YOSHI,1751.1,40.44,141.35,40.4438,141.3479,0.5,439.0003589,1446,15,7.3723184,0.539420281,1208.368279,3.310598025,77.64562118,125.3650713,30.55346232,1.785803716,651.8183564,57.65056008,52.17113035,64.36568228,70.23508147,85.65534623,100.6328411,163.4052953,162.0680754,165.6129837,104.5673116,97.10901222,84.89495927,-43.29175153,-38.9200611,-4.785132383,60.64511202,115.5157841,156.8452138,194.1598778,208.8034623,161.6782077,97.3910387,36.91496945,-13.78309572,44.3706721,60.77800407,65.16598778,26.05346232,74.43686354,86.00733198,100.0045316,138.6525967,173.7746436,187.239002,156.4112525,135.4568228,155.0533096,127.1291242,134.7559063,99.48915479,76.0145112,1569.988187,6.141446029,8.98095723,12.50784114,16.32169043,18.24551935,17.87606925,16.24607943,15.85758656,12.37703666,9.887016293,6.560794297,5.054989817,12.176222,0,0,52.08269088,5.353149449,2.256752898,24.53109474,0,0,6.699560276,2.075609617,4.148934955,4.530009708,2.119639084,0,0,0,0,0,0,58.35126492,0.903146594,0,1.353606305,6.605619325,31.23065502,5.353149449,0,23.78864714,13.72034721,0,0,1.410199303,0,0,0.459482611,0,31.403632,0,28.85666153,0,4.158471818,0,0,0,0,0,84.50836617,19.28901833,9.539889212,37.75546799,36.92678888,6.167094969,13.40820056,0,0.431899949,0.658214836,36.66512478,9.539889212,5.507680886,0,0.001199246,0.658443264,32.6817429,0,13.40820056,0,0,4.245045971,0,0,0,4.549059734,13.14152767,86.34482759,2.876432871,2.505054994,0.407596539,2.067920736,0.542869282,0,0,0.027043858,0
39,2588610,NARUSE GAWA,NODA-BASHI,707,38.52,141.06,38.5271,141.0604,0.8,277.207022,1355,10,6.116485356,0.46843557,1415.163592,3.877160526,98.23124231,144.3468635,55.94710947,1.816199903,662.9129646,69.36199262,60.66765068,84.31771218,108.1284133,111.5207872,143.3099631,179.4061501,176.1852399,186.2515375,136.7232472,91.01795818,68.27293973,-15.32595326,-10.34317343,18.2300123,77.66420664,130.7859779,171.7318573,207.5793358,223.5116851,181.6912669,120.0664207,60.27183272,12.21525215,83.81057811,90.56703567,66.48831488,37.12915129,93.13899139,104.1185732,117.2628536,154.1260763,183.6756458,185.3659287,143.8514145,124.296679,142.9152522,119.9803198,135.896802,113.3355474,100.0166052,1624.841697,6.782533825,9.629520295,13.04280443,16.64145141,17.91771218,16.79704797,15.3200492,15.19827798,12.04157442,10.08683887,7.200246002,5.855473555,12.21377614,3.839321075,0,35.11315417,4.029278642,5.644413013,27.24413013,0,0,12.59943423,3.561810467,1.704384724,3.189250354,0,0,3.951768034,5.198727016,0,0,3.839321075,40.76930693,4.506930693,0,1.13748232,6.75106082,39.84356436,4.029278642,5.198727016,0,25.06166902,0,0,0.701697313,13.48062235,0,18.48967468,0,0,0,40.88231966,0,7.459405941,0,0,0,0,0,72.85275813,33.22263083,20.04992928,9.536916549,54.89985856,16.85671853,4.732107496,0,9.536916549,0,0,15.40325318,16.79066478,4.646817539,0.065912306,0,54.89985856,0,4.732107496,0,0,0,0,0,0,26.0686198,4.371564781,71.68195644,2.031204102,5.386764074,0.209407921,6.626411315,2.069719095,0,0,0.35605587,0
40,2588652,ABUKUMA GAWA,FUSHIGURO,3663.4,37.8256,140.5242,37.8312,140.5229,0.6,446.9383525,1878,51,5.734865456,0.529075142,1335.975313,3.660206337,102.5594573,153.197925,57.89358872,1.936524189,706.8313289,53.51721202,47.46855547,78.84096834,95.37714818,109.2034584,138.9858207,189.5811918,181.9061453,186.6018356,135.0462357,71.67443469,47.77230646,-12.07023144,-7.264166002,24.65150306,86.22133546,138.1072094,175.7086991,212.2237297,226.0401703,183.6581538,122.7847832,64.56743815,15.54083533,30.71481777,29.49667465,19.68050013,18.37563182,32.63766959,129.6306997,137.1345039,163.4620112,181.1763235,185.2339984,139.5459697,133.1624634,160.7321628,117.6685023,134.021096,128.3669061,126.7302474,1736.864884,7.786911413,10.61388667,13.65347167,16.78262836,18.15621176,16.70931099,15.93453046,16.27318436,12.24639532,10.36802341,8.021308859,6.866374036,12.78699122,4.2661735,2.606977125,27.90795436,10.30056778,4.690042037,29.05604084,0,0,17.28312497,1.460391986,0,1.057815144,0,0,0.373587378,0.960555768,0,2.606977125,4.2661735,28.28154174,2.918982366,0,1.771059671,2.51820713,46.3391658,10.30056778,0.960555768,1.283616313,4.243653437,0,1.616394606,35.42651635,11.45575149,0,12.70060599,0.166894142,8.955833379,0.189659879,14.21278048,0.679832942,9.114456516,0,0,0.104411203,0,1.806054485,48.71299885,49.63135339,18.5887427,13.11857837,38.26775673,8.102500409,22.06463941,0.242616149,4.057924333,2.547496861,9.060654037,18.57910684,4.858301032,0.009663154,0.666430092,0,36.29199651,0,22.06463941,0,0,1.975760223,0,0.242616149,0.030299722,17.31425367,13.66143662,60.39904564,2.239859775,7.445839548,0.840549271,2.11690921,1.696153136,0,0,0.81404949,0
41,2588653,ABUKUMA GAWA,MOTOMIYA,2283.5,37.5122,140.4094,37.5146,140.4062,0.4,432.0562899,1810,212,4.643657686,0.549075037,1321.175887,3.619659964,105.083369,156.1714408,60.19196238,1.987464929,725.4246993,44.25280034,42.70004275,76.79602394,95.41680205,112.6041898,140.5168021,193.4863189,184.2196238,188.642112,130.929628,68.50872168,43.10282172,-9.038477982,-3.930312099,27.8503634,88.67379222,140.0085507,177.6964515,214.2911501,227.8353997,186.1389483,125.3172296,67.45831552,18.17999145,29.95339889,27.00940573,16.34373664,17.64087217,30.40572894,134.247841,141.0298846,167.1412142,181.6438221,186.1735785,139.3368106,135.9732792,161.980932,118.7394186,134.89705,131.8977341,131.9447627,1765.006327,7.937409149,10.76477127,13.80299273,16.79196238,18.17806755,16.65912783,16.04377939,16.31787088,12.29957247,10.41628901,8.158828559,7.030397606,12.86994442,5.258594263,3.203021677,25.21834903,11.44668272,4.492358222,32.28162908,0,0,15.84388001,0.266739654,0,0.599124152,0,0,0.599343114,0.572980074,0,3.203021677,5.258594263,25.81773593,2.666914824,0,1.825443398,0.865863806,48.12550909,11.44668272,0.572980074,2.059294942,2.436698051,0,2.593168382,31.88215459,17.15419312,0,13.51767024,0,3.506634552,0.304269761,12.10102912,0.420188307,13.71714473,0,0,0.167506021,0,2.897438143,48.50632801,48.45622947,24.54937596,5.61589665,35.99522663,6.493277863,27.20621852,0,2.001182395,0.535668929,3.614670462,24.53391723,4.839938691,0.015502518,1.069148237,0,32.83166192,0,27.20621852,0,0,3.163564703,0,0,0.048609591,22.22067011,12.56330804,56.52148106,1.903851763,7.85686582,0.764987607,2.310299321,1.59760508,0,0,1.14295901,0
42,2588654,ABUKUMA GAWA,SUKAGAWA,910.2,37.2978,140.3933,37.2979,140.3938,0,444.3793691,1810,241,3.968272849,0.536717759,1374.048089,3.764515312,105.3673036,157.6995754,60.44373673,2.020482222,737.4760111,38.81900212,40.50435244,81.01656051,102.0835456,122.855414,145.742569,196.402017,200.0353503,200.8475584,138.4455414,69.16369427,38.13248408,-8.080679406,-2.763269639,29.54883227,89.48407643,139.7685775,176.9670913,213.8503185,226.9660297,186.059448,125.9267516,67.85562633,18.42675159,21.61464968,19.93842887,15.92356688,11.74522293,22.37579618,142.3874735,146.3187898,172.008811,181.3187898,182.7636943,134.0163482,132.0432059,154.8369427,117.7626327,133.1570064,135.2248408,140.5417197,1772.380255,8.201910828,10.98832272,14.03110403,16.79416136,18.03216561,16.38460722,15.8507431,16.02250531,12.27898089,10.38428875,8.303397028,7.297770701,12.88471338,2.024170512,0,37.1872116,12.00439464,2.961766645,27.90969018,0,0,12.71061305,0.419687981,0,1.043067458,0,0,0,0.757086355,0,0,2.024170512,37.1872116,1.900681169,0,1.061085476,1.462755438,40.62030323,12.00439464,0.757086355,4.919468249,3.181718304,0,6.417051198,25.72654362,22.28488244,0,14.14502307,0,4.126675456,0.763348715,3.093166337,0,12.55350472,0,0,0,0,7.180399912,48.56943529,41.46187651,22.854098,6.420347176,33.44957152,10.79202373,23.69567128,0,1.659305647,1.343880466,4.761041529,22.854098,6.765985498,0,2.682267633,0,26.28642057,0,23.69567128,0,0,7.163150956,0,0,0,21.46328126,13.43241837,61.10585564,1.186184795,5.920849044,0.323575588,2.666329818,1.718075808,0,0,2.048917381,0
43,2588700,KITAKAMI GAWA,TOME,7869.4,38.66,141.29,38.6604,141.2854,0.4,404.6787787,1782,7,7.445259514,0.419819561,1494.761113,4.095235926,85.23969903,132.1754449,40.69437478,1.71926015,627.5299549,80.34156216,64.39682312,91.51473785,108.6252836,119.4200525,135.0882479,198.3221187,195.2699391,176.8702974,121.435925,111.9397229,91.53640272,-34.92929655,-29.67156336,4.12373104,65.67192165,121.1076078,164.7650782,200.8023409,215.4287591,170.3197181,106.1900155,44.42278753,-5.952824555,65.41502448,82.17293682,72.64361639,38.1068912,85.87555237,88.02787531,104.9584617,140.1704049,166.4240416,180.538648,146.5297623,126.3744178,146.8084916,116.7905291,131.8922489,104.6504718,82.10601935,1535.271372,6.291006808,9.201457064,12.55491461,15.95702854,17.88111788,17.22459095,15.67780963,15.49272662,11.93596083,9.896978383,6.845766153,5.318261077,12.02686015,1.258100999,1.926665311,37.20471701,3.768343203,6.958967647,24.07926907,0.828487559,0.069522454,9.250756093,9.267390144,0.700917478,4.154433629,1.258113706,0.073067832,1.074630849,0.474610517,0,1.999733144,1.327623453,40.23837904,4.92453046,0.828487559,2.034437187,13.42182377,33.33002516,3.768343203,0.474610517,21.95346532,6.79640125,0.780173838,0,12.63218289,0,0,9.178361756,0.129450784,14.97250108,1.422471853,29.65229878,0.164726663,2.334040715,0,2.45999695,0.127582789,0,1.422471853,76.66438356,24.51678654,16.29959082,14.87286197,50.04872036,8.361069459,13.04147711,0.170877068,3.404910158,1.649134623,11.14724121,15.6753628,6.646211909,0.407286451,0.065735634,0.320723308,45.26331105,0.216941571,13.04147711,0,0,4.785409307,0,0.170877068,0,15.67204373,6.877062648,71.14425758,3.785420489,3.984327064,0.425165413,2.914231415,1.862933565,0,0,0.269606615,0
44,2588701,KITAKAMI GAWA,OIZUMI,7800,38.76,141.27,38.7604,141.2729,0.3,412.0576284,1782,14,7.485944479,0.415065651,1503.272752,4.118555485,84.74025974,131.5703259,40.23009066,1.709470915,623.9568841,81.49948542,65.14104386,91.93334967,108.7145553,119.845136,135.3606714,199.2203014,196.7340848,177.1513232,121.6465695,113.0588581,92.96737319,-35.63783386,-30.39108062,3.48664543,65.19382504,120.7567998,164.5602793,200.5791473,215.1078167,169.8527322,105.587111,43.80874786,-6.612349914,66.74810096,84.01127175,74.38397452,38.93089929,87.73180593,86.46646655,103.7520583,139.2235359,165.9852855,180.2859838,146.5099363,126.1892551,146.6416565,116.6238054,131.5270277,103.7912644,80.77526342,1527.771539,6.250049008,9.161859838,12.52209017,15.94563832,17.88072776,17.23733154,15.68147513,15.49484195,11.93466062,9.887405048,6.820668954,5.285187454,12.01221514,1.180717949,1.881615385,36.38564103,3.466782051,6.689782051,24.20761538,0.835858974,0.070141026,9.005564103,9.349846154,0.707153846,4.191397436,1.269307692,0.073717949,1.084192308,0.313820513,0,1.955320513,1.250858974,39.44629487,4.710538462,0.835858974,1.97924359,13.54124359,33.21317949,3.466782051,0.313820513,20.79726923,6.856871795,0.437487179,0,12.74457692,0,0,8.746487179,0.130602564,15.10571795,1.435128205,29.71847436,0.166192308,2.354807692,0,2.481884615,0,0,1.435128205,74.8054359,24.73492308,15.47730769,15.00519231,49.54925641,8.43174359,12.5200641,0.135358974,3.435205128,1.663807692,11.24642308,15.2584359,6.701628205,0,0.066320513,0.323576923,44.73762821,0.218871795,12.5200641,0,0,4.811628205,0,0.135358974,0,15.17270436,6.809476115,70.07095732,3.812662474,3.902799731,0.421991897,2.92109891,1.792798885,0,0,0.272005423,0
45,2588702,KITAKAMI GAWA,KOZENJI,7065,38.95,141.17,38.9521,141.1729,0.3,440.5202151,1782,14,7.740779086,0.400973294,1529.293691,4.189845729,82.60096839,129.0462831,38.24437482,1.680016244,613.2059289,86.25673597,67.97261464,93.52013671,108.4155084,120.9683139,134.6639846,201.4505554,198.7727998,178.1252635,122.2384933,117.5132868,99.39599829,-38.38422102,-33.45599544,0.821418399,63.02420963,119.0573911,163.3557391,199.307035,213.6002563,167.8232697,103.1539447,41.39575619,-9.065793221,72.42067787,91.37482199,81.66063799,41.99458844,95.56878382,81.62757049,100.3053404,136.1372259,164.3657932,180.1357448,148.0544147,126.8336229,147.7963543,116.8741099,130.5221874,100.8835802,76.71956707,1510.255511,6.122984905,9.051708915,12.41888351,15.90356024,17.91607804,17.36945315,15.76277414,15.58001994,11.97033609,9.86190544,6.734107092,5.183523213,11.99326403,0.96522293,0.453078556,35.18532201,2.843750885,5.954225053,23.48161359,0.922816702,0.077438075,8.012809625,9.603651805,0.780721868,4.19930644,1.401358811,0.08138712,1.196985138,0.326298655,0,0.534465676,1.042661005,38.56440198,4.023453645,0.922816702,1.930771408,13.80295824,31.49442321,2.843750885,0.326298655,18.2520736,7.134720453,0.121811748,0,10.26576079,0,0,8.636022647,0.144189667,16.67722576,1.127586695,27.93782024,0.138726115,2.599787686,0,2.740084926,0,0,1.127586695,71.624954,23.02326964,14.82024062,14.99671621,50.54523708,8.442363765,6.970304317,0.041896674,3.620452937,1.345774947,11.01902335,14.57859873,7.062292994,0,0.03428167,0.357239915,45.60007077,0.241641897,6.970304317,0,0,4.945166313,0,0.041896674,0,14.24399369,5.984863935,66.68184563,3.892090177,3.737351083,0.403193432,2.970378372,1.75282937,0,0,0.27504218,0
46,2588703,KITAKAMI GAWA,SAKURAGI-BASHI,6006,39.16,141.16,39.1604,141.1646,0.4,463.4164604,1782,35,7.941346204,0.394100791,1548.149278,4.241504871,81.08495108,127.3295543,36.60195683,1.671580423,610.1268543,88.52452244,69.82279857,94.87067868,108.9503339,121.9169281,134.5881193,203.8943469,200.0673707,179.2628358,122.830424,120.3729772,103.0479422,-40.05031837,-35.33343687,-1.047988818,61.43997515,117.637832,162.1967697,198.2236372,212.3733499,166.3248952,101.4328312,39.82652586,-10.6008697,75.94968163,96.14660662,86.09986023,43.95030284,100.4075167,79.91428793,99.06765026,134.6082,163.5067246,180.1357664,148.9424134,127.3052337,148.605886,117.0857742,130.2496506,99.61548377,75.3181084,1504.355179,6.083180618,9.020018636,12.37561733,15.88957913,17.94786458,17.45283429,15.82186675,15.64253766,12.00052803,9.863798727,6.701382202,5.152756639,11.99975151,1.135414585,0.047169497,37.73444888,2.890809191,5.660989011,25.49508825,1.085531136,0,8.786180486,11.297003,0.6498668,4.722094572,1.489110889,0.095737596,1.149217449,0.383832834,0,0.142890443,1.135414585,41.02264402,3.921128871,1.085531136,1.73984349,16.01911422,34.28126873,2.890809191,0.383832834,21.21871462,8.353313353,0.143290043,0,11.31456876,0,0,8.685298035,0.16961372,18.25001665,0.001931402,28.51605062,0,3.058191808,0,3.223226773,0,0,0.001931402,76.81338661,26.11891442,15.55011655,17.64099234,56.49357309,8.164335664,5.085198135,0,4.258824509,1.370962371,12.96193806,15.26586747,6.753046953,0,0.04032634,0.42022977,50.79075924,0.284249084,5.085198135,0,0,5.702813853,0,0,0,14.06130864,6.609899068,73.02025498,4.379748868,3.849216417,0.404988878,3.301799267,1.798948352,0,0,0.290092191,0
