File_num,grdc_no,river,station,area,lat_org,long_org,lat_pp,long_pp,dist_km,ElevMean,ElevMax,ElevMin,SlopeMean,AridityIndex,met_An_precip,met_Daily_precip,met_An_meanT,met_An_maxT,met_An_minT,DailyMeanPET,AnnualMeanPET,met_Jan_precip,met_Feb_precip,met_Mar_precip,met_Apr_precip,met_May_precip,met_Jun_precip,met_Jul_precip,met_Aug_precip,met_Sep_precip,met_Oct_precip,met_Nov_precip,met_Dec_precip,met_Jan_meanT,met_Feb_meanT,met_Mar_meanT,met_Apr_meanT,met_May_meanT,met_Jun_meanT,met_Jul_meanT,met_Aug_meanT,met_Sep_meanT,met_Oct_meanT,met_Nov_meanT,met_Dec_meanT,met_Jan_snow,met_Feb_snow,met_Mar_snow,met_Dec_snow,met_An_snow,met_Jan_sun,met_Feb_sun,met_Mar_sun,met_Apr_sun,met_May_sun,met_Jun_sun,met_Jul_sun,met_Aug_sun,met_Sep_sun,met_Oct_sun,met_Nov_sun,met_Dec_sun,met_An_sun,met_Jan_solra,met_Feb_solra,met_Mar_solra,met_Apr_solra,met_May_solra,met_Jun_solra,met_Jul_solra,met_Aug_solra,met_Sep_solra,met_Oct_solra,met_Nov_solra,met_Dec_solra,met_An_solra,sol12_Helvic Acrisols_Ratio,sol12_Dystric Rhegosols_Ratio,sol12_Haplic Andosols_Ratio,sol12_Fluvic Gleysols_Ratio,sol12_Gleysols_Ratio,sol12_Humic Cambisols_Ratio,sol12_Lithosols_Ratio,sol12_Rhodic Acrisols_Ratio,sol12_Ochric Cambisols_Ratio,sol12_Humo-Ferric(Gleyic) Podzols_Ratio,sol12_Gleyic Andosols_Ratio,sol12_Humo-Ferric Podzols_Ratio,sol12_Vitric Andosols_Ratio,sol12_(Andic) Rhegosols_Ratio,sol12_(Entic) Andosols_Ratio,sol12_Histosols_Ratio,sol12_Fluvisols_Ratio,sol22_Rhegosols_Ratio,sol22_Acrisols and Luvisols_Ratio,sol22_Andosols_Ratio,sol22_Ochric Gleysols_Ratio,sol22_Lithosols_Ratio,sol22_Fluvisols_Ratio,sol22_Podozols_Ratio,sol22_Cambisols_Ratio,sol22_Fluvic gleysols_Ratio,sol22_Dystric Histosols_Ratio,geo1_P_Ratio,geo1_An_Ratio,geo1_M_Ratio,geo1_Gn_Ratio,geo1_Gr_Ratio,geo1_tr_Ratio,geo1_lm_Ratio,geo1_al_Ratio,geo1_Bs_Ratio,geo1_wf_Ratio,geo1_Sch_Ratio,geo1_Tn_Ratio,geo1_Gd_Ratio,geo1_Lp_Ratio,geo1_Tp_Ratio,geo1_Sp_Ratio,geo1_Pls_Ratio,geo1_ds_Ratio,geo3_Henseigan_ratio,geo3_Taisekigan_ratio,geo3_Kaseigan_ratio,landP_Lowland_Ratio,landP_Volcanic_Ratio,landP_Mountain_Ratio,landP_Plateau_Ratio,landP_Hills_Ratio,landP_Water_Ratio,landS_Volcanic_GentleSlope_Ratio,landS_Lowland_Ratio,landS_Volcanic_SteepSlope_Ratio,landS_AlluvialFanAndValleyPlains_Ratio,landS_GravelPlateauAndRockPlateau_Ratio,landS_DeltasAndTidalFlatsAndWetValleyPlains_Ratio,landS_LavaPlateau_Ratio,landS_VolcanicLaharTerrain_Ratio,landS_MountainSteepSlope_Ratio,landS_SteepAlluvialFan_Ratio,landS_HillsSteepAndGentle_Ratio,landS_Peatland_Ratio,landS_VolcanicAshSandPlateau_Ratio,landS_MountainGentleSlope_Ratio,landS_DuneBeachSandbars_Ratio,landS_Water_Ratio,landS_LimestonePlateau_Ratio,land_RiceField_Ratio,land_OtherFarmland_Ratio,land_Forest_Ratio,land_Wasteland_Ratio,land_Urban_Ratio,land_Road_Ratio,land_Railroad_Ratio,land_Other_Ratio,land_RiverLakes_Ratio,land_Beach_Ratio,land_Ocean_Ratio,land_GolfCourse_Ratio
47,2588704,KITAKAMI GAWA,OTOKOYAMA,5458.7,39.26,141.13,39.2604,141.1229,0.6,478.8080351,1782,54,8.10945403,0.393094196,1551.008702,4.24933891,79.87035088,126.1826316,34.99192982,1.67039046,609.692518,87.34880702,69.62712281,95.33210526,109.0150175,123.0667544,133.7597895,205.0879825,200.8494211,179.7326842,122.0245088,121.5363684,103.6281404,-41.44877193,-36.82631579,-2.489824561,60.17122807,116.4805263,161.2307018,197.3684211,211.4389474,165.1736842,100.0626316,38.59877193,-11.91368421,74.97245614,95.7077193,85.32789474,43.15298246,99.89754386,79.56410526,98.81084211,134.1346316,162.8247544,180.1479298,150.0325263,128.0294561,149.7602105,117.5359123,130.2850175,99.01014035,74.87177193,1505.007298,6.075666667,9.018263158,12.37007018,15.87531579,17.97057895,17.53749123,15.88442105,15.71091228,12.03384211,9.869035088,6.683070175,5.141754386,12.01796491,1.162969205,0.051898804,37.35251983,2.305237511,5.158187847,25.62998516,0.858775899,0,8.906955869,10.90836646,0.652005056,4.339183322,1.344807372,0.105336435,0.78635939,0.422316669,0,0.15721692,1.162969205,40.13569165,3.609137707,0.858775899,1.54905014,15.2475681,34.53694103,2.305237511,0.422316669,22.54809753,8.028504955,0.157656585,0,11.27988349,0,0,8.600619195,0.186619525,17.32256764,0,25.37107736,0,3.321706633,0,3.427647608,0,0,0,74.00005496,26.24436221,15.15760163,17.47139429,58.66455383,6.45536483,2.495484273,0,4.685822632,1.334969865,12.32320882,14.84485317,5.076007108,0,0.044369539,0.462362834,52.48117684,0.312748457,2.495484273,0,0,6.183376995,0,0,0,12.10826975,6.353472677,72.95107359,4.399891293,3.491105483,0.383969333,3.384701009,1.674574386,0,0,0.287895689,0
48,2588705,KITAKAMI GAWA,ASAHI-BASHI,4228.6,39.38,141.13,39.3812,141.1312,0.2,487.3119394,1782,65,7.811756432,0.420689052,1446.385801,3.962700825,79.23419913,125.8316017,33.41212121,1.667064851,608.4786707,68.4854329,57.80038961,87.77435065,103.317381,117.962381,128.159026,199.0018398,196.8353463,176.9635931,114.2017749,108.5857143,87.29857143,-42.42445887,-37.84090909,-2.816233766,60.53852814,116.1036797,160.4928571,196.6647186,210.621645,164.2512987,99.12835498,38.08441558,-12.56969697,57.34588745,74.85995671,65.21645022,33.25865801,79.33008658,85.33731602,103.5417749,137.9640043,164.4568398,180.5825108,149.3377922,128.2605195,149.3536797,117.5236147,131.8781602,101.7775108,79.07164502,1529.085368,6.229718615,9.191861472,12.54038961,15.96229437,18.00428571,17.52233766,15.91348485,15.70313853,12.03727273,9.923722944,6.762770563,5.244199134,12.09002165,1.221870122,0.066996169,44.86246039,1.975050844,5.014070851,24.01307761,1.108593861,0,10.01002696,10.32469375,0.740978101,2.458520551,1.736011919,0.135978811,0,0.44506456,0,0.202951331,1.221870122,47.33945041,3.651137492,1.108593861,1.362933359,12.7832143,34.02310457,1.975050844,0.44506456,29.10734049,9.464456321,0.203518895,0,14.34493686,0,0,9.654046256,0,18.97911838,0,15.19195478,0,3.078276498,0,4.424750508,0,0,0,73.13597881,31.31242019,14.07378329,21.19290072,59.87419004,7.07981365,2.227711299,0,6.048928723,1.72331268,14.54710779,13.67003263,5.299200681,0,0.05727664,0.59686421,52.21092087,0.403727002,2.227711299,0,0,7.663269167,0,0,0,12.08801407,7.711410703,74.95959816,4.934290735,3.688205576,0.419294589,4.090072152,1.582199546,0,0,0.325429528,0
49,2588706,KITAKAMI GAWA,FUNADA-BASHI,1078.5,39.83,141.16,39.8312,141.1562,0.3,586.755315,1775,192,6.44499441,0.459330503,1326.162407,3.633321663,70.41161826,117.0871369,21.77925311,1.668895467,609.1468455,61.06721992,58.01709544,75.79360996,86.67319502,101.6014108,108.8221577,182.8441494,185.9307884,171.9877178,106.6413278,102.4473859,84.33634855,-53.12863071,-48.93609959,-12.81742739,52.65643154,108.8381743,153.5742739,190.0058091,202.946888,154.8381743,90.14356846,28.89211618,-22.50041494,55.41161826,75.58423237,75.8780083,35.06224066,84.71618257,85.27369295,104.8634025,141.9186722,170.5181743,183.6564315,150.6213278,129.5482988,148.1659751,119.3947718,130.899668,101.5142739,79.08182573,1545.456515,6.243900415,9.292697095,12.80356846,16.36771784,18.29311203,17.77759336,16.15153527,15.77294606,12.20738589,9.923485477,6.764149378,5.251120332,12.24058091,0,0,61.73379694,0.7527121,0,15.01363004,0.755679184,0,6.04524803,8.89596662,1.5878535,2.271210014,5.447566064,0.533147891,0,0.42633287,0,0.533147891,0,68.7692165,0,0.755679184,0,11.16717663,21.05887807,0.7527121,0.42633287,37.85693092,21.84812239,0,0,5.518868799,0,0,9.095595735,0,29.13509504,0,0.003523412,0,0.004914233,0,0,0,0,0,76.09095967,27.37199815,3.134538711,51.55382476,41.23449235,7.540287436,0,0,13.22216041,4.951599444,35.99146963,3.134538711,2.364116829,0,0.224571164,2.340194715,29.17756143,0,0,0,0,12.05693092,0,0,0,9.264376912,12.29168846,76.34397283,6.820339917,2.269043023,0.334337877,3.767814001,1.112022624,0,0,0.637915345,0
50,2588707,SARUGAISHI GAWA,YASUNO,959.9,39.39,141.16,39.3854,141.1562,0.6,516.7699938,1488,84,8.804116852,0.480552879,1330.22973,3.644465014,80.32818533,127.6312741,35.70656371,1.751358155,639.2457267,56.64420849,47.05540541,75.2292471,101.3476834,111.0667954,128.7493243,180.7564672,186.2679537,170.3912162,110.8178571,91.11052124,70.79305019,-37.746139,-33.91505792,-0.5,60.44401544,114.3262548,157.8812741,194.7606178,209.2220077,164.9343629,102.1737452,40.41023166,-8.676640927,37.83880309,50.13706564,37.52702703,24.06756757,53.94305019,91.80608108,108.2050193,137.5624517,161.367278,177.3128378,141.6011583,125.8513514,146.8533784,112.41139,130.7393822,105.6875483,85.43532819,1524.833205,6.462355212,9.408011583,12.56061776,15.86274131,17.89382239,17.13899614,15.81418919,15.64739382,11.85849421,9.957915058,6.95530888,5.466505792,12.08880309,1.510574018,0,61.11636629,0.686634024,3.747161163,12.52995104,2.921450151,0,7.980414627,7.422648193,0,0.669028024,0,0,0,0,0,0,1.510574018,61.11636629,0.806646526,2.921450151,2.940514637,8.091676216,20.51046984,0.686634024,0,24.39691635,0,0.896551724,0,50.31992916,0,0,7.486300656,0,0,0,8.527242421,0,0,0,7.45338056,0,0,0,41.30701115,57.77330972,7.652776331,0,81.99302011,6.836545473,2.597978956,0,0,1.969580165,0,7.652776331,4.867069486,0,0,0,73.64756745,0,2.597978956,0,0,8.345452651,0,0,0,8.963404834,5.830135535,80.26309397,5.446926346,1.706148453,0.361390666,6.796815918,1.495750495,0,0,0,0
51,2588709,EAI GAWA,ARAO,405,38.58,140.98,38.5854,140.9812,0.6,392.2707518,1267,18,8.925204609,0.369895637,1714.305814,4.696728258,90.81976744,134.7286822,49.82364341,1.737299288,634.1142403,107.1397287,88.07015504,101.5017442,126.1744186,130.9998062,165.9831395,226.0767442,203.0178295,180.0372093,139.927907,124.4060078,120.971124,-22.53100775,-19.84496124,8.786821705,69.56976744,123.9515504,165.5794574,201.6647287,216.755814,175.2267442,112.7015504,53.01356589,4.65503876,74.17635659,82.60852713,66.21899225,37.36821705,84.44573643,91.49496124,105.0974806,144.6889535,171.1160853,184.3511628,141.3110465,121.0877907,137.6251938,110.0453488,129.5156977,105.1868217,86.97054264,1528.491085,6.474224806,9.256589147,12.75562016,16.19069767,18.04089147,16.86976744,15.34806202,15.11666667,11.67655039,9.923062016,6.982945736,5.551550388,12.01899225,3.752839506,0,27.88222222,5.036296296,6.355555556,42.08740741,0,0,9.490123457,4.22,1.127901235,8.102716049,0,0,0,1.591851852,0,0,3.752839506,29.01012346,2.185432099,0,4.170123457,12.31061728,51.57728395,5.036296296,1.591851852,0,8.644197531,0,0,4.933580247,8.895802469,0,7.912098765,0,0.415308642,0,63.04987654,0,16.87679012,0,0,0,0,0,80.27308642,30.4545679,19.82024691,4.844938272,68.49703704,7.308395062,10.25703704,0,4.844938272,0,0,18.24123457,6.054074074,0.171851852,1.254567901,0,68.49703704,1.407160494,10.25703704,0,0,0,0,0,0,14.81712296,3.578233086,100.8692869,1.955871358,5.305561728,0.558502963,2.031700741,3.608502222,0,0,0.607249877,0
52,2588800,KANO GAWA,TOKURA,568,35.09,138.9,35.0938,138.9021,0.5,355.7485912,1246,9,8.41977445,0.339773585,2587.260878,7.088385967,136.6453382,181.4332724,99.40219378,2.40844631,879.082903,96.45319927,119.3043876,220.9182815,222.9932358,228.2318099,307.2776965,293.0749543,299.6429616,322.9352834,255.5429616,146.6795247,74.20658135,41.0274223,43.86654479,72.05667276,118.8628885,159.1645338,190.6892139,228.0694698,239.3985375,209.6599634,158.904936,112.1297989,65.36014625,4.919561243,9.248628885,0,0.930530165,9.248628885,161.6806216,153.735649,157.2369287,170.302011,169.0281536,121.8246801,134.5133455,173.2603291,123.5729433,143.6431444,149.1563071,170.5053016,1828.459415,9.105850091,11.42906764,13.3369287,16.21755027,17.25374771,15.39963437,15.70493601,16.85100548,12.70018282,11.09378428,9.18738574,8.553199269,13.0738574,0,0,37.69366197,2.915316901,5.939612676,18.06637324,0,0,20.80158451,0,0,0,0.125704225,0,5.576760563,0.993309859,0,0,0,43.39630282,3.367077465,0,2.572711268,0,38.8681338,2.915316901,0.993309859,0,52.3028169,0,0,0,0,0,6.666021127,17.54330986,2.597359155,0,13.26989437,0,0,0,0,0,0,0,22.53309859,69.84612676,10.99911972,67.0165493,4.523943662,9.839612676,0,0,2.319366197,7.14471831,64.6971831,10.99911972,2.694894366,0,0,0,4.523943662,0,0,0,0,0,0,0,0,6.569875352,7.171809331,73.39913697,2.324788028,9.088610387,0.257995599,1.473976585,1.186565669,0,0.050123239,3.245683275,0
53,2589351,KINO KAWA,MITANI,1048.9,34.29,135.53,34.2938,135.5229,0.8,548.9356583,1580,57,12.44702023,0.487304265,1757.851013,4.816030173,117.8176211,172.8881057,70.67929515,2.346872044,856.6082961,66.2707489,81.90660793,129.1736564,119.0635242,158.9877533,225.8043172,217.8808811,201.7524229,235.722467,157.5733921,96.37991189,67.3353304,8.620264317,14.57797357,48.17180617,103.8290749,149.8132159,187.6581498,225.3118943,232.0555066,196.6352423,135.4396476,80.59118943,30.69427313,0,0,0,0,0,97.74079295,104.4102203,134.6401762,169.5106608,173.024141,129.9018502,149.7138326,174.2418502,125.9328634,130.5334802,119.6642291,108.9728634,1618.28696,7.369339207,9.676563877,12.53039648,16.44440529,17.71180617,16.04810573,16.72678414,17.1892511,13.11427313,10.87885463,8.452599119,7.01030837,12.76643172,3.914672514,4.87300982,1.074458957,2.903422633,1.482696158,57.94146248,3.153684813,1.41958242,27.51158356,0,0,1.929068548,0,0,0,0,0,4.87300982,5.334350272,1.074458957,0,3.153684813,1.482696158,1.929068548,85.45304605,2.903422633,0,43.13414053,0.801792354,14.40404233,0,9.479550005,8.938220993,0,2.305367528,0,0,27.14071885,0,0,0,0,0,0,0,27.14071885,68.78167604,10.28134236,5.89274478,0,88.63523691,5.887882544,5.78787301,0,0,0.848412623,0,5.808656688,5.039374583,0.084088092,0,0,85.90304128,0,5.78787301,0,0,2.732195634,0,0,0,4.869690724,7.158090857,97.23125465,1.16628916,3.431811421,0.267403852,1.386704548,1.960224712,0,0,0.65721289,0
54,2589360,YAMATO GAWA,KASHIWARA,962,34.58,135.62,34.5812,135.6188,0.2,210.1948336,979,15,6.236815945,0.656296748,1349.8667,3.698264932,141.8076923,194.7611336,96.19534413,2.427159249,885.9131257,52.51244939,67.67317814,105.9853239,99.77702429,140.8303644,190.7637652,162.4633603,115.7321862,161.5921053,123.6106275,79.24574899,49.6805668,32.21255061,36.48987854,69.201417,126.3603239,172.5769231,212.2530364,249.98583,259.5941296,222.305668,158.9483806,105.6204453,55.65789474,0,0,0,0,0,102.8874494,110.0184211,144.2191296,182.4321862,189.5487854,146.7910931,171.4300607,206.7577935,148.8955466,153.2782389,129.4660931,117.7996964,1803.524494,7.266902834,9.59534413,12.58977733,16.62702429,18.00232794,16.43684211,17.34483806,18.18674089,13.84757085,11.40748988,8.496761134,7.018522267,13.07368421,10.03534304,34.94573805,0.411122661,28.21621622,8.043139293,8.225883576,0,0.774844075,9.205717256,0,0,0,0,0,0,0,0,34.94573805,10.81018711,0.411122661,7.271725572,0,0.771517672,0,17.43160083,28.21621622,0,0,2.051143451,3.211122661,0,43.01070686,12.76964657,0,29.63794179,0,0,0,9.354261954,0.693555094,0,0,0,0,0,0,54.97307692,45.75530146,32.11309771,0,33.42079002,11.48482328,23.70966736,0,0,2.354261954,0,31.95873181,9.130561331,0.154365904,0,0,30.51538462,0,23.70966736,0,0,2.905405405,0,0,0,21.59608607,4.749611954,48.33577235,2.071189813,24.85035405,1.024650624,4.751470062,2.874048753,0,0.002205094,1.441808628,0
55,2589390,KUZURYU GAWA,NAKATSUNO,1239.6,36.1,136.21,36.1021,136.2104,0.2,698.7436995,1942,5,14.93024808,0.259911865,2753.398065,7.543556342,97.7797619,147.1614583,54.15327381,1.9606598,715.6408271,252.7605655,181.4995536,190.5889881,182.7793155,210.6790179,247.4842262,349.206622,230.1912946,275.0733631,169.889881,207.1250744,256.1201637,-23.27827381,-19.56994048,16.9203869,81.65401786,134.8846726,175.125,212.6436012,225.1770833,183.3296131,119.2053571,60.58556548,6.128720238,101.7447917,117.655506,76.03571429,53.8125,117.859375,75.12686012,98.35796131,138.5197173,171.321131,181.9248512,137.5752976,139.0517113,186.16875,129.1261161,140.7649554,113.3938244,89.30186012,1600.633036,6.567559524,9.459895833,12.8499256,16.6766369,18.35357143,16.82544643,16.49508929,17.83087798,13.26138393,11.1172619,8.010714286,6.251116071,12.81190476,0,0.979751533,5.976605357,4.785333979,6.732090997,61.86060019,5.809131978,0.43457567,10.63770571,1.193207486,0,7.354953211,0,0,0,0,0,0.979751533,0.43457567,5.976605357,3.477976767,5.809131978,3.25411423,8.548160697,72.49830591,4.785333979,0,18.81889319,19.36907067,19.85769603,1.966924814,4.047595999,4.612616973,0,11.00887383,0,0,0,16.96410132,0,9.356566634,0,0,0,0,1.966924814,71.26226202,32.7732333,12.41239109,0,83.36374637,10.0243627,0,0.202081317,0,4.690868022,0,12.41239109,4.407954179,0,0.38286544,0,81.9070668,0,0,0,0.542594385,1.456679574,0,0.202081317,0,8.842804776,0.218474992,97.63771539,2.202892304,2.849443934,0.089851565,1.310678203,3.044418603,0,0,0.099954824,0
56,2589410,YURA-GAWA,FUKUCHIYAMA,1344.3,35.3,135.13,35.3021,135.1312,0.3,305.4871381,852,14,9.801272598,0.507241406,1689.583684,4.628996395,123.7106599,177.9274837,79.51486584,2.348018641,857.0268039,118.5880348,120.0990573,133.1534445,112.3635243,148.846773,184.8792603,197.1305294,131.7588832,190.4827411,134.9276287,111.1317621,106.222045,11.30094271,14.60696157,48.31907179,107.1696882,156.1015228,196.9572154,235.7019579,245.8520667,205.6765772,142.0159536,84.76287165,35.48730964,34.40174039,34.63596809,10.0551124,15.73459028,38.862219,80.3177665,81.64742567,119.0165337,163.6224075,175.7790428,138.2902828,140.520087,183.1393764,125.3243655,124.8298042,97.03727339,87.06555475,1516.58992,6.552574329,8.512980421,11.55692531,15.80703408,17.48883249,16.1995649,15.94496012,17.20166788,12.69173314,10.26852792,7.313488035,6.063234228,12.137781,1.122666072,4.288626051,0.97255077,6.859778323,3.269954623,51.15093357,0.159785762,0.178680354,32.2418359,0,0,0.150636019,0,0,0,0,0,4.288626051,1.301272037,0.97255077,0.186267946,0.159785762,3.083686677,0.150636019,83.39269508,6.859778323,0,79.06226289,0,1.263929182,0,0,0,0,11.44439485,0,0,0,0,8.663021647,0,0,0,0,0,0,91.77058692,8.663021647,13.27523618,0,80.76113963,6.397158372,0,0,0,0.518931786,0,13.27523618,5.878300974,0,0,0,79.76500781,0,0,0,0,0.996131816,0,0,0,10.60170327,1.905638697,90.32309276,1.076659451,2.683416648,0.508798334,1.186021573,1.539559548,0,0,0.414840958,0
57,2589420,MARUYAMA-GAWA,FUICHIBA,837,35.48,134.8,35.4813,134.7896,1,396.1088034,1374,13,12.83527314,0.453354268,1802.603226,4.938638975,116.9193548,170.7304147,72.46658986,2.23895306,817.2178668,138.0981567,139.2760369,139.781682,115.9016129,141.60553,174.9322581,205.5768433,143.949424,219.368894,137.0547235,129.991129,117.0669355,3.125576037,7.970046083,42.83870968,102.5564516,151.1013825,190.9158986,229.3836406,238.3548387,196.4124424,133.1002304,78.66129032,28.07718894,44.84792627,81.27304147,42.84101382,24.76612903,82.72695853,68.74711982,72.83398618,107.9358295,159.8369816,174.0375576,136.9142857,137.590553,167.2932028,111.4264977,117.837788,89.60817972,76.68721198,1420.749194,6.258294931,8.248387097,11.17258065,15.75092166,17.55495392,16.28836406,15.95,16.62119816,12.1047235,10.07880184,7.12016129,5.815092166,11.91670507,0,14.19199522,7.193309438,7.667264038,0.267383513,46.88805257,0,1.060454002,22.98817204,0,0,1.031421744,0,0,0,0,0,14.19199522,1.060454002,7.193309438,0.267383513,0,0,1.031421744,69.87622461,7.667264038,0,10.70681004,15.50358423,1.635125448,0,13.61541219,0,0,1.578972521,2.625686977,0,0,16.26129032,12.91290323,18.97634409,0,7.471923536,0,0,0,30.18219833,71.10585424,11.12807646,0,86.51851852,3.641457587,0,0,0,1.56176822,0,11.12807646,1.976224612,0,0.103464755,0,84.44360812,0,0,0,0,2.074910394,0,0,0,7.861830346,1.634366069,94.97443668,1.352867264,2.867752449,0.262202628,1.113055556,1.323169176,0,0,0.224348029,0
58,2589500,SHINANO GAWA,OJIYA,9719,37.31,138.81,37.3146,138.8063,0.6,973.6180593,2919,49,12.38103945,0.406543021,1673.76104,4.585646685,81.03504649,135.447839,33.05108818,1.864262655,680.4558689,145.5813835,116.7743844,118.9401144,95.43776438,116.997231,155.6147338,198.76526,151.1041075,192.0395933,136.247747,115.848544,130.4101768,-42.17308675,-37.20578318,-1.849800756,63.52723,120.5351998,162.1901502,200.0342291,211.0419945,166.658731,100.9936651,40.55788291,-12.36671094,85.87432308,104.0629406,77.18912844,44.63890876,105.0037805,118.2076734,125.6490344,154.873567,181.9922244,192.7515275,146.2418003,148.2681516,181.986104,121.716665,136.1976091,128.8616839,128.0282824,1764.774323,7.931480535,10.68706447,13.84592827,17.51318075,19.24240319,17.7311127,17.38867886,17.95736181,13.12645346,11.07151323,8.581046286,7.380882804,13.54224992,1.329046198,2.184854409,22.4436156,4.083959255,4.187488425,37.05227904,1.419539047,0.079493775,13.06204342,8.48601708,0.16768186,4.094299825,0,0,0.755797922,0.061045375,0,2.184854409,1.408539973,23.36709538,1.760829303,1.419539047,2.426659121,12.58025517,50.11432246,4.083959255,0.061045375,11.24489145,16.90179031,2.336454368,0,10.07798127,7.468371232,0,8.619117193,0.319497891,11.54264842,0,30.60565902,0,1.162948863,0,0,0,0,0,71.81714168,28.46221834,11.48375347,22.69767466,54.33334705,9.61363309,1.654738142,0.500020578,4.69119251,1.228500875,17.72719416,11.42665912,6.533480811,0.05710464,0.284453133,0.279287993,53.90102891,0,1.654738142,0,1.567198271,0.432328429,0,0.500020578,0,8.824095473,6.36182884,77.71572604,3.014095596,4.889261652,0.376431917,1.753979545,1.942786099,0,0,0.490443585,0
59,2589501,SHINANO GAWA,IWASAWA,8126,37.24,138.81,37.2479,138.8063,0.9,1048.149696,2919,92,12.20113017,0.455187243,1499.402323,4.10795157,78.86548285,133.9074434,29.85940161,1.869887149,682.5088096,100.5298346,90.15171491,105.2222087,91.13702262,115.6061421,154.9176721,190.1354293,145.0328631,192.6518122,127.2493919,93.12033568,93.64789589,-44.92799805,-39.59559718,-2.770007297,63.29335928,118.8005351,159.7036001,197.5830698,208.2673315,163.9553637,98.14838239,38.31123814,-14.88068596,65.38542934,78.76538555,54.28216979,34.70469472,79.86852347,128.87964,135.4124301,163.4089273,186.0504622,194.2208343,147.4400268,149.5579056,181.505838,121.9188275,139.107334,134.570433,137.1427268,1819.215386,8.30312576,11.12662369,14.29652153,17.8031136,19.41219898,17.88698613,17.54982973,18.03739966,13.2290197,11.26375578,8.839126733,7.69292143,13.79080516,1.589588974,2.504208713,24.11599803,4.361161703,4.590622693,35.25840512,1.072643367,0.095077529,11.61199852,9.376384445,0.200553778,4.149692346,0,0,0.903962589,0.073012552,0,2.504208713,1.684666503,25.2205144,1.840130445,1.072643367,2.750492247,13.52601526,46.87040364,4.361161703,0.073012552,10.93250062,18.60380261,2.786709328,0,8.511813931,8.434518828,0,8.144437608,0.38213143,13.80543933,0,28.01628107,0,1.255722373,0,0,0,0,0,72.11987448,28.75345804,11.55583313,27.01049717,49.76996062,10.09486832,1.89211174,0.554627123,5.565062762,1.171708097,21.2023874,11.48753384,6.708515875,0.068299286,0.340216589,0.243059316,49.25289195,0,1.89211174,0,1.874427763,0.517080975,0,0.554627123,0,8.547901661,7.440858307,77.50615823,2.628285983,5.363962306,0.342264497,1.858069665,1.864894758,0,0,0.569018472,0
60,2589505,UONO GAWA,HORINOUCHI,1408,37.24,138.933,37.2396,138.9354,0.2,632.9205076,1852,90,14.27111412,0.258753209,2568.418366,7.036762647,89.81075419,140.672486,47.11522346,1.820784914,664.5864937,377.139595,254.9365223,190.3925279,117.834986,124.0932961,159.1427374,243.1002793,184.5147346,189.7673184,181.5218575,229.6229749,316.3515363,-30.42946927,-27.29608939,0.411312849,62.23393855,127.1166201,172.8652235,210.4308659,222.9371508,178.1159218,113.1976257,49.62360335,-1.847765363,197.5677374,242.9923184,203.6557263,100.4113128,243.0865922,64.35984637,75.59120112,111.0657123,160.9556564,184.6832402,139.3622905,140.6497905,183.3930866,119.9483939,120.9946229,100.3432961,82.71438547,1484.061522,6.077793296,8.468505587,11.57981844,16.07213687,18.41054469,16.96089385,16.57681564,17.5603352,12.61578212,10.1150838,7.311522346,5.843994413,12.30384078,0,0,12.47038352,2.859588068,1.621946023,46.87741477,3.608096591,0,20.84886364,4.462357955,0,4.312571023,0,0,0,0,0,0,0,12.47038352,1.160014205,3.608096591,0.461931818,8.775,67.72627841,2.859588068,0,14.52528409,9.299786932,0.044886364,0,20.44105114,2.708096591,0,9.598224432,0,0,0,39.69630682,0,0.747585227,0,0,0,0,0,66.57286932,30.48835227,10.69367898,0.789346591,79.70944602,5.86875,0,0,0.264275568,1.717755682,0,10.69367898,4.151065341,0,0,0.525071023,79.70944602,0,0,0,0,0,0,0,0,9.928713707,0.472008594,84.85446122,5.552528835,2.084192045,0.483976136,1.408933594,1.912089418,0,0,0.10140419,0
