Date,C/E,Year,Month,Day,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m42,m43,m44,m46
1993-01-01,0,1993,1,1,0.5540416364654285,-8.370558949917262,0.2369248341559856,1.2474527687296415,0.48210629476996997,0.54234994031821,2.3918427183719597,2.64406883554197,2.04769806218404,2.09592477042278e-11,2.1615828659827097,1.17846550569143e-08,1.00984782364986,1.58333527454965,2.38175074139646,2.85776867893661e-12,0.537958582775109,0.625958587853884,1.28771172666308,2.2078070173427,2.17693060789585,0.7761094554274699,2.3590947691619797,0.0,3.06503454028673,0.350264633303534,0.22120599546189698,3.71007823626867,-0.0,2.62428093775155,1.9407073356688798,0.5397749868306789,2.6836878038570298,0.280680414844416,0.6088860659811078,0.11714371442488301,0.640160657635768,2.1925190354673503,0.40804813327938794,0.8275053932100741,0.00150072998345926,1.89682391683393,2.12165901968075,2.4853878030741097,0.000628752606720949,0.35086113439975103,1.7662578580779198
1993-01-02,0,1993,1,2,0.6620990799004776,-6.6509005520282125,0.3034997177879196,1.2474527687296415,0.57488246272446,0.537735078897507,1.5082426475717,1.86533015774623,1.89674157446128,9.41809549374625e-12,2.1715145947892602,8.87903844955448e-09,1.04732271253552,0.8358329028073449,1.7476741099528,1.19589908272353e-12,0.568516146076183,0.7124792140585409,1.16753854164631,2.2542727862290497,1.45869976435693,0.536708921850009,1.21847286588951,0.0,2.6999194188053597,0.361755934550326,0.219748437247651,3.52744320347057,-0.0,2.5775662196482,1.94087766965682,0.645049935982898,2.3854579161142997,0.28113011861003007,0.6882031866858579,0.109391129397497,0.685704985401969,2.04391265267373,0.426878436445887,0.45882435716286396,0.0012148797954843699,1.89358762559874,2.11247033409547,1.5694739255744499,0.000524168083135705,0.349802107010643,1.5333355433236202
1993-01-03,0,1993,1,3,4.239347246741836,-2.907995922494212,0.17306847500399244,1.194684039087948,3.69540966706262,1.81917736651193,2.6598197533702703,2.7976611239699705,2.01275351255752,-5.49941250653466e-12,2.18294836317923,1.16905596585877e-08,3.6437829939958197,2.47016233093465,2.4062604421331404,5.00451497911704e-13,0.62090221948628,3.6813531649454903,1.05795386675927,2.29506853969838,2.3907520730471803,1.23364595846914,2.7165952611917104,0.0,2.56530962409042,3.69602176766731,0.21806362944247498,3.40333416894016,-0.0,2.69356401149965,1.9410386986560901,4.13018346216573,2.3836618858038996,0.28143989409941,0.7574096443452629,0.10215415932408199,3.04032058482202,2.0046557203982602,0.43296098923758,0.275610300039316,0.000983476855414809,1.8951236105863003,2.10158387695086,2.6527897609873996,0.00043940919608254,0.348920599787442,1.6478126914733702
1993-01-04,0,1993,1,4,1.5030301067810712,-7.599989588018321,0.2684484097144169,1.194684039087948,1.30928179563165,0.575754811454619,2.04394335536701,2.2888915120047204,2.21155741502077,7.26028346450482e-12,2.19732830365324,1.01576515667513e-08,1.6454322471553302,1.44860056012665,2.07502451987658,2.09425448501635e-13,0.6537244344910179,1.4096286794788102,0.9579311655065921,2.32913560706825,1.89181589180544,0.7748339122985992,1.96424252341354,0.0,2.32703124997356,1.17460771197024,0.216116064624695,3.27613807913,-0.0,2.8374638150152798,1.9411531008118101,1.46432687129732,2.23095463597735,0.28161735506837604,0.810780966645148,0.0953948732527843,1.2489195769694699,2.02446994365004,0.42853446857933497,0.6475694962711079,0.000796150451971746,1.89430781170533,2.08975493119385,1.98903476460291,0.00037060532101202,0.34818684536881395,1.4824731752753502
1993-01-05,0,1993,1,5,1.5374645413098265,-8.92503973061351,0.27258554525943324,1.3677654723127035,1.33837283832838,0.58687343496593,1.7166156855339798,1.99352061433891,2.08730867853021,3.2624283058871604e-12,2.19746926503551,9.17224983875061e-09,1.6407691433300502,1.2216755329959799,1.81701320550423,8.763889940009539e-14,0.6933121523632529,1.4346965504468,0.8666297540806271,2.35840543816748,1.6263785740068502,0.683649340131644,1.5310707194023503,0.0,2.19982396145022,1.1829570163271002,0.21398761041850897,3.13579150994979,-0.0,2.55241556804567,1.94120988478746,1.49787461432049,2.08324808621627,0.28169794311492896,0.8470494555852471,0.0890821697351417,1.2595669627986799,2.07690208565627,0.4166706746919121,0.48363431336690293,0.000644505010987757,1.89272854763572,2.07761378255314,1.67220732777369,0.000314651098665077,0.34757607087742703,1.3475232569350701
1993-01-06,0,1993,1,6,1.466617881716196,-8.441081005841692,0.26739952027162345,1.2298631921824106,1.2757910555866498,0.550813254795066,1.5057167524087598,1.7863684836465201,1.9412619754822902,1.46598111535026e-12,2.19626648320294,8.462204617336479e-09,1.5635811889834499,1.11839622983304,1.6124011937057399,3.667451469251629e-14,0.7352494708544159,1.3729420962509502,0.783292298222441,2.3842887400037003,1.45190845957597,0.611660624336684,1.35054191112373,0.0,2.18211594079854,1.12177347076106,0.211725882655555,2.98537631281552,-0.0,2.47008210719146,1.94120816292906,1.42885226612097,1.93405736319855,0.281713204183763,0.867162494914663,0.0831869809252094,1.20099551530659,2.14800118084672,0.400089077954052,0.40291836985252594,0.000521744143332819,1.8909588967151698,2.06567012367421,1.4878040683371498,0.00026905328597029904,0.34706765908472503,1.22952882119697
1993-01-07,0,1993,1,7,0.01351584306020248,-4.221606074143605,0.3906746717588743,1.1623192182410422,0.0117104121020371,0.524785061071969,0.6967698051620109,1.08982537241725,1.8883994573690501,6.587426386306949e-13,2.1945471209836103,5.853138313207261e-09,0.516406406890519,0.446268670085966,1.04555857381699,1.53472948329853e-14,0.713932923857923,0.17832405009914998,0.7070937817953008,2.40798354914893,0.814304781780904,0.29444681880326395,0.595449466927616,0.0,2.17748369252682,4.40880566121387e-07,0.209319098872145,2.7925886396279402,-0.0,2.4435001918537202,1.9411069697897898,0.0131678082108935,1.67215398993862,0.281671493893747,0.873015232524246,0.0776792724542072,0.223509999693418,2.23037045450637,0.380853364005072,0.35421523866651,0.000422365782067445,1.88705691234765,2.05477793403966,0.7662705709224509,0.00023181062867888398,0.34664445069878896,1.03789632773416
1993-01-08,0,1993,1,8,3.3550680541385427,-3.998358684686245,0.2913362597146412,1.2615244299674266,2.9119007988298797,1.38241743305754,1.7723728551145699,1.9793939745233,1.85730831328406,2.96007813065486e-13,2.18473569351085,9.20302554833072e-09,2.8022595760896896,1.7474496630083,1.55154273056231,6.422428781004129e-15,0.740297112381999,2.9073429916757,0.6375169808295,2.42934544353883,1.69989183396058,0.803695901435899,1.94721231563748,0.0,2.1998715290375097,2.5663742409798704,0.20688028515800896,2.65856737197817,-0.0,2.23540040472237,1.94100002033003,3.26867458245923,1.68146982636061,0.281606482603774,0.8669254740576721,0.0725367732724247,2.4128706741138797,2.3200368559521403,0.3604056628972249,0.17710761934676997,0.00034191587176061897,1.88772366328839,2.04869823793389,1.74575948086502,0.000201311381303483,0.346292163965466,1.14396490132747
1993-01-09,0,1993,1,9,0.14184995636454736,-6.905611827976644,0.29313885817383395,1.5654723127035832,0.12276421200103098,0.521751651257115,0.9374991549702241,1.2574620056596202,1.7142606908585802,1.33011923409035e-13,2.17095420937553,6.5847186513520395e-09,0.581697412831354,0.644158394223881,1.1010573087466202,2.6876131524116303e-15,0.6603548458304301,0.28241231383800103,0.573981411907204,2.4471982172869,1.00007268625884,0.311097922508725,0.824624142180119,0.0,2.0519191732288604,0.0017138812823276099,0.204401260327133,2.50733086198305,-0.0,2.0819989815755098,1.9408352556371102,0.13819730014710502,1.4914514883698202,0.281526472276461,0.851150477052103,0.0677349788681212,0.29609679416096096,2.414831508799,0.33969654982672,0.43143190456857006,0.000276789288512917,1.88545427924299,2.04338758401207,0.91662223569333,0.00017626418160069298,0.345998911809249,0.97031019892599
1993-01-10,0,1993,1,10,5.619334663667615,-6.453350932468799,0.14293182077153355,1.4191270358306192,4.8936173154726905,2.40128456744484,2.9693646279309305,2.9706485327556402,1.80464907461844,5.976927293151171e-14,2.15399838447793,6.30362583150965e-09,4.40604665025509,2.98848384327135,2.3843119836396403,1.12469358607456e-15,0.6852795274500001,4.7767727855783395,0.582494115038121,2.46306575347117,2.65321948909682,1.4280032841729298,3.2494060623020298,0.0,1.9918154951808402,4.91299463597926,0.201956186500217,2.47977934249653,-0.0,1.9878359366913998,1.9407621315120602,5.474636010081941,1.75272701501975,0.28145452832516804,0.8278150170992321,0.0632537081371519,3.9135558604395095,2.51355239477973,0.319321986653545,0.215738104017662,0.000224067485062295,1.8903755025082498,2.0467164060389,2.69048170185159,0.000155624989553556,0.34575480008695403,1.30292382413967
