ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
11,157014.780001316,149769.161689948,139605.944682474,128093.519383441,51499.9803779941,72614.6654060087,89690.6092423603,92652.2445006779,94028.4202341367,45104.5844784559,0.0,100906.669299956,27686.4268020612,45618.1113546868,178304.475138594,143037.23482605,141560.015070437,99763.4389234143,75892.2426253947,78995.1910264158,131506.728644785,1136148.77535963,877133.894185276,863185.702507561,861562.835291544,861742.57654482,821439.176405868,824491.216231871,768020.282855216,772556.659482412,772014.148503562,770587.044760437,737273.07078681,745137.597810223,761240.997142313,796836.007963885,772041.966132737,323432.7702299,506689.284927727,634630.279653779,652370.188595518,667844.287491385,409148.529245337,407390.203694249,399157.395435085,394768.407706421,389596.223659778,382796.084624074,352954.307038978,409933.274417857,486476.274492526,930735.108804551,1105256.50442967,1088448.1704672,912818.796657804,1034545.94908749,1059291.88222355,782431.111724892,797866.971760355,703063.70987697,302180.427215271,451158.67302507,529059.150037932,536595.795742452,555626.152719486,577066.731309134,588704.948750195,419681.829365072,338957.192918754,327746.021228327,327839.217017628,1453722.98848748,1450958.18523464,1435095.66141358,1505576.53347362,1485154.76804499,1542788.54649336,1536218.03529964,1563977.79281235,1579593.31225237,1306507.89830603,1302642.10839567,1297097.19035907,1224793.39162872,1243950.51669587,1240169.7301823,1255532.85435162
12,218234.273135987,214229.08837092,209374.774867386,198707.31525268,132691.451911274,153205.566011681,165646.850959513,178774.389193468,180753.449634443,140235.146397804,100906.669299956,0.0,120834.095311186,135038.425771479,278047.509508116,240778.033477755,234217.181910282,200434.335816276,176626.863938046,178365.265565582,232341.621255887,1069404.91970993,824067.220492335,810058.963625571,806314.274045762,810062.808313071,772071.119971813,774723.623703331,718488.088505116,721097.014820117,720367.51624828,718472.204064646,686338.195220669,701284.924530155,714675.313586844,744575.304684768,717357.16642057,295175.408877713,471798.433899988,596793.944735321,614475.846051157,630002.530661085,380004.866817154,378128.658057981,369557.511961163,365124.914293422,360085.941445717,354627.882971202,323938.412491795,387701.506127266,450754.510557905,883555.367888763,1037456.19888831,1019349.94598089,843584.664364376,960762.343954373,981896.732104862,724671.63920004,739444.646723468,649475.738380395,252289.942271715,404076.739744036,479535.205078033,493683.043811011,512847.750090199,533074.68060209,545914.7491597,378291.093471362,293848.838604482,285458.654415852,289073.717756432,1368547.94769707,1366371.15921345,1348664.99743142,1417973.59880433,1400275.87994667,1459809.59524961,1453439.79058428,1482814.6476192,1498616.0412922,1227491.452266,1224036.01507675,1216853.41145113,1150583.74191416,1167080.96580982,1163435.46198646,1178287.74435394
13,170721.377823293,162643.231282285,150905.393450379,139692.569803612,66932.5244135805,84550.6458132741,101950.844889649,98670.6449891941,99486.6803598936,50509.5499941643,27686.4268020612,120834.095311186,0.0,17933.1680434836,166233.605852853,135101.500147224,139250.146730215,81979.5720945263,59220.8158605731,71475.2660805486,116545.785293954,1133655.30890962,870553.686822076,856652.774130278,855687.697257972,854773.71885215,813870.720409311,817033.780357273,760634.504987018,765733.10813012,765248.272232265,763966.179174091,730390.453496241,736176.497074564,753007.972447435,790191.703113315,766202.951388326,313141.033300259,496294.353737445,624383.938499102,642071.192554358,657474.625922454,398014.050019683,396303.378313337,388240.904574802,383908.881165734,378757.336555268,371684.95681139,342427.463456333,397042.730728106,476435.649842557,922300.863568384,1103175.61057905,1086856.69017249,911532.820160755,1034782.67817287,1060939.21348622,777530.007140979,793139.207624658,697088.03057498,298219.286478479,444538.388566412,522615.600614515,528209.794533392,547098.750056793,568772.267626493,580017.090944401,411726.111222126,333004.915818987,321171.556257934,320287.329150042,1458523.10884564,1455474.69230375,1440529.27185173,1511576.62631468,1489793.90565534,1546496.08776376,1539835.89743156,1566847.13406305,1582371.77322609,1308600.37659768,1304563.23842168,1299726.00145258,1224989.18543925,1245196.19231684,1241363.28403918,1256923.13741604
14,181540.566299546,173081.205362731,160606.561079496,149716.930149214,80684.4711410016,96036.7672324202,113066.217763054,106556.610820418,107029.154255109,61077.8617866554,45618.1113546868,135038.425771479,17933.1680434836,0.0,160777.978227536,133114.058358357,140964.106531681,74068.8520640986,53829.0407107426,72360.5073999587,109812.809209512,1132099.44283129,866444.731373069,852581.96950921,852046.896447457,850419.083903503,809146.552577884,812380.448770747,756062.913067351,761526.236796255,761079.464132793,759893.104795382,726169.430210275,730588.010645414,747886.083741109,786086.376862808,762639.58463337,307338.581116144,489997.281447208,618037.342134195,635674.016585102,651017.757286796,391398.920799476,389724.115004058,381794.732202106,377511.350256266,372386.292930774,365148.272633869,336367.112259641,389245.233696271,470404.664321224,916955.472787187,1101897.51618567,1085901.72291409,910848.854870502,1035031.72860384,1062091.3018633,774571.480712012,790283.619856149,693486.30371373,296708.927378924,440832.667449885,518894.898891329,523200.260627115,541971.175527344,563772.246401187,574744.68415715,407205.067332713,330038.032012991,317834.983687973,316302.078698089,1461608.02430873,1458376.91223489,1444026.89828896,1515427.16065125,1492768.96931052,1548858.85252794,1542141.81395147,1568664.28316071,1584127.538569,1309966.94629175,1305819.93780129,1301441.59397198,1225149.71342353,1246030.93624741,1242165.32094602,1257848.36589546
15,156730.55077985,148679.602818826,136253.098464603,135426.8842023,151919.872761893,138047.442342572,136554.151189067,114270.839286856,112017.323456453,138397.808898493,178304.475138594,278047.509508116,166233.605852853,160777.978227536,0.0,41525.6101563639,65208.0609924396,87317.7981127228,107408.290265227,99690.7772099628,51464.6750361442,1284993.24364886,1011916.9867902,998240.508352313,999216.645520775,995042.200591336,952526.429609883,956020.549236171,900266.989605944,907049.183784671,906741.089270046,905900.713334971,871801.57700471,870861.65257782,889988.208786759,931870.841375316,910381.184658675,451788.97621974,629392.383644569,755836.889263703,773089.564953518,788029.804980243,531008.537945056,529513.20493364,522275.481764624,518268.870295029,513348.490911429,505597.846353773,479252.149037822,523667.751379332,611156.132961477,1057355.98537372,1255534.96891181,1240336.13451991,1066101.1354139,1192007.60038089,1220512.02987919,924194.611243983,940169.805472937,841386.469871948,452465.144878862,590032.839555334,667410.361408768,667315.089130682,685475.557701425,707567.719942696,717410.61365807,554243.844807295,482376.871409924,469417.41869707,466200.893500228,1621949.20588374,1618594.51775097,1604592.49220005,1676119.2224344,1653034.84569711,1708610.22129418,1701838.11138175,1727814.80660229,1743199.53914019,1468591.78763799,1464291.27587114,1460525.54832694,1381833.25851523,1403883.87291361,1399967.21400911,1415839.92891496
16,121334.299019345,112607.166549398,99137.915404935,96652.9197785896,111784.036447843,96839.7639100678,95044.5406854917,72755.4323839655,70498.9993987567,100549.743183904,143037.23482605,240778.033477755,135101.500147224,133114.058358357,41525.6101563639,0.0,28922.6137890738,66370.3650544543,79784.8304630775,64401.7535288046,39631.3362137882,1264306.6305177,995503.909421005,981721.05406707,981892.960467664,979054.233419806,937127.397515658,940495.783979135,884411.830054103,890530.516989081,890150.48422833,889129.494752733,855195.388703989,856857.252144267,875148.919232222,915236.958942035,892686.138425288,434900.286829911,615354.8447632,742767.780650514,760217.92121155,775358.444656529,516572.185937209,514994.584298716,507432.396580795,503290.879050729,498262.855954343,490702.559066578,463184.993049796,511323.833469204,596473.699241491,1043475.83460522,1234323.52473923,1218541.27383655,1043655.8042714,1168117.6227897,1195157.87005505,905445.888796115,921276.068277181,823550.604746383,429376.475749907,571184.80044713,649052.393419656,651199.414457486,669685.437694657,691675.463308445,702073.369695954,536453.359639709,461550.877817884,449001.830715339,446702.101490104,1593617.96178305,1590549.62075796,1575620.31622129,1646608.74431473,1624878.61311802,1681437.07880298,1674755.92657936,1701536.3384629,1717025.62145739,1442990.43567522,1438869.82288276,1434350.4490169,1358216.18406171,1379139.73520814,1375275.95405751,1390950.0522447
17,92869.36911176,84355.5734934664,71357.6578197367,70230.940033674,101782.498476252,83066.1493049902,76624.7228759684,57016.8850303062,54814.1595735098,96674.1457759383,141560.015070437,234217.181910282,139250.146730215,140964.106531681,65208.0609924396,28922.6137890738,0.0,84454.349703083,91165.207390238,68619.4009627687,65729.7995863902,1272660.01322384,1007176.26749613,993331.347470595,992937.085802962,991035.037429496,949549.169212805,952828.918378674,896576.045697687,902229.913351116,901800.161025194,900654.03601102,866873.078071486,870292.08058299,888010.817787977,926830.312823372,903552.529865362,447318.074909047,629140.189367233,756953.598822669,774504.881250071,789752.034815525,530346.519021358,528719.813265991,520967.423135762,516749.724362215,511666.440841956,504256.970076763,476052.195166707,526446.653456055,609877.668765497,1056820.06417292,1242285.68907158,1226052.51389264,1050767.24260873,1173948.32402297,1199715.39911614,915534.164194639,931241.14696635,834396.407829204,437146.220080519,581751.695775311,659799.009758182,663523.056189963,682196.411501731,704077.460613132,714834.16622637,547879.529930086,470982.822217508,458799.087058303,457198.330932847,1595265.47512928,1592471.46478432,1576652.75416017,1647085.26368439,1626682.9387947,1684145.53602259,1677550.36201199,1705053.56628248,1720631.93600522,1447203.82744099,1443243.14854919,1438057.46593419,1364169.03809143,1384128.07231526,1380311.55712524,1395807.28711905
18,157453.051765117,148020.239805913,133534.058787093,125755.286366531,93765.142825814,92250.8486013452,102089.055565922,82592.7469285011,81392.9504877672,71814.9862913005,99763.4389234143,200434.335816276,81979.5720945263,74068.8520640986,87317.7981127228,66370.3650544543,84454.349703083,0.0,23880.8994537703,38006.0759753729,35930.1422075541,1199823.36837497,929584.701415009,915822.891722346,916185.949992209,913047.9766257,871014.084530155,874403.149822913,818369.084408035,824619.513514483,824254.99381851,823274.137548581,789297.693331447,790565.412108092,808948.533763656,849354.759728432,827064.747212194,368929.005915538,549040.126378023,676410.839088509,693855.467518836,708991.815150038,450272.32483147,448701.565561896,441169.183426967,437041.24303305,432024.12795832,424440.224653535,397072.897967354,444958.34731167,530213.958597782,977185.774228869,1170082.57883056,1154591.61000485,980038.063217658,1105400.43542399,1133494.31800009,840150.254080176,856032.751616864,757955.578970614,365949.595351762,505825.786466053,583565.740792392,585160.547979614,603593.489348366,625605.941153806,635916.752680915,470755.910356272,396915.930611444,384173.315896911,381501.08574623,1534635.96576892,1531276.73934198,1517319.54774762,1588911.32211887,1565717.80720219,1621327.79970927,1614563.2909025,1640639.92706011,1656042.02854069,1381533.31588962,1377271.70319696,1373359.59059939,1295336.51385012,1317030.75141158,1313128.55957085,1328948.062646
19,150898.477061123,141622.562879728,127539.685688146,118349.819487231,73854.6960383838,76470.7380833996,89136.8298992331,73123.0937665726,72518.4387580875,50633.886064025,75892.2426253947,176626.863938046,59220.8158605731,53829.0407107426,107408.290265227,79784.8304630775,91165.207390238,23880.8994537703,0.0,27342.5579626488,57325.7120086489,1184588.28639516,916820.104506599,903003.81095015,902905.176324454,900536.638401675,858868.158706423,862182.005689343,805990.940973182,811850.626196878,811444.50285836,810359.298602952,776500.061069097,779297.600320477,797172.80272859,836504.552531832,813613.103628498,356542.634452829,538054.468570861,665824.523758972,683366.548995916,698605.273202098,439249.606248676,437630.226784282,429909.404574309,425705.639671653,420632.557564357,413192.136049062,385142.139845994,435299.406467563,518861.499897091,965859.47062426,1154565.58417242,1138759.70227531,963873.422273773,1088446.92366345,1115768.19174067,826087.365062799,841880.560143521,744460.836714292,349592.06911671,491939.221892574,569894.129290477,572841.924767542,591449.483853352,613373.892559588,624007.8743925,457569.820972741,381940.079195239,369473.936852719,367390.249792091,1515415.04176387,1512196.7633365,1497784.17236956,1569120.03653869,1546584.51940531,1602684.18343406,1595964.91462469,1622446.01234484,1637901.17501609,1363680.95704472,1359511.90268194,1355213.20944565,1278519.45017393,1299622.02581049,1295747.43347932,1311463.40135845
20,123741.94011459,114428.698977431,100275.129900889,91278.3334814154,58327.4175898513,54328.9703950703,64370.7977629314,46368.8436301581,45571.8291574053,39716.1125171427,78995.1910264158,178365.265565582,71475.2660805486,72360.5073999587,99690.7772099628,64401.7535288046,68619.4009627687,38006.0759753729,27342.5579626488,0.0,56822.1981265997,1204154.4296956,938730.39628954,924874.979609279,924393.568555861,922654.358258771,881283.117810223,884538.544959324,828249.713823527,833798.845567434,833359.401372152,832190.051469474,798441.539520479,802379.879192083,819887.269895822,858376.473660504,834992.915777077,379218.158333678,561470.248896589,689414.160336548,707009.107124548,722304.96179271,462740.832679445,461091.686191516,453256.142309332,449007.175168663,443903.278845625,436569.213897443,408094.085150339,459622.338843546,542048.24054803,988836.732352713,1173843.18616738,1157700.37855609,982500.73826784,1106091.52401807,1132401.19279212,846919.447132319,862623.295928438,765838.659347894,368653.688628527,513186.67014868,591244.757136781,595286.59163249,614010.347757811,635852.411353613,646718.41909205,479455.756983753,402363.513301975,390189.441187117,388647.385271688,1529715.64158542,1526727.85416976,1511558.59579671,1582431.43502819,1561022.72773879,1617883.63254349,1611234.26898004,1638308.6094228,1653837.50236541,1380074.29441993,1376033.22937824,1371195.36583815,1296278.84949708,1316626.68735375,1312789.12231606,1328365.33174131
21,152973.287791778,143736.125256044,129426.285320553,124305.621621669,114588.78095623,106441.741703194,111033.285283246,88537.6763986691,86650.996391987,96387.0305369167,131506.728644785,232341.621255887,116545.785293954,109812.809209512,51464.6750361442,39631.3362137882,65729.7995863902,35930.1422075541,57325.7120086489,56822.1981265997,0.0,1234390.76141121,962711.502783549,948990.013538053,949655.703913404,946007.317748364,903732.66117407,907173.398730509,851268.033533719,857781.041441195,857444.340175987,856532.83562019,822490.819099057,822679.806596474,841426.886593067,882562.273650403,860667.337099799,402181.014694502,581109.033252759,708074.430001095,725431.897949645,740478.49298848,482483.427606545,480949.66735841,473561.442902433,469492.483375969,464521.503703496,456848.622920192,429987.237169125,476155.970702852,562567.244118919,1009272.59774628,1204796.87381579,1189460.73871247,1015076.14165802,1140750.41537847,1169101.40216452,874121.175059178,890052.195061964,791607.213257938,401219.285947763,539833.080943164,617400.609187339,618137.801327109,636439.740255624,658497.792551571,668579.135961266,504378.565020501,431576.493175292,418710.299006629,415738.521077529,1570538.3536413,1567163.7485288,1553244.42955179,1624841.43675517,1601610.82355,1657146.9711876,1650373.97288942,1676361.50418969,1691750.15493469,1417169.16534412,1412880.89114948,1409073.94450494,1330624.05288448,1352531.69827445,1348620.43880438,1364473.52394655
