Date,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,0.0,-10.83,0.71,0.0,0.0,0.0230069349099233,0.0,1.11818667264713,0.0,-1.34801660683722e-17,1.05253748358492e-09,0.0,0.0,0.0,0.0,-1.34801660683722e-17,2.06588535131592e-05,0.120170052214388,1.09992025905159e-16,8.91807455339072e-08,0.0,1.25797101717662e-05,0.0,0.0,0.391245917271295,1.12034548623473e-16,0.0,0.550136915166649,-0.0,0.155153296401824,0.0010480826308358,0.750000001942357,0.363863767564467,0.177045323417836,0.174148794542846,0.173158830274722,0.75,0.0948088075387595,0.179114014394181,2.33972062244482e-08,8.32438666316494e-13,0.0,-0.485269224557564,0.0,0.0,0.0,0.029667719728236,0.123218846130939,0.0,0.140802755086078,235.016543914211
1993-01-02,0.05,-2.42,0.5,0.0,0.0,0.0092027739638992,0.0,1.19218092264928,0.0,-5.39206642734886e-18,3.7474079659166e-09,0.0,0.0,0.0,0.0,-5.39206642734886e-18,8.26354140526369e-06,0.108398957663953,4.39968103620636e-17,3.26833098571437e-07,0.0,8.38647344784416e-06,0.0,0.0,0.326191995070809,1.4900658285601002e-20,0.0,0.675549975570299,-0.0,0.10749941039092,0.0012271431936274,0.67500000194234,0.407484608079309,0.321426466592094,0.318743687647691,0.317981674097603,0.675,0.0656967890579641,0.323342825435198,1.1698603060441e-08,3.0522751116886097e-12,0.0,-0.259302289941742,0.0,0.0,0.0,3.43847154211876,0.093752117422271,0.0,0.150118503390728,116.23956818977
1993-01-03,1.42,-11.47,0.6,0.0,0.0,0.72529409055016,0.0,2.79014478884727,0.0,-2.15682657093955e-18,7.69627631804305e-07,0.0,0.0,0.0,0.0,-2.15682657093955e-18,0.0030928966831317,0.472973254944343,2.66747903932015e-15,0.0004724235682535,0.0,0.189269595534092,0.0,0.0,0.408630905050647,0.940373824110098,0.0,0.96577051135597,-0.0,0.106844671095471,0.0074354015085684,3.00500000194232,0.828908470610443,0.471376375050936,0.468600501954727,0.468013336821155,3.005,0.0493762118523713,0.473861910467445,0.136330502554408,6.19704341224642e-12,0.0,-0.139311124778578,3.03186610617272e-11,0.0,0.507410240433422,2.29231679193677,0.201059848626927,0.0,0.350495668927158,57.4769485650957
1993-01-04,0.01,-14.1,0.36,0.0,0.0,0.280311145992875,0.0,1.84854886937122,0.0,-2.15682657093955e-18,3.55895347760553e-06,0.0,0.0,0.0,0.0,-2.15682657093955e-18,0.0012481164158727,0.0027404991630777,2.15811880432967e-15,0.0017289007740116,0.0,0.0302183099405912,0.0,0.0,0.561108200899257,1.54848045767193e-20,0.0,1.19132746991844,-0.0,0.165624385957114,0.0059161458306821,1.9423065825583403e-09,0.673928422426901,0.565584658359654,0.562043223257371,0.561591917395332,9.315364697148451e-20,0.0427820413661077,0.569670872769143,0.0709278091293921,9.958432950422e-12,0.0,-0.0846458809629792,1.24043759791027e-09,0.0,0.0,1.5282136018327,0.344342595126417,0.0,0.233663779284772,26.9040931086852
1993-01-05,0.23,-13.04,0.48,0.0,0.0,0.112124458401075,0.0,1.22506815558883,0.0,1.07841328546977e-18,7.58279176726462e-06,0.0,0.0,0.0,0.0,1.07841328546977e-18,0.0005152624519398,0.0027367516947561,8.632475217318701e-16,0.0035051117620523,0.0,0.0201455399603794,0.0,0.0,0.746784608539336,1.5518685675180602e-20,0.0,1.29411497856378,-0.0,0.266075884041752,0.0043458092951949,1.94228962121331e-09,0.560628021498432,0.597513676096533,0.59316575353402,0.592820288676248,6.2102431012217e-20,0.0438448839633925,0.603331146524432,0.0355677208433091,1.4130903313951899e-11,0.0,-0.0654777155917781,9.6767604076291e-09,0.0,0.0,1.01881145211221,0.395733602235065,0.0,0.155775852856515,10.2745783902926
1993-01-06,0.12,-14.62,0.37,0.0,0.0,0.0448497833587934,0.0,1.16629185406986,0.0,-2.15682657093955e-19,1.25279981056203e-05,0.0,0.0,0.0,0.0,-2.15682657093955e-19,0.0002271785144481,0.0856088183491862,3.45299008692748e-16,0.0056261348822428,0.0,0.013430359973588,0.0,0.0,0.659233820518129,1.57958943996775e-20,0.0,1.32525850581969,-0.0,0.236711706990175,0.0031100525931266,0.530000001942273,0.554585471734752,0.580697206510708,0.576090020138493,0.575826769133912,0.53,0.0511630596229836,0.587394988437013,0.01778775917066,1.8577427561143197e-11,0.0,-0.064533467927729,3.84033998895513e-08,0.0,0.0,0.679209996328655,0.377439094351467,0.0,0.148017235237681,5.07121120444125
1993-01-07,0.01,-14.98,0.35,0.0,0.0,1.32362745181194,0.0,3.67438885386458,0.0,-8.627306283758181e-20,1.98928690758044e-05,0.0,0.0,0.0,0.0,-8.627306283758181e-20,0.0114898887013481,0.684336701634564,5.662589374011891e-15,0.0088457717826133,0.0,0.357392287717346,0.0,0.0,0.754390379511347,1.799602319604,0.0,1.59963898317041,-0.0,0.284832664313697,0.012624272501857,4.36000000194226,1.19014257462424,1.05011587758449,1.04473407069964,1.04349248436978,4.36,0.0637841212255794,1.05610883059643,0.258903526731844,2.32066543974728e-11,0.0,-0.0485582698295209,1.06787147436456e-07,0.0,1.36379048990159,4.11947373284375,0.71683098010364,0.0,0.477011490158449,3.73135586854941
1993-01-08,5.63,-12.51,0.44,0.0,0.0,6.49956740489621,0.0,9.01382613910629,0.0,-3.45092251350327e-20,3.97321096307961e-05,0.0,0.0,0.0,0.0,-3.45092251350327e-20,0.151709531534873,1.54613444429303,3.42625514977216e-14,0.016861308986506,0.0,1.50314014271049,0.0,0.0,1.26014844294695,7.59328689482303,0.0,2.54453440670046,-0.0,0.611067842961015,0.048966431797446,9.87500000195308,2.73090074029352,1.50215294901028,1.49589934246507,1.49366723545053,9.875,0.081056599935199,1.50752869851168,1.00602700463698,2.7957682959904798e-11,0.0,0.0001112275568096,2.44156879971312e-07,0.0,6.55351780594571,2.74631815735737,0.852786590321725,0.0,1.3857159934532,9.02184247899152
1993-01-09,3.91,-15.32,0.21,0.0,0.0,2.22469373471913,0.0,6.26049611185368,0.0,-1.38036900540131e-20,8.25664543614016e-05,0.0,0.0,0.0,0.0,-1.38036900540131e-20,0.0613005065839237,0.0683498971272906,1.34741534743726e-13,0.0312567465543256,0.0,0.269887306624104,0.0,0.0,2.12454832218078,2.03613527363466e-13,2.18843463550005e-07,3.37412447461023,-0.0,1.28434636361581,0.104478429489471,0.420000001949593,2.28544901906429,1.7738684448246,1.76558492060987,1.7627054388504,0.42,0.0919009433666181,1.7810439180874,0.647546058095305,3.27899126730751e-11,0.0,0.0023030359351368,5.47854857876489e-07,0.0,2.06065125661066,1.83088108496641,0.915772123285244,0.0,0.958810662283858,11.2719104138642
1993-01-10,0.39,-14.68,0.08,0.0,0.0,4.76929394685957,0.0,8.31260388271656,0.0,-5.52147602160524e-21,0.0001460474159497,0.0,0.0,0.0,0.0,-5.52147602160524e-21,0.12748142819753,0.974406158231064,1.34235904673048e-13,0.0518434174159543,0.0,1.10875660792923,0.0,0.0,2.87330038129328,5.03341962974899,1.85870803845716e-05,4.291826214456,-0.0,2.0037036160442,0.18210281224021,6.22000000197827,3.05311178297293,1.85706961566905,1.84839023494863,1.84523558463109,6.22,0.0984528164230062,1.86519504749957,0.95234897288494,3.7676276486738794e-11,0.0,0.020176854168376,1.34835699521221e-06,0.0,5.88466236411571,1.22058968162405,0.948603109758225,0.0,1.25004044152542,4.9303378972829
