Date,C/E,Year,Month,Day,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,1,1993,1,1,0.0105171738603859,-0.6414764129063113,0.6011450124328966,0.7270348953140578,0.0,0.0,0.0,0.0035036194893122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72542159211334,0.0,0.0,0.0,0.0,0.0,0.0,0.0001058105069326,0.0,0.0,0.0003892130865725,-0.0,0.0,1.29442139820126e-06,0.0052585869301929,1.02299515144402e-07,0.0,0.0,0.0,0.0052585905537267,0.0,0.0,0.0,4.73188268712322e-15,0.0,-0.0005934913060685,0.0,0.0,0.0,0.0,0.0,0.0,0.000438215577516,235.587205691688
1993-01-02,1,1993,1,2,0.0024591598776443,0.2772380709014155,0.6074620096034944,0.7198564307078764,0.0,0.0,0.0,0.0031535515799958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05216864970622,0.0,0.0,0.0,0.0,0.0,0.0,0.000412993903062,0.0,0.0,0.0008692214168297,-0.0,0.0,2.49322512035844e-06,0.0012295799388221,1.1133516926744e-07,0.0002856112125622,0.0002854956985722,0.0002854779283216,0.0012297578840965,0.0,0.0002856503240665,0.0,1.41956480675407e-14,0.0,-0.0020738596831703,0.0,0.0,0.0,0.926289625272624,0.0,0.0,0.0003946087132458,117.446845085443
1993-01-03,1,1993,1,3,0.0576031473976752,2.369083521047806,0.9362427188025088,0.8167657028913261,0.0,0.0,0.0,0.0212835002886477,0.0,0.0128182628533321,0.0,0.0,0.0,0.0,0.0,0.0128182628533321,0.0,1.16521089188618,0.0,0.0,0.0,0.0,0.0,0.0,0.0014593185484233,0.0,0.0,0.0033499023549821,-0.0,0.0,9.92289558625132e-06,0.0288015736988376,3.8487911390649e-06,0.0027989936778906,0.002797214416927,0.0027960935428333,0.0288016554491047,0.0,0.0027977795447746,0.0,2.2607883968103e-14,0.0,-0.0047110261213645,0.0,0.0,0.0,8.53475389564406,0.0,0.0044113340464714,0.002663203617067,58.342721934791
1993-01-04,1,1993,1,4,0.5951113965087247,1.4548162499111603,0.6073268643705997,0.7923589232303091,0.0,0.0,0.0,0.212430515409781,0.0,0.124798401128987,0.0,0.0,0.0,0.0,0.0,0.124798401128987,0.0,0.900750000499408,0.0,0.0,0.0,0.0,0.0,0.0,0.0089195856167778,0.0,0.0,0.027678628957304,-0.0,0.0,8.77561280594831e-05,0.297555698254362,0.0003678679433287,0.027288234515278,0.0272756348161805,0.0272520228320359,0.29759176003588,0.0,0.0272661189129651,0.0,2.89170613955932e-14,0.0,-0.0079175592908282,0.0,0.0,0.0,10.7381345778187,0.0,0.0376094361264012,0.0265717772659082,28.9446000199534
1993-01-05,1,1993,1,5,1.1814224770028066,-0.9758082208651664,0.760808438825801,0.8704606181455634,0.0,0.0,0.0,0.535020990890524,0.0,0.0499193604527094,3.92968612933907e-12,0.0,0.0,0.0,0.0,0.0499193604527094,0.0,0.811127784065517,0.0,0.0,0.0,0.0,0.0,0.0,0.0388584418840711,0.0,0.0,0.0948426491272665,-0.0,0.0,0.0002839990330626,0.590711238501403,0.002290623474018,0.0509113709679965,0.0508787995834102,0.0508330903760901,0.59071788056578,0.0,0.0508791543116366,0.0,3.3356854068108604e-14,0.0,-0.010948204206303,5.32440396938531e-13,0.0,0.0,7.15875638528178,0.0,0.0,0.0669404547190558,14.1813716677828
1993-01-06,1,1993,1,6,0.0,-0.4193651702013211,0.7473271417234296,0.8924267198404785,0.0,0.0,0.0,0.356414435511316,0.0,0.019967744181014,1.8299975557308397e-11,0.0,0.0,0.0,0.0,0.019967744181014,0.0,0.462634572505022,0.0,0.0,0.0,0.0,0.0,0.0,0.0922958495224118,0.0,0.0,0.153734040313474,-0.0,0.0,0.0003895485526266,-1.5102754436853501e-24,0.001842339934439,0.0662574875409815,0.0662035982833334,0.066143344702747,4.42392580938242e-06,0.0,0.0662246058811835,0.0,3.63946083129978e-14,0.0,-0.0137906917776803,2.17839134011942e-11,0.0,0.0,4.77250425682696,0.0,0.0,0.0446269698127038,6.35929169599811
1993-01-07,1,1993,1,7,16.971452745318405,2.5148920260909864,0.339256621296729,0.9326261216350948,0.0,5.13671144895322,0.0,5.89276238012133,0.0,5.75482163081476,2.55292345566376e-07,0.0,0.0,0.0,0.0,5.75482163081476,0.0943308094536454,3.44312974320275,0.0,0.0026556614269186,0.0,0.13811516330726,0.0,0.0,0.297958228320784,1.93580420671664,0.0,0.817504993437844,-0.0,0.146625208569793,0.0199649514896951,8.4857263726592,0.265099470796514,0.722902112345453,0.722691382721042,0.720587393187897,8.48623138081187,0.149637890840262,0.720809619959694,0.100749098549191,4.41461237042906e-13,0.0,0.0003527461571008,1.0062243927189402e-09,0.0,5.08141624857007,9.03598664061738,2.42164948487311,1.58160420311285,0.923800443124203,7.38939958472276
1993-01-08,1,1993,1,8,1.5654831691261075,1.7239433539523967,0.6954539143987736,1.370656031904287,0.0,2.766676920264,0.0,4.44724466761129,0.0,4.22527971890889,1.20349239812495e-06,0.0,0.0,0.0,0.0,4.22527971890889,0.0380668976155079,0.599879448505318,0.0,0.0099013275901833,0.0,0.0319355083577863,0.0,0.0,0.745392357426375,0.129216052229421,0.0,1.51554258858382,-0.0,0.547136176074203,0.0588497493857934,0.782741584563054,0.238359023142775,1.44090087514147,1.4401999834841,1.43581265474498,0.782583963935185,0.56107784292762,1.43650677363022,0.0590043499930236,1.9874442175842098e-12,0.0,0.0037624825262119,3.49356845522911e-08,0.0,3.33309430777919,6.64440558184908,2.98573966725354,0.154381510738717,0.681095427463752,9.90899867736805
1993-01-09,1,1993,1,9,0.0479810018990023,-1.5182022219346356,0.4624354293995378,1.2769052841475574,0.0,1.6903061370274,0.0,2.97944633253048,0.0,2.66270800280919,2.6038599989912e-06,0.0,0.0,0.0,0.0,2.66270800280919,0.0157157530738507,0.290364592933485,0.0,0.0203703035078877,0.0,0.0167621819361963,0.0,0.0,1.42299522709598,1.90639490010322e-08,0.0,1.98830285596654,-0.0,1.12682505484711,0.109610331460565,0.0239905009495013,0.198573450338243,1.93745526800851,1.93631381461972,1.93032699741193,0.0238854209799951,1.159883996611,1.93170093298111,0.0296998179891103,4.92056412991964e-12,0.0,0.0127256997927115,2.70671670288427e-07,0.0,1.72150776959678,4.42960357073817,2.67614645537394,0.0,0.456062826721915,2.12966400948539
1993-01-10,1,1993,1,10,0.4655882561882341,2.149185605464258,0.7892904371110452,1.0782053838484549,0.0,0.863773945642034,0.0,2.13980555649892,0.0,1.72459588188757,4.33572814093975e-06,0.0,0.0,0.0,0.0,1.72459588188757,0.0069297144239013,0.327417819284933,0.0,0.0329868793754295,0.0,0.0111747867486905,0.0,0.0,1.21644219076524,9.20002996030051e-10,0.0,2.21495795529319,-0.0,0.929367051822317,0.16416387489874,0.232794128094117,0.175373973415516,2.191107576577,2.18942505622491,2.18256207587858,0.232724074894978,0.968594233224011,2.18452465523401,0.0148573015357693,9.201182000835569e-12,0.0,0.0270893373354775,1.07815393779616e-06,0.0,0.801655177589714,3.16555548247925,2.06123015587711,0.0511566254142772,0.323441395154406,0.311317071013013
