Date,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,0.0,1.39,17.34,1.6,0.0,0.230453870150093,0.0,1.0521999652811,0.0,0.580343287115936,0.0669513583651648,0.0,0.0034774914268745,1.17341176013491e-26,0.0002415886492743,0.580343287115936,0.0006947417068676,0.0027518033873586,1.46698163611766e-06,0.0002453053066367,0.0,0.028851971102938,4.61601474110234e-25,0.0,0.501335186411593,2.2663086202486803e-15,0.386631963199584,0.47674260408857,-0.0,0.314716196005663,0.0044830360847591,0.0001134661063374,0.482107910029602,0.47682217756814,0.475543493890607,0.47346619451171,-3.7544296489737104e-31,0.317319446520601,0.475122240633676,0.0677129961505013,2.65439534048421e-07,0.0,0.245374448033299,0.0,0.0,0.0,27.9722384996123,0.353733759010612,0.0,0.131940143084729,234.711231183732
1993-01-02,0.01,7.38,14.42,1.5,0.0,0.0921815480663065,0.0,1.40531004860906,0.0,0.232137314850397,0.0664309846908161,0.0,0.00345407286861,1.16636794421253e-26,0.0002401937814596,0.232137314850397,0.0002778966827471,0.168659119384837,5.86794932718093e-07,0.0008991249048862,0.0,0.0192346474019846,4.61601474110234e-25,0.0,0.368175979582594,7.410918941699601e-10,0.374614813894661,0.640848456697531,-0.0,0.21819153677995,0.0076645564807118,1.06011322512459,0.645209440433184,0.562600354518988,0.561041215492403,0.5594864520484,1.06,0.219979053076244,0.561996858981366,0.0339541236594935,1.00171745392624e-06,0.0,0.133917014277462,7.373385634857999e-13,0.0,0.0,18.6481619024602,0.305884419720411,0.0,0.176293428723124,116.405312172725
1993-01-03,1.4,12.47,10.88,1.42,0.0,2.99454130587931,0.0,4.63562237359685,0.0,4.11809815529587,0.0659696287538054,0.0,0.0034308742988583,1.1654241677509599e-26,0.000238812269565,4.11809815529587,0.0359763580164363,0.871220443482868,3.08585090694084e-05,0.0036550734422969,0.0,0.955008781563126,4.61601474110234e-25,0.0,0.44857826893169,6.20795079718462,0.36997403013351,1.15768680903454,-0.0,0.264893395803039,0.0249971753845926,5.55011298500871,1.8401948145504,1.0403186528225,1.03868863168104,1.03732015768594,5.55,0.26637154600675,1.04006879587184,0.64942831985985,2.87943011892571e-06,0.0,0.110639974471783,4.53532494950446e-10,0.0,3.85865478085371,16.4854432134113,1.98816424861826,1.12938810982961,0.644612285815665,61.0402089331112
1993-01-04,22.63,14.14,6.51,1.4,0.0,23.5093138294525,0.0,20.8154398209572,0.0,20.3720687395662,0.0660150596844522,0.0,0.0034078930697308,1.16235438723544e-26,0.0002374439353811,20.3720687395662,1.23807484093,4.16651222917818,0.0275344794007799,0.0191598283376383,0.0,6.46995937768955,4.61601474110234e-25,0.0,1.31915256084413,35.5245974664491,0.410660427314471,3.5707372957795,-0.0,1.03438474150132,0.11402445888306,26.6151136503284,8.13035889071057,3.4599898161664,3.45688959726531,3.45369800762275,26.615,1.04118071693807,3.45633801344729,3.56913368623378,1.58969930889581e-05,0.0,0.282165423057136,2.75901077134194e-08,0.0,19.71777664065,28.9097556519057,10.9439122988331,17.2832762910256,3.58994985714085,50.8947967576902
1993-01-05,0.1,5.89,9.84,1.89,0.0,10.0735026525942,0.0,13.8575781358007,0.0,13.0347124923742,0.0673008452571406,0.0,0.0033851265721651,1.15665714941132e-26,0.0002360886037424,13.0347124923742,0.499420224228297,0.0035187865361,0.0110250178808434,0.0526692669752338,0.0,1.0819641936475,4.61601474110234e-25,0.0,3.12546205943852,2.66363056247219e-15,0.462267553312054,5.78383450694233,-0.0,2.81401241398585,0.265872401223587,0.0051131074749473,6.55532025979749,5.69527125736442,5.68817005868162,5.68315686614122,0.005,2.83501138990383,5.69153784587244,2.28934742495022,4.907620871472e-05,0.0,0.401965556453038,5.46561883698608e-07,0.0,12.2021806548974,19.2731807432963,12.1051762820328,0.0,2.39371657151274,45.8030443493019
1993-01-06,0.0,3.4,8.44,2.09,0.0,6.29566843615918,0.0,9.22676551199164,0.0,8.26980833249368,0.0699011985867085,0.0,0.0033625722352548,1.1522981541605399e-26,0.0002347461024637,8.26980833249368,0.205865263544335,0.0027330144668603,0.0044142944737682,0.098164001498817,0.0,0.72130946244016,4.61601474110234e-25,0.0,4.97923023615143,2.8078351348377104e-15,0.532706200332302,7.14855736677932,-0.0,4.65836063228239,0.452499355138515,0.0001130279505722,5.4698932732744,7.0843081927454,7.07346796916468,7.06729288330397,-4.94410478763299e-32,4.69849948802565,7.08251830698304,1.46883404882474,9.99109060672742e-05,0.0,0.463169225960523,3.74122311895693e-06,0.0,7.73661855060759,12.8487973000145,10.4747348964972,0.0,1.59581104764856,10.0591703230319
1993-01-07,2.14,5.59,7.09,1.85,0.0,3.87711229074077,0.0,6.72139436031067,0.0,5.19320555435434,0.0739965407981849,0.0,0.0033402275255919,1.14898754917265e-26,0.0002334162622787,5.19320555435434,0.0903501622059537,0.137956446512471,0.0017672759216876,0.151639838818707,0.0,0.480872974951612,4.61601474110234e-25,0.0,4.13073508758815,4.39473786032659e-07,0.607266407931828,7.70688880566922,-0.0,3.79640184519865,0.648550761609757,0.865112920215159,4.8245214054388,7.59966392023119,7.58653370306546,7.57992254135729,0.865,3.82859158477855,7.60021521405314,0.873056382448129,0.0001639283146826,0.0,0.491859156044469,1.42044502743041e-05,0.0,5.17535804038822,8.5658748321243,8.18546528537021,0.0,1.13595736510615,2.65336629799822
1993-01-08,3.67,5.92,5.77,1.93,0.0,1.83807486048491,0.0,4.54408923395152,0.0,2.71547037015713,0.0798501602300387,0.0,0.0033180899466224,1.14130463939127e-26,0.0002320989167795,2.71547037015713,0.0460510046187552,0.0199179731746418,0.0007075253591827,0.210428598270483,0.0,0.320581983301911,4.61601474110234e-25,0.0,3.8271121049493,3.1201086867167104e-15,0.676940279424871,7.60106721352623,-0.0,3.42068568280287,0.832595122652673,0.110112746674465,4.06676180002671,7.438075734697,7.42186903596382,7.41539940353852,0.11,3.44918687704897,7.44116824527384,0.443906348735798,0.0002372052754694,0.0,0.505969064145466,3.86425309435486e-05,0.0,2.20751139481864,5.71059302061509,6.05813120088349,0.0,0.766471576742717,1.22279138615587
1993-01-09,0.12,7.47,9.1,2.07,0.0,1.6316231168,0.0,5.0075808378926,0.0,1.08618814802882,0.0878245133176607,0.0,0.0032961570380148,1.1332661930316001e-26,0.0002307939023581,1.08618814802882,0.10183528118037,0.469149672868378,0.0022042764938516,0.273125154398009,0.0,0.454570088773502,4.61601474110234e-25,0.0,3.90375008322181,1.77018731161201,0.740072307377377,7.26360533555642,-0.0,3.36095951308649,0.996810803473085,2.98511265622307,4.12161977149417,6.84124139955701,6.82253262175847,6.81658006082194,2.985,3.36788518336625,6.84688491505585,0.39407388163506,0.0003168123012372,0.0,0.524426879876373,8.52660543664069e-05,0.0,2.39048448619035,3.80707165046108,4.48082254348857,0.0,0.759731051159324,0.854524537608439
1993-01-10,3.54,8.86,0.83,1.97,0.0,2.4502241749797,0.0,5.72116544354966,0.0,0.497458765364776,0.0981275219496099,0.0,0.0032744263750412,1.13095862278911e-26,0.0002295010581489,0.497458765364776,0.157082893859094,0.561985532055638,0.0048763740706344,0.339963457607456,0.0,0.948879228779106,4.61601474110234e-25,0.0,4.21764513815551,4.44349738552488,0.799129946766398,6.9422247271939,-0.0,3.59973461755984,1.14332441282207,3.58011260795709,4.26660835284263,6.01802215848041,5.99962520270956,5.99438519095452,3.58,3.48855821677975,6.02528972033738,0.733190334112135,0.0004006917138803,0.0,0.567088533015464,0.0001631389632297,0.0,3.72215096087426,2.53805724494767,3.35532232194001,0.0,0.80482070077281,3.03539318766155
