Date,C/E,Year,Month,Day,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,1,1993,1,1,0.0,-0.9653937453518252,1.0344877138339348,1.36063734584743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7225217817059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010038602696695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.395282742259
1993-01-02,1,1993,1,2,0.0494481617875022,0.9647782909241052,0.6834854329748835,1.3823245661901125,0.0,0.0,0.0,0.0164714682134484,0.0,0.0002837131972473,0.0,0.0,0.0,0.0,0.0,0.0002837131972473,0.0,2.06323650652625,0.0,0.0,0.0,0.0,0.0,0.0,0.0004974836214417,0.0,0.0,0.0018297463800099,-0.0,0.0,6.08592760461737e-06,0.0247240808937511,2.26076608486332e-06,0.0018297463800099,0.0018289138183512,0.0018285565529273,0.024724084015818,0.0,0.0018296353245087,0.0,5.298057666907239e-29,0.0,-0.0031434994571967,0.0,0.0,0.0,0.0084777887083851,0.0,8.86604212158599e-05,0.0020603400744792,117.318160607939
1993-01-03,1,1993,1,3,0.0,1.6496338925953404,1.2492594529868442,1.3332925897631782,0.0,0.0,0.0,0.0109672846719752,0.0,0.0049164448590267,0.0,0.0,0.0,0.0,0.0,0.0049164448590267,0.0,1.15281538741323,0.0,0.0,0.0,0.0,0.0,0.0,0.0018254263171606,0.0,0.0,0.00365700451296,-0.0,0.0,1.02992621001204e-05,-1.41146099561222e-45,1.8083896466261e-06,0.00365700451296,0.0036538699648464,0.0036531562071019,1.85577427255897e-07,0.0,0.0036566894105685,0.0,2.6801937804283197e-28,0.0,-0.0067458452201426,0.0,0.0,0.0,5.50843396627445,0.0,0.0030019052319017,0.0013735600496528,58.1455371669114
1993-01-04,1,1993,1,4,0.0006252826109281,1.594464963841695,0.5524651357278676,1.3493222743642912,0.0,0.0,0.0,0.007515800508951,0.0,0.004493114255857,0.0,0.0,0.0,0.0,0.0,0.004493114255857,0.0,0.780501513845018,0.0,0.0,0.0,0.0,0.0,0.0,0.003715924110675,0.0,0.0,0.0048976451828108,-0.0,0.0,1.09898543172195e-05,0.000312641305464,1.53589393904924e-06,0.0048976451828108,0.0048929322857624,0.0048919585231829,0.0003127126486153,0.0,0.0048973834563518,0.0,7.46475896584474e-28,0.0,-0.0111873571097456,0.0,0.0,0.0,8.98938218541066,0.0,0.0015400476779331,0.0009417601418905,28.8691516808962
1993-01-05,1,1993,1,5,0.0,-0.3286644811314859,0.9106954716212162,1.317262905162065,0.0,0.0,0.0,0.005005977030343,0.0,0.0017972457023431,0.0,0.0,0.0,0.0,0.0,0.0017972457023431,0.0,0.583039586617497,0.0,0.0,0.0,0.0,0.0,0.0,0.0029455113435453,0.0,0.0,0.0054603650101212,-0.0,0.0,9.39773291642935e-06,1.33515593378065e-35,1.29569486003817e-06,0.0054603650101212,0.0054541458667433,0.0054530445397874,5.18956601229721e-08,0.0,0.0054607173674453,0.0,1.50937397797129e-27,0.0,-0.0162658160001864,0.0,0.0,0.0,5.99292145641202,0.0,0.0,0.0006278400945937,14.0807128547328
1993-01-06,1,1993,1,6,0.0,-0.8331612123487572,0.8518923382123496,1.2578587798755867,0.0,0.0,0.0,0.0033344788228662,0.0,0.000718898280937,0.0,0.0,0.0,0.0,0.0,0.000718898280937,0.0,0.462634572505022,0.0,0.0,0.0,0.0,0.0,0.0,0.0025786492979722,0.0,0.0,0.0054737300611733,-0.0,0.0,7.03745195059751e-06,8.901039558537659e-36,1.09090834018351e-06,0.0054737300611733,0.0054664952290454,0.0054653795543598,2.71436416746019e-08,0.0,0.0054749339107938,0.0,2.49817725364356e-27,0.0,-0.0217981601399622,0.0,0.0,0.0,3.99528097091785,0.0,0.0,0.0004185600630624,6.24019688323505
1993-01-07,1,1993,1,7,13.39697536180438,3.0300487738133537,0.2450199857404949,1.6010826148641275,0.0,3.79616406184371,0.0,4.46678753388782,0.0,4.38646562399347,1.20095899215508e-07,0.0,0.0,0.0,0.0,4.38646562399347,0.0545831928566083,2.79843854358457,0.0,0.0019563301805414,0.0,0.0752524930235559,0.0,0.0,0.1371302933364,1.02495497532362,0.0,0.501140834438275,-0.0,0.108025932959229,0.0147732816009003,6.69848768090219,0.152569458511041,0.501140834438275,0.501052756252832,0.499443092809395,6.69848768874668,0.108101033128763,0.499509810376499,0.0549827144363624,9.76519765520744e-14,0.0,2.54321695598724e-05,5.17285448114491e-10,0.0,3.62839245586744,17.2303393206013,1.79060277564074,1.06419480275704,0.670923333488149,6.11492576002073
1993-01-08,1,1993,1,8,0.4026714419760764,3.3685164424094336,0.945633445444806,1.8283269671504967,0.0,1.97005262295946,0.0,3.10914352981214,0.0,2.74432369816409,5.59269299850373e-07,0.0,0.0,0.0,0.0,2.74432369816409,0.0220268740088765,0.395606404174994,0.0,0.0071719791276637,0.0,0.0124925358364244,0.0,0.0,0.500749535256535,6.88824768245396e-08,0.0,1.01092491486056,-0.0,0.396382364816853,0.0432437247022223,0.201335720988038,0.126770549786083,1.01092491486056,1.01038482326935,1.00710574674908,0.201335738207374,0.396657958214458,1.00741955933117,0.0285454634209439,4.19870018498201e-13,0.0,0.00042349448992,2.1163873872487e-08,0.0,1.68481595637718,22.8500051244841,2.08903657167636,0.0257084452808574,0.464060199074308,7.17584802047165
1993-01-09,1,1993,1,9,0.2505025962830602,0.1912899767583623,0.3412484293275638,1.5171625013641823,0.0,1.19961893884759,0.0,2.15552801569279,0.0,1.71579965565244,1.1927459333891e-06,0.0,0.0,0.0,0.0,1.71579965565244,0.0090936991052247,0.325134940418229,0.0,0.0145589795392509,0.0,0.0083283572466775,0.0,0.0,1.02437312646337,2.87267451938602e-08,0.0,1.36463454999404,-0.0,0.805530725599918,0.0799804953767218,0.12525129814153,0.108468578065614,1.3646345499712,1.36379673947012,1.35933287312287,0.125251309140976,0.806090785982089,1.35994511023295,0.0143121909723292,9.94822131797245e-13,0.0,0.001716085821437,1.65101200662053e-07,0.0,1.10873349642877,15.2753373163184,1.80780847469063,0.0,0.319811074227672,1.2531277490613
1993-01-10,1,1993,1,10,1.1620266969908115,2.958502053574622,0.932986347483082,1.475673905926007,0.0,0.488750510069299,0.0,1.82266124122265,0.0,1.26246396126115,1.97312172672363e-06,0.0,0.0,0.0,0.0,1.26246396126115,0.0040097816180531,0.444583237919925,0.0,0.0233927120742034,0.0,0.0055522404099728,0.0,0.0,0.844201550893784,0.0063015061542544,0.0,1.57246013451558,-0.0,0.634602755175401,0.119726032596098,0.581013348495406,0.106348684670436,1.5724601344818,1.5711720119369,1.5658478970797,0.581013355794189,0.63504397763275,1.56679667524397,0.0071575834359594,1.84578986809757e-12,0.0,0.0042807355286422,6.55232911395352e-07,0.0,0.53024911469869,10.5919007112421,1.36096218715106,0.089093352250819,0.261625161860033,0.237282587938657
