Date,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m42,m43,m44,m46
1993-01-01,0.93,-4.03,2.02,4.94,1.3530195936273198e-06,2.3261086810462497,2.06822698372577e-06,3.52430498239763,0.0705939175419619,5.533147202602481,216.542508019554,-3.1384441232298904e-09,0.726699600482035,0.0,0.0070422355276586,4.28185858562204,2.14815225491403,0.163603029482405,9.28106484800622e-06,8.58282064365758,0.0,0.493665684893009,4.8570548398418305,0.0,3.02250582354389,0.000204275043542954,1.0,6.465713050782809,-0.0,2.9389057309929703,0.0418578383729079,1.3862289993463301,4.34791051524556,2.99835780942658,3.37222583765298,0.527576092565641,0.513472245846171,4.54001128217005,2.83260619372365,2.6807337890078102,0.000113933825693821,0.411165800175841,1.06105620510135,4.34648469184478,4.641417192168429,5.857899593220839,0.792569002319103
1993-01-02,2.09,-3.97,1.09,4.42,7.16109198500847e-06,1.78345884123034,8.01680063515109e-06,3.2070906642622994,0.0697608954638559,2.4687237841812597,216.361127241082,-8.61914727552784e-10,0.733789725162336,0.0,0.00653931887116526,1.9492843124163501,2.04420122432142,0.33152313957112295,3.28716931233284e-06,8.02807294658079,0.0,0.525996592189239,2.56871194380602,0.0,2.87553293506464,0.49622571399737203,1.0,6.34836973492806,-0.0,4.3196767680908,0.0446662158785701,1.60400618725935,3.53435453546773,3.29319625884619,3.5680262834861898,0.556256419664853,0.564640318159452,2.6122809497643,3.18946681736752,1.34036689450391,0.000111248895205242,0.38783274920371397,1.09404578559426,3.49039136104893,2.8167489021470296,5.0057229037984,0.6436779635530071
1993-01-03,20.26,-2.0,0.32,4.41,4.284594928493,5.91388700985133,0.613095951388428,10.614152495135802,0.0690357571592793,11.2510542227883,216.594888961876,1.66558174275139e-07,0.931580131808358,0.0,8.894096951649699,0.9639132124530999,2.8168382498156603,2.95301882091028,0.000526906507513605,7.4709128742592,0.0,4.95942448778722,11.706026252646899,0.0,3.51200672649554,18.7109868955429,1.60038999473082,6.28113594108526,-0.0,4.4316465436258206,0.0475306515474677,6.661440461897769,6.358381632805621,3.35862405925856,3.57737469451537,0.759532261101902,5.184070952997041,3.9224237351104105,3.3641095986041005,0.682611518648995,0.00010800043374279301,0.36557631346402003,1.16265037252527,5.649331730551701,1.72477533092424,3.92922628790821,1.13418407333578
1993-01-04,10.46,-1.8,1.57,4.46,6.462124729358691,4.38631711275774,4.540402653010941,9.55890126638217,0.0683904959628594,10.5079588291911,217.37240803081002,-2.98002844949166e-08,1.02566841198813,0.0,9.245323195937651,0.34830061928448,2.73616893576482,1.5551271424456101,0.0007180510154002179,6.929062048564821,0.0,2.70078673537895,10.8366561063837,0.0,3.8286047078056002,8.73554278922205,1.18941520570306,6.254625459279879,-0.0,3.9205788690608103,0.0504508794077676,5.1491815704255,6.5589719108314695,3.2534355802548998,3.4442358355005895,0.989686569671757,5.386941412930679,5.416523634169639,3.3743834100314998,3.58845382753052,0.00010435540324695899,0.344395086007437,1.23284591854881,6.406081294129749,1.0672800718119,3.0072157532361095,1.15192758586829
1993-01-05,1.86,-4.3,8.74,3.92,0.0358322694554489,1.60643070250951,0.0241486703873492,3.27985754561758,0.0677125902662675,3.67269659226673,218.773438111409,-8.184084097665641e-09,0.9591522036367729,0.0,3.08774038983963,0.125855028469253,2.4125033120201,0.309925504941884,0.000253843344125323,6.40079197190364,0.0,0.6553481128487081,5.79496036446695,0.0,3.6871809865567897,3.5330969639664e-12,1.0,6.237438534522799,-0.0,4.27229030804564,0.0534254741774161,2.8982298351597,5.092922956475969,3.04138901427906,3.16371424497786,1.0609576817298199,2.5690135072607,4.04881903764169,3.2385477884104104,3.40496848291616,0.000100441012311579,0.32427608455156,1.2874721567445802,4.3162830867262105,0.668446085928596,2.31997568138842,0.895342622560669
1993-01-06,0.0,-6.88,7.98,3.55,0.0,0.7339157245073991,0.0,2.2276360677886298,0.0669349573552192,1.28366513942426,220.813451633594,-2.24760497180887e-09,0.884720847795404,0.0,0.151761877147875,0.0454764849491231,2.2973425748545897,0.0394678636261397,8.973608153344742e-05,5.8799766653043,0.0,0.38461216868052506,2.31303201804706,0.0,3.3985477983990697,3.39266091388704e-12,1.0,6.2098221592248795,-0.0,4.94928216691456,0.0564519076932172,2.55289417948922,3.7000165990598703,2.77452685611863,2.83405272796235,0.996464513646069,1.4330526229068101,2.37525646967399,3.0348183928587202,1.70248424794803,9.63507333222045e-05,0.305197557907091,1.33033340183985,2.60822020546739,0.424361146048086,1.8292354313241599,0.665519111036827
1993-01-07,0.03,-7.97,8.56,3.3,2.91944706476421e-08,0.335297557397146,5.15579774730268e-07,1.49344280276882,0.0662059497749745,0.44866112535630603,223.496475784698,-6.17262481592534e-10,0.8105942610535641,0.0,0.0899454603986491,0.016432483497539,2.2817081793370497,0.0453148037485054,3.1762181271441e-05,5.37008718139979,0.0,0.2697019381763,1.36576665569976,0.0,3.1257583620779705,3.2074879014525696e-12,1.0,6.1620140009697,-0.0,4.15526203986282,0.0595266615597508,2.33568445687121,2.7037663682733704,2.48855977954766,2.4961079042017795,0.8563158807574691,0.981830101285838,1.50541165023155,2.7955497612560203,0.851242123329946,9.21544348519229e-05,0.2871312444073,1.3619003872387099,1.3676585550079798,0.273418529256095,1.49617182214347,0.5096035694327079
1993-01-08,0.36,-7.37,5.96,3.16,1.6005707639266102e-08,0.15318441646954903,7.38093310310717e-07,1.11336519605553,0.0655166153470714,0.156814110330189,225.138699908932,-1.6951955324797098e-10,0.7631884416855171,0.0,0.0607067243963336,0.00593771737565612,2.3469925782249503,0.0956758269237402,1.11883115363785e-05,4.893474673939901,0.0,0.189123333595379,0.698833264049104,0.0,2.9120867822512104,3.07556353906546e-12,1.0,6.09214434424979,-0.0,2.98111014883237,0.0626456993354214,2.10757242476813,2.04221425525297,2.20595778409222,2.19063588922805,0.692439117441031,0.7680686196531721,1.0510477410618102,2.5352392974343396,0.425621061664973,8.78940982891718e-05,0.270044182544046,1.3710082461638302,0.6501454788122359,0.17895026624330604,1.29108950663787,0.410491851694096
1993-01-09,0.01,-7.33,6.37,2.9,1.4669463421768098e-11,0.0699840035557503,1.90730713889309e-09,0.790872578439536,0.0648381764733708,0.0548089933306784,225.29301194316002,-4.6555361539254e-11,0.7118946069054609,0.0,0.0444158780822693,0.0021455361635878,2.42411481533991,0.0447708095287708,3.955139446470649e-06,4.49101077175113,0.0,0.13261912592037198,0.348436789028427,0.0,2.69751634282852,2.92814008600042e-12,1.0,5.999442363685531,-0.0,2.1501129151408795,0.06580447968964401,1.84451556656234,1.4933517782261598,1.9394202927752502,1.9152548531353102,0.53519430333817,0.6084714159665351,0.811575081749472,2.26947801920717,0.21281053083248605,8.359165660491709e-05,0.253900157211922,1.3672640950480601,0.0794660897943724,0.119025595071332,1.1680474696946102,0.326906077882005
1993-01-10,0.02,-8.95,3.36,2.72,5.11541919934189e-12,0.0319729700094192,1.11889356446682e-09,0.614205787705797,0.0641672742746641,0.0191566039084827,226.186059911819,-1.27855551289881e-11,0.682929529764692,0.0,0.0343128598649009,0.0007752685314870821,2.50488031626907,0.0473088216682088,1.37668043812263e-06,4.15786363564282,0.0,0.0929966293906327,0.206153009006362,0.0,2.47217005721587,2.850392117001e-12,1.0,5.886111049457821,-0.0,1.6150234259314702,0.0689983730880914,1.6240899901066002,1.09393664760391,1.6953257162209,1.68386406186531,0.40009183429799794,0.520608832489078,0.684165506374103,2.01181266962403,0.10640526541624303,7.92534540333187e-05,0.238660849294658,1.36742031798058,0.0595528337336331,0.0804493872613668,1.09478502995499,0.265131901108191
