Date,C/E,Year,Month,Day,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,1,1993,1,1,0.1797343610099054,-9.863673288021388,0.186528196151967,0.92044351213665,0.0,0.0,0.0,0.0599002861613938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77207840000947,0.0,0.0,0.0,0.0,0.0,0.0,0.0018082472936374,0.0,0.0,0.0066551737398526,-0.0,0.0,2.21211521243023e-05,0.0898671805049527,2.98641779190055e-05,0.0,0.0,0.0,0.0898671881149473,0.0,0.0,0.0,0.0,0.0,-9.92567869657513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.007488931708746,235.770885759705
1993-01-02,1,1993,1,2,0.0978925359916194,-7.231342042464144,0.3166782619578557,0.9003775846568776,0.0,0.0,0.0,0.0725414086313378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07464716382123,0.0,0.0,0.0,0.0,0.0,0.0,0.0076199088052283,0.0,0.0,0.0169322106684588,-0.0,0.0,4.94841080247051e-05,0.0489462679958097,4.89824427062025e-05,0.0,0.0,0.0,0.0489464353462796,0.0,0.0,0.0,0.0,0.0,-0.0004744633798912,0.0,0.0,0.0,0.0,0.0,0.0,0.0090714768054814,117.663935101032
1993-01-03,1,1993,1,3,1.3032372920656996,-3.5985641283391097,0.2248416605978646,0.9003775846568776,0.0,0.0,0.0,0.482664900836863,0.0,0.0,6.62277389758738e-11,0.0,0.0,0.0,0.0,0.0,0.0,1.43325637740966,0.0,0.0,0.0,0.0,0.0,0.0,0.0302080010936163,0.0,0.0,0.0732433444575682,-0.0,0.0,0.0014503055462145,0.65161864603285,0.0019275024082723,0.0,0.0,0.0,0.651640438368203,0.0,0.0,0.0,0.0,0.0,-0.0009628306902203,3.49878294578021e-12,0.0,0.084506591373878,0.0,0.0,0.0,0.0603492050397252,58.8685038523309
1993-01-04,1,1993,1,4,0.5807231976913129,-7.852064943036927,0.2923232717833996,0.8803116571771051,0.0,0.0,0.0,0.51520046996201,0.0,0.0,3.3686459677309903e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.897839656434124,0.0,0.0,0.0,0.0,0.0,0.0,0.07191486878686,0.0,0.0,0.147366420326861,-0.0,0.0,0.0044237091973834,0.290361598845656,0.0026907896308791,0.0,0.0,0.0,0.29036967823723,0.0,0.0,0.0,0.0,0.0,-0.0014263838093903,1.44332780863998e-10,0.0,0.0855642705941432,0.0,0.0,0.0,0.0644296032636236,29.5829268619473
1993-01-05,1,1993,1,5,0.814927832153834,-10.736822484270952,0.2391595864795395,0.9003775846568776,0.0,0.0,0.0,0.614962589995113,0.0,0.0,9.04979820742376e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.740371467383592,0.0,1.95023427965834e-10,0.0,5.67544950346581e-16,0.0,0.0,0.142383826262939,9.35701310267934e-05,0.0,0.23225506069462,-0.0,1.07751522756994e-08,0.0091233290941193,0.407463916076917,0.0044132753053526,0.0,0.0,0.0,0.407470204308727,0.0,0.0,2.54040850893532e-25,0.0,0.0,-0.0018023333112463,1.1685845815044402e-09,0.0,0.181157254835161,0.0,1.3299381824912101e-15,0.0,0.0769083951821488,14.9294638220658
1993-01-06,1,1993,1,6,0.2584616214676213,-9.886820738346875,0.2637152175481561,0.9003775846568776,0.0,0.0,0.0,0.495998196912941,0.0,0.0,1.9037832358851203e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.510711865237958,0.0,7.63893075413875e-10,0.0,4.31981506369157e-16,0.0,0.0,0.16702400761435,4.1358833373569e-05,0.0,0.299275115166291,-0.0,4.22347572632483e-08,0.0149006777656612,0.129230810733811,0.0043786935055812,0.0,0.0,0.0,0.129072896433385,0.0,0.0,7.35988394837984e-16,0.0,0.0,-0.002079641661687,4.9479170321063305e-09,0.0,0.101477163765181,0.0,8.578603673919789e-16,0.0,0.0620414976826008,7.2557604384754
1993-01-07,1,1993,1,7,0.0470393013270111,-5.268521673630595,0.2618237272922533,0.9003775846568776,0.0,0.0,0.0,0.346254619351276,0.0,0.0,3.18941303824534e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.390649832051575,0.0,1.56278168273e-09,0.0,7.8788998851531e-17,0.0,0.0,0.185908839071418,1.15671676400388e-08,0.0,0.334269834324628,-0.0,8.67031990527959e-08,0.0207260176708413,0.0235196506635055,0.0037815729126969,0.0,0.0,0.0,0.0234382439525838,0.0,0.0,1.2074662276011299e-16,0.0,0.0,-0.002271588103523,1.48857188031103e-08,0.0,0.0262455208350562,0.0,-3.60359293023594e-16,0.0,0.0433209693436737,3.206170467455
1993-01-08,1,1993,1,8,2.3293358049837503,-6.497091237518908,0.2257797742382844,0.9003775846568776,0.0,0.0,0.0,1.00705442229944,0.0,0.0,6.518683525117971e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.734066694560027,0.0,0.0002783882553873,0.0,0.0015393179025588,0.0,0.0,0.200394084465055,0.0371924062806435,0.0,0.424562681845366,-0.0,0.0153795714957094,0.0284118747792785,1.16466790249188,0.0149155764029271,0.0,0.0,0.0,1.16521729247241,0.0,0.0,0.0011272848680906,0.0,0.0,2.46475277674179e-07,3.59349937710548e-08,0.0,0.463198039251747,0.0,0.0495718268869615,0.0,0.125936304770189,2.03640533457017
1993-01-09,1,1993,1,9,0.1469436821620468,-9.406446152811569,0.2420815414517046,0.9003775846568776,0.0,0.0,0.0,0.720176587967079,0.0,0.0,1.48718850255959e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.307355209619241,0.0,0.0010216075930268,0.0,0.000261357741929,0.0,0.0,0.253146334043901,0.0004017975783481,0.0,0.497521441879676,-0.0,0.0564822028554498,0.0374965238457874,0.0734718410810234,0.0128057610500861,0.0,0.0,0.0,0.0733809406557967,0.0,0.0,0.0005878466525772,0.0,0.0,2.97223328898982e-06,7.50736144443268e-08,0.0,0.231785556029431,0.0,0.115252620778441,0.0,0.0900801899368268,1.63354941627348
1993-01-10,1,1993,1,10,1.218481786711772,-7.798706242349334,0.1988578241573664,0.9003775846568776,0.0,0.0,0.0,0.886102200579385,0.0,0.0,2.77204749914772e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.454080967846507,0.0,0.0022410394292535,0.0,0.0016150595551786,0.0,0.0,0.355130206564742,0.0282895979204293,0.0,0.573109202689185,-0.0,0.124006993097969,0.0481704452481764,0.609240893355886,0.0182260922332906,0.0,0.0,0.0,0.60918205080524,0.0,0.0,0.0013516166288218,0.0,0.0,2.30229968677739e-05,1.43838320601913e-07,0.0,0.367444422739539,0.0,0.225350332500498,0.0,0.110823534404172,0.731081797780852
1993-01-11,1,1993,1,11,0.259513346333499,-11.87733458590318,0.157945498501379,0.9003775846568776,0.0,0.0,0.0,0.677132352601648,0.0,0.0,4.6730103042012e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.265698911026368,0.0,0.0039668457682884,0.0,0.0005683468487478,0.0,0.0,0.33760618685409,0.0046771710303021,0.0,0.618252988957159,-0.0,0.125559829397561,0.0596476505091303,0.129756673166749,0.0166635740397375,0.0,0.0,0.0,0.129716612642128,0.0,0.0,0.0008514680743096,0.0,0.0,8.14599510231149e-05,2.6006093561039e-07,0.0,0.246183043691301,0.0,0.288484475365668,0.0,0.0846954123667072,0.768573451427384
1993-01-12,1,1993,1,12,0.1828318723325261,-11.721565901319789,0.2625773606012188,0.9003775846568776,0.0,0.0,0.0,0.512231092774325,0.0,0.0,7.03371612520888e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.231183465376725,0.0,0.0060546703128447,0.0,0.0002815194854695,0.0,0.0,0.350224513170761,0.0005643462737014,0.0,0.626514793187531,-0.0,0.151547699703871,0.0708244188973498,0.091415936166263,0.0150561186491788,0.0,0.0,0.0,0.0913892291886921,0.0,0.0,0.0004361947530499,0.0,0.0,0.0001975781863856,4.48651452741545e-07,0.0,0.10398593005242,0.0,0.293846502052141,0.0,0.0640816029249899,0.27794623867057
1993-01-13,1,1993,1,13,0.6171413985093794,-11.017264955888598,0.1990141463635942,0.9003775846568776,0.0,0.0,0.0,0.5470923699808,0.0,0.0,9.82798896842632e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.282566711707895,0.0,0.0084447345821545,0.0,0.0007898261372748,0.0,0.0,0.315973650020435,0.0132414615854322,0.0,0.621349420624011,-0.0,0.141590948406509,0.08136614044493,0.30857069925469,0.0169233493007195,0.0,0.0,0.0,0.308552895018751,0.0,0.0,0.0006627104972084,0.0,0.0,0.0004249293415648,7.41019983311647e-07,0.0,0.167358334735315,0.0,0.290799224732285,0.0,0.0684352935545349,0.21246019421895
1993-01-14,1,1993,1,14,0.1443470728807227,-11.059474032488758,0.1987169193032754,0.9003775846568776,0.0,0.0,0.0,0.412761955818451,0.0,0.0,1.31206100469116e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.191687844331993,0.0,0.0110981820435801,0.0,0.0002433603309286,0.0,0.0,0.305545889590626,0.0008773559521511,0.0,0.595865923624314,-0.0,0.143268280512394,0.0907361070755191,0.0721735364403614,0.0149504784496345,0.0,0.0,0.0,0.0721616668727579,0.0,0.0,0.0003543628630161,0.0,0.0,0.0007784842372993,1.17316269394243e-06,0.0,0.096978439255268,0.0,0.266509072606485,0.0,0.0516379904064001,0.275913742458516
