Date,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47
1993-01-01,0.53,-3.59,14.56,15.67,0.0,0.351299966472081,0.0,1.57741167833569,0.0,0.566711177357398,2.84215824279601e-06,0.0,0.0,0.0,0.0,0.566711177357398,0.0019358569904821,0.002751803380731,6.62792983708367e-58,0.0002862152050095,0.0,0.0253536409230872,0.0,0.0,0.26117816051152,5.97237445726534e-26,0.0100608767907841,0.722478207250402,-0.0,0.0823905017456043,0.0015604105569977,1.77524779548621e-08,0.353028342438596,0.722478207253059,0.706320677692624,0.704059308504981,-0.0001256909884606,0.0823905006473857,0.705755432120099,0.0592437137635793,1.16047980090921e-10,0.0,-1.1177827544635,0.0,0.0,0.0,68.8250917503036,0.424560899811955,1.22423180207642e-51,0.202688931807499,227.127010456353
1993-01-02,0.05,-4.93,8.17,9.14,0.0,0.140519986596843,0.0,1.03693216392204,0.0,0.226684470915984,2.84215759689503e-06,0.0,0.0,0.0,0.0,0.226684470915984,0.0007743427961926,0.0027480249649115,2.6511719348334702e-58,0.0010467929173193,0.0,0.0169024272820458,0.0,0.0,0.177927495333145,5.603653845263029e-26,0.0095996368228834,0.847450395868648,-0.0,0.0565472702786721,0.0016192485979437,1.7752005226931e-08,0.291819619890268,0.847450395869238,0.828675822312357,0.826973750878712,0.0001517945129901,0.056547269522972,0.831013216961377,0.0297067888285344,4.41153607149678e-10,0.0,-0.600501140754308,0.0,0.0,0.0,53.1833961435179,0.359700384785996,6.11802138379198e-52,0.135125954538333,107.424313531862
1993-01-03,0.64,-1.3,7.99,5.73,0.0,0.0562079946335945,0.0,0.686580520703066,0.0,0.090673788373558,2.8421637486621e-06,0.0,0.0,0.0,0.0,0.090673788373558,0.000309737118477,0.0027442569073718,1.06046877393339e-58,0.0021200952931708,0.0,0.0112682848546986,0.0,0.0,0.12710447889424,5.46852246574165e-26,0.0095008754197375,0.884888480482439,-0.0,0.041308274549796,0.0013620949271298,1.77515324517193e-08,0.244010993885394,0.884888480482047,0.865636044931065,0.864359481940431,0.0001247798693381,0.0413082739934485,0.870039051099775,0.0148565768377068,9.27604300188686e-10,0.0,-0.361524349449098,0.0,0.0,0.0,45.1555990096769,0.285487944899838,3.05826163487589e-52,0.0900839696922218,50.8326741598855
1993-01-04,3.3,7.2,6.33,5.94,0.0,0.0224831978536066,0.0,0.683077739796018,0.0,0.174269515349082,2.84217784229849e-06,0.0,0.0,0.0,0.0,0.174269515349082,0.0001238948473908,0.0567138693044944,4.24187509573355e-59,0.003400465946538,0.0,0.0075121899031355,0.0,0.0,0.106616503089484,5.34054428181233e-26,0.0093895126983791,0.878783977223524,-0.0,0.0338991801653247,0.0010935862618262,0.34500001775106,0.24001338791392,0.878783977222739,0.860201565633152,0.859223436739436,0.344824014646347,0.033899179702065,0.865221140369742,0.0074284024607648,1.5388678978542102e-09,0.0,-0.259935768916581,0.0,0.0,0.0,66.7670676033217,0.220560625753021,0.0439507539994424,0.0888059797948146,22.4219086075231
1993-01-05,14.51,4.38,5.35,10.94,0.0,3.93691498203968,0.0,6.96677586898163,0.0,4.0377078065021,2.99567769972711e-06,0.0,0.0,0.0,0.0,4.0377078065021,0.0721546552222308,1.55429385830453,1.69675003829342e-59,0.0076032637496658,0.0,1.11025675924287,0.0,0.0,0.314065947757702,3.63919931131509,0.0099094408112129,1.54752508456388,-0.0,0.188322829101797,0.0032711491332533,9.92000001775082,1.41247715459697,1.54752508429387,1.52217682617515,1.5202908568808,9.92000000000003,0.188322828651412,1.52589094818928,0.716182506721819,3.5010957195718205e-09,0.0,-0.155466520018515,8.355302785652059e-11,0.0,0.0,101.124699708893,2.81766347292913,1.39271730319822,1.13253731986321,14.442290049857
1993-01-06,0.02,-0.81,7.85,10.21,0.0,1.34480514201549,0.0,4.66958370930837,0.0,1.6630831220158,3.55699456354388e-06,0.0,0.0,0.0,0.0,1.6630831220158,0.0291176048070809,0.0214973474198626,6.78700015317368e-60,0.0165172745362254,0.0,0.179963186118978,0.0,0.0,0.877128854287516,7.12955332496922e-26,0.0111188548362811,2.18749787495979,-0.0,0.607617227623557,0.0047523795801063,0.120000017750267,1.14827325503015,2.18749787469332,2.1531677071298,2.1503161150403,0.120000000000067,0.607617227124037,2.15520409326175,0.437786814239392,8.05418903087837e-09,0.0,-0.114513137222444,3.41843318745053e-09,0.0,0.0,95.3964681313116,3.21375380969703,0.0153973378787473,0.765024879908807,13.2638641451704
1993-01-07,0.06,-1.04,3.7,6.95,0.0,1.04576006032477,0.0,4.7490898279763,0.0,2.0087220817069,4.46178929447985e-06,0.0,0.0,0.0,0.0,2.0087220817069,0.0173878849660501,0.388869267551225,2.7148000612694703e-60,0.0288499435156923,0.0,0.237875965993578,0.0,0.0,1.68949639275011,0.444030353348802,0.0132080197634802,2.75828217219726,-0.0,1.22170068769853,0.0199815962116102,2.47000001774992,1.26320700108988,2.75828217201021,2.72187458083766,2.71779426654178,2.4698826762469,1.22170068709856,2.72189000232537,0.30752901718628,1.53181009540109e-08,0.0,-0.0951727962001073,2.67110685390115e-08,0.0,1.76933736431569,90.0443124185355,3.0877223056388,0.317494814373434,0.715849919938958,4.05494323371233
1993-01-08,5.19,-1.03,4.84,4.73,0.0,10.4654299778263,0.0,12.6074910748041,0.0,10.5624813892841,9.97237041099674e-06,0.0,0.0,0.0,0.0,10.5624813892841,0.338119603018426,2.21820109348619,1.08592002450779e-60,0.0487779220568051,0.0,2.46703191182314,0.0,0.0,1.81639077269713,10.2045808225534,0.0180261153689623,4.10805581901841,-0.0,1.30625180145592,0.0726870970966396,14.1750000180383,3.13675497327553,4.10805581850672,4.07375111761737,4.06432803935584,14.1749054678723,1.30625180070413,4.06766259055458,1.47719402351548,3.85971587662717e-08,0.0,6.55415799672093e-05,1.10329821045772e-07,0.0,10.6670248271276,90.9461267550077,7.12511783162569,3.33244961252906,2.08244161327017,10.7168620318645
1993-01-09,0.05,-5.52,11.08,3.15,0.0,9.2360760296108,0.0,12.8084841553579,0.0,10.948320924709,2.94892272268682e-05,0.0,0.0,0.0,0.0,10.948320924709,0.313225627155527,1.03948853452714,4.8787640594127906e-15,0.0809177367212363,0.0,1.51745347291888,0.0,0.0,2.74582733640035,4.91745116325699,0.0261870789343489,5.67421216472415,-0.0,2.1089293788152,0.171596283769934,6.6350000185113,3.58468955884829,5.67421216436069,5.64164190962979,5.62471569361005,6.63505690561694,2.10892937797965,5.62945783991691,1.53471119686193,9.86563694174336e-08,0.0,0.0111485581066404,4.20455278930567e-07,0.0,10.2033662078686,73.620713274946,9.24300780721189,2.06917037874345,2.05100274220344,20.8000271869462
1993-01-10,6.26,-6.32,7.77,2.27,0.0,3.96680643751177,0.0,8.77993686833998,0.0,5.69077692333924,6.29722195699279e-05,0.0,0.0,0.0,0.0,5.69077692333924,0.128393628510181,0.0691116390741139,4.3429260188077106e-15,0.123310988938543,0.0,0.463771419525916,0.0,0.0,4.06223140110692,2.86241743573947e-13,0.0370689973811071,6.70921949812632,-0.0,3.40854757776101,0.297626849364877,0.425000018393744,3.01753831624672,6.70921949804934,6.67172228625301,6.64908209040754,0.425015734301594,3.40854757655526,6.66361756982994,1.00725739169086,2.01513821316486e-07,0.0,0.0522833823264963,1.64107627952358e-06,0.0,4.32241886709916,49.2230925620823,8.40846982891433,0.0003753441777592,1.40275182812921,9.53513446996516
